source,target,POS
Cappadocia,Capadòcia,properNoun
Machado,Machado,properNoun
Nolin,Nolin,properNoun
move away,allunyar,verb
Arpa,Arpa,properNoun
Talía,Talía,properNoun
Garin,Garin,properNoun
Cunha,Cunha,properNoun
mesencephalon,mesencèfal,noun
sharecropper,parcer,noun
PlayStation 4,PlayStation 4,properNoun
Haines,Haines,properNoun
Lorange,Lorange,properNoun
brush,escombreta,noun
overseas,a l'estranger,adverb
constitutive,constitutiu,adjective
biopic,pel·lícula biogràfica,noun
Enoc,Enoc,properNoun
Jawad,Jawad,properNoun
Durrës,Durrës,properNoun
Devonian,devonià,adjective
Macie,Macie,properNoun
recommend,recomanar,verb
proportionally,proporcionalment,adverb
Laporte,Laporte,properNoun
Horowitz,Horowitz,properNoun
holograph,hològraf,noun
Caouette,Caouette,properNoun
sing,cantar,verb
often,sovint,adverb
vaporise,vaporitzar,verb
oleoplast,eleoplast,noun
somersault,giravolt,noun
enough,força,adverb
Nicolaus,Nicolaus,properNoun
bronze,bronzejar,verb
Dativa,Dativa,properNoun
drop,amollar,verb
recall,recordar,verb
Australasian,d'Australàsia,adjective
figure,imaginar,verb
Blado,Blado,properNoun
thirty-first,trenta-unè,adjective
flawed,defectuós,adjective
endothermic,endotèrmic,adjective
Aslan,Àslan,properNoun
exhumation,exhumació,noun
koine,koiné,noun
cigarette,cigarret,noun
romanization,romanització,noun
Srivijaya,Srivijaya,properNoun
Jesús,Jesús,properNoun
Trinitario,Trinitario,properNoun
Wesley,Wesley,properNoun
Santa,Santa,properNoun
finally,a la fi,adverb
Zaragoza,Saragossa,properNoun
lockout,locaut,noun
micromodule,micromòdul,noun
balancemeter,balancímetre,noun
sandbinder,aglutinant,noun
monoblast,monoblast,noun
estropadak,estropadak,noun
Roso,Roso,properNoun
ravage,devastar,verb
Teodocio,Teodocio,properNoun
in a minute,en un minut,adverb
miniaturisation,miniaturització,noun
electrogravimetry,electrogravimetria,noun
organic,orgànic,adjective
Poulin,Poulin,properNoun
next December,el desembre vinent,adverb
hurt,doldre,verb
Mompart,Mompart,properNoun
McVie,McVie,properNoun
Akemi,Akemi,properNoun
receiver,auricular,noun
Mera,Mera,properNoun
syndicated share,acció sindicada,noun
Protagoras,Protàgores,properNoun
in all fairness,amb tota justícia,adverb
Moldovan,moldau,adjective
per person,per persona,adverb
the next Tuesday,el proper dimarts,adverb
layer,estrat,noun
Mandelson,Mandelson,properNoun
hypercapnia,hipercàpnia,noun
meantime,mentrestant,adverb
earthquake,terratrèmol,noun
Maria Antònia,Maria Antònia,properNoun
Magrané,Magrané,properNoun
according,segons,preposition
Casanova,Casanova,properNoun
healthcare,salut,noun
at an angle,d'esbiaixada,adverb
in the evening,al vespre,adverb
Granville,Granville,properNoun
Leocadia,Leocadia,properNoun
artwork,il·lustració,noun
Paz,Paz,properNoun
use,ús,noun
grieve,apesarar,verb
sincerely,sincerament,adverb
nitrification,nitrificació,noun
Inocencio,Inocencio,properNoun
pronominalisation,pronominalització,noun
Leeds,Leeds,properNoun
inaccurate,inexacte,adjective
Normand,Normand,properNoun
Yamina,Yamina,properNoun
verbose,verbós,adjective
Médicis,Médicis,properNoun
Angkor,Angkor,properNoun
neology,neologia,noun
pultrusion,pultrusió,noun
hydrographic,hidrogràfic,adjective
Arnaz,Arnaz,properNoun
Epicurus,Epicur,properNoun
safari,safari,noun
mash,amassar,verb
dimer,dímer,noun
Pageau,Pageau,properNoun
negligence,negligència,noun
inshore fishing,pesca litoral,noun
Maurilio,Maurilio,properNoun
Bujan,Bujan,properNoun
shock,descàrrega,noun
Gotha,Gotha,properNoun
Grace,Grace,properNoun
desinvestment,desinversió,noun
histamine,histamina,noun
spawn,engendrar,verb
auditory,auditiu,adjective
programming,programació,noun
copper,coure,noun
Milne,Milne,properNoun
molarity,molaritat,noun
Papadopoulos,Papadopoulos,properNoun
dielectric,dielèctric,adjective
ninja,ninja,noun
just now,ara mateix,adverb
itself,ell mateix,pronoun
abominable,abominable,adjective
Sabat,Sabat,properNoun
range,variar,verb
function,funció,noun
Düsseldorf,Düsseldorf,properNoun
arduously,àrduament,adverb
life,vida,noun
Donnelly,Donnelly,properNoun
Boismenu,Boismenu,properNoun
flow,flux,noun
male,home,noun
steep,inclinat,adjective
morulation,morulació,noun
Elliott,Elliott,properNoun
the other night,l'altra nit,adverb
Michael,Michael,properNoun
palpable,palpable,adjective
compel,obligar,verb
Rupérez,Rupérez,properNoun
Castelló,Castelló,properNoun
cook,guisar,verb
Faustin,Faustin,properNoun
inflammable,inflamable,adjective
hydrophobic,hidrofòbic,adjective
mayor,batlle,noun
Tarifa,Tarifa,properNoun
Morvan,Morvan,properNoun
Ricarda,Ricarda,properNoun
Irene,Irene,properNoun
into vogue,en voga,adverb
Rachelle,Rachelle,properNoun
bast,líber,noun
exchanger,bescanviador,noun
Newcastle,Newcastle,properNoun
coordinate,coordinar,verb
saint,sant,noun
Milun,Milun,properNoun
float,surar,verb
Irupé,Irupé,properNoun
aftermath,conseqüència,noun
mythical,mític,adjective
Robineau,Robineau,properNoun
Recuero,Recuero,properNoun
isomery,isomeria,noun
importing,importador,adjective
part,part,noun
Noel,Noel,properNoun
Yvain,Yvain,properNoun
tropical,tropical,adjective
hemotherapy,hemoteràpia,noun
Cinaras,Cinaras,properNoun
Notburga,Notburga,properNoun
Zenaires,Zenaires,properNoun
Abdu,Abdu,properNoun
Cesia,Cesia,properNoun
isostasy,isostàsia,noun
without,sense,preposition
pavement,vorera,noun
Tortorici,Tortorici,properNoun
apoptosis,apoptosi,noun
Reches,Reches,properNoun
conducive,conduciu,adjective
Fiji,Fiji,properNoun
intracellular,intracel·lular,adjective
Jonah,Jonah,properNoun
posthumously,pòstumament,adverb
subsidiary,subsidiari,adjective
Josep Lluís Cleries i Gonzàlez,Josep Lluís Cleries i Gonzàlez,properNoun
agonizing,atroç,adjective
Chowdhury,Chowdhury,properNoun
impaired,discapacitat,adjective
Simmons,Simmons,properNoun
officiality,oficialitat,noun
Tejedor,Tejedor,properNoun
Neyen,Neyen,properNoun
Raimundo,Raimundo,properNoun
Monegasque,monegasc,adjective
Louvel,Louvel,properNoun
titanic,titànic,adjective
portion,porció,noun
in reality,en realitat,adverb
Peñuela,Peñuela,properNoun
Tetris,Tetris,properNoun
optician,òptic,noun
Alberto,Alberto,properNoun
Palleja,Palleja,properNoun
St-James,St-James,properNoun
hitchhiking,autoestop,noun
innovation,innovació,noun
survivor,sobrevivent,noun
Blain,Blain,properNoun
technique,tècnica,noun
Hijano,Hijano,properNoun
Brocal,Brocal,properNoun
consequently,consegüentment,adverb
Lotte,Lotte,properNoun
defibrillation,desfibril·lació,noun
debit,carregar,verb
Loyola,Loyola,properNoun
Fisher,Fisher,properNoun
Paisley,Paisley,properNoun
object,objectiu,noun
Saliba,Saliba,properNoun
asynchronously,de manera asíncrona,adverb
Brull,Brull,properNoun
cane,canya,noun
Quoquochi,Quoquochi,properNoun
Ingham,Ingham,properNoun
nag,rossí,noun
persecution,persecució,noun
impediment,impediment,noun
Heaven,Heaven,properNoun
sufficiency,suficiència,noun
Valentí,Valentí,properNoun
Villén,Villén,properNoun
Uganda,Uganda,properNoun
Quran,Alcorà,properNoun
borate,borat,noun
Nicolino,Nicolino,properNoun
meander,serpejar,verb
arable,cultivable,adjective
Gollain,Gollain,properNoun
Agustín,Agustín,properNoun
Nisim,Nisim,properNoun
taut,tibant,adjective
spondylolisthesis,espondilolitesi,noun
Goyo,Goyo,properNoun
Bourne,Bourne,properNoun
Piñar,Piñar,properNoun
Andoquio,Andoquio,properNoun
Renaud,Renaud,properNoun
Darwinian,darwinià,adjective
Hamel,Hamel,properNoun
my,el meu,pronoun
my,el meu,possessivePronoun
my,el meu,determiner
my,el meu,possessivePronoun
my,el meu,determiner
my,el meu,pronoun
my,el meu,possessivePronoun
my,el meu,determiner
my,el meu,possessivePronoun
my,el meu,determiner
bandit,bandit,noun
Louisseize,Louisseize,properNoun
lorry driver,camioner,noun
Aniceto,Aniceto,properNoun
Brook,Brook,properNoun
designation,assenyalament,noun
postmodern,postmodern,adjective
Falgás,Falgás,properNoun
continuum,contínuum,noun
fetal,fetal,adjective
imperative,imperatiu,adjective
Bleda,Bleda,properNoun
Eleázar,Eleázar,properNoun
estimation,estimació,noun
Betiana,Betiana,properNoun
PKK,PKK,noun
Jareño,Jareño,properNoun
prefecture,prefectura,noun
prolapse,prolapse,noun
Leocadio,Leocadio,properNoun
Bossé,Bossé,properNoun
faun,faune,noun
voiceless,sense veu,adjective
presentable,presentable,adjective
paralysis,paràlisi,noun
authentication,autenticació,noun
Hurley,Hurley,properNoun
zinc,zinc,noun
