source,target,POS
Легија,Legija,properNoun
монументален,monumental,adjective
Паунеску,Paunescu,properNoun
Елиамеп,Eliamep,properNoun
Нано,Nano,properNoun
Мујиќ,Mujić,properNoun
Пашк,Pashk,properNoun
Нили,Neelie,properNoun
неиздавање,failure,noun
наследник,heir,noun
мајсторство,craftsmanship,noun
Битлис,Bitlis,properNoun
александриски,Alexandrian,adjective
снабдува,supply,verb
Танасеску,Tanasescu,properNoun
Хафиз,Hafiz,properNoun
Андер,Anders,properNoun
Абдул,Abdul,properNoun
претстои,lie ahead,verb
Максимус,Maximus,properNoun
затворен,dark,adjective
Сеутополис,Seutopolis,properNoun
Прет,Pret,properNoun
Рива,Riva,properNoun
Имврос,Imvros,properNoun
Питарт,Pithart,properNoun
Кју,Ku,properNoun
Корнебург,Korneuburg,properNoun
Гахр,Gahr,properNoun
Лианг,Liang,properNoun
Гури,Guri,properNoun
Меркал,Meral,properNoun
Плементина,Plementina,properNoun
Распудиќ,Raspudic,properNoun
смири,calm,verb
неодамнешен,new,adjective
Костантин,Konstantin,properNoun
рафинерија,refinery,noun
Стоица,Stoica,properNoun
Ксанду,Xanadu,properNoun
Наполеон,Napoleon,properNoun
Дионисис,Dionysis,properNoun
Заракол,Zarakol,properNoun
Истрабенс,Istrabens,properNoun
Шибениќ,Sibenik,properNoun
Мрквицка,Mrkvicka,properNoun
Чапsина,Capljina,properNoun
Рогуљиќ,Roguljić,properNoun
Давиди,Daviddi,properNoun
состанок,meeting,noun
дома,at home,adverb
Ресмија,Resmija,properNoun
Лидра,Lidra,properNoun
време,weather,noun
Ибериско,Ibero,properNoun
през,at the time of,preposition
партнерство,partnership,noun
Еседула,Esedullah,properNoun
Глигориќ,Gligorić,properNoun
Устинов,Ustinov,properNoun
Унипетрол,Unipetrol,properNoun
авторство,authorship,noun
Ибраим,Ibrahim,properNoun
Вестин,Westin,properNoun
Зуди,Zudi,properNoun
Милиќ,Milić,properNoun
огромен,enormous,adjective
Тодовиќ,Todović,properNoun
Михаи,Mihai,properNoun
реалност,reality,noun
Ајватовица,Ajvatovica,properNoun
Мрипа,Mripa,properNoun
Станчев,Stanchev,properNoun
Јанковиќ,Janković,properNoun
Караџаферис,Karatzaferis,properNoun
Тојкај,Toykay,properNoun
Тошио,Toshio,properNoun
Онаса,Onasa,properNoun
Врбошка,Vrboska,properNoun
Сухој,Sukhoi,properNoun
Финанциарул,Financiarul,properNoun
биометриски,biometric,adjective
Цилиќ,Cilić,properNoun
простува,forgive,verb
вложува,make,verb
Нискоградња,Niskogradnja,properNoun
струја,current,noun
сменува,sack,verb
Симшиќ,Simšić,properNoun
автократски,autocratic,adjective
Елалтунтас,Elaltuntas,properNoun
Серебро,Serebro,properNoun
Белорусија,Belarus,properNoun
Константина,Constantina,properNoun
Асмалимесчит,Asmalimescit,properNoun
Маглај,Maglaj,properNoun
Алби,Albi,properNoun
Михајлова,Mihailova,properNoun
Цикара,Cikara,properNoun
Комотни,Komotini,properNoun
Хера,Hera,properNoun
лишен,devoid,adjective
Стојменовиќ,Stojmenović,properNoun
Елиопулу,Eliopoulou,properNoun
либерален,liberal,adjective
Падинска,Padinska,properNoun
централа,station,noun
Анчевски,Ancevski,properNoun
Куленовиќ,Kulenović,properNoun
Патриција,Patricia,properNoun
откаже,give up,verb
прегревање,overheating,noun
Славена,Slavena,properNoun
кога и,whenever,adverb
прочистува,purify,verb
Зденек,Zdenek,properNoun
Аџиев,Adziev,properNoun
соживот,coexistence,noun
ХерY,Herc,properNoun
Бајина,Bajina,properNoun
Чуков,Chukov,properNoun
Пинари,Pinari,properNoun
прилив,flow,noun
Арап,Arap,properNoun
Зонгулдак,Zonguldak,properNoun
Рафаел,Rafael,properNoun
Ечим,Ecim,properNoun
Темистоклис,Themistoklis,properNoun
баран,claim,adjective
Пламбит,Plambit,properNoun
Флуенс,Fluence,properNoun
Раховам,Rahova,properNoun
Пенелопе,Penelope,properNoun
Регоч,Regoch,properNoun
Евија,Evia,properNoun
Манјаченко,Manyachenko,properNoun
пролетен,spring,adjective
Рафаиловиќ,Rafailovic,properNoun
Бугариновиќ,Bugarinović,properNoun
Долац,Dolac,properNoun
ОНопсервер,UNobserver,properNoun
Планика,Planika,properNoun
и покрај,even with,preposition
Санџак,Sandzak,properNoun
Албинвест,AlbInvest,properNoun
Драго,Drago,properNoun
ИYет,Ixhet,properNoun
Вардалос,Vardalos,properNoun
Зенит,Zenit,properNoun
Лауреат,Laureate,properNoun
Футура,Futura,properNoun
Трогир,Trogir,properNoun
Ладевац,Ladevac,properNoun
Пољаниќ,Poljanić,properNoun
Халтли,Haltli,properNoun
Прањиќ,Pranjic,properNoun
Карајел,Karayel,properNoun
Трајковски,Trajkovski,properNoun
празник,celebration,noun
Ловинеску,Lovinescu,properNoun
Есер,Eser,properNoun
Вукмановиќ,Vukmanović,properNoun
Биочим,Biochim,properNoun
обезбеди,secure,verb
долж,along,preposition
присуствува,attend,verb
признае,confess,verb
Левиев,Leviev,properNoun
чист,pure,adjective
Маурис,Maurice,properNoun
гледање,prospect,noun
Апостопулос,Apostolopoulos,properNoun
Енвер,Enver,properNoun
Черах,Cerrah,properNoun
контингент,contingent,noun
Димитрије,Dimitrije,properNoun
ќерка,daughter,noun
Бешиќ,Besic,properNoun
Тихерос,Tyheros,properNoun
Ајети,Ajeti,properNoun
Америком,Americom,properNoun
Геоф,Geoff,properNoun
Окановиќ,Okanovic,properNoun
Балци,Balci,properNoun
Сафин,Safin,properNoun
Ферди,Ferdi,properNoun
Толимир,Tolimir,properNoun
Спасовска,Spasovska,properNoun
казан,cauldron,noun
Андриј,Andriy,properNoun
Велзар,Velizar,properNoun
Радољуб,Rodoljub,properNoun
шумски,wooden,adjective
Марони,Maroni,properNoun
Клајншмит,Kleinschmidt,properNoun
промоција,promotion,noun
Кисе,Kise,properNoun
Ардони,Ardouny,properNoun
Порше,Porsche,properNoun
Спаиќ,Spaić,properNoun
груп,Groupe,properNoun
Риети,Rieti,properNoun
Рогошиќ,Rogosic,properNoun
Прендергаст,Prendergast,properNoun
Итеа,Itea,properNoun
Алина,Alina,properNoun
Мазар,Mazar,properNoun
Араповиќ,Arapović,properNoun
повторува,reiterate,verb
Отомотив,Otomotiv,properNoun
честопати,often,adverb
полиција,police,noun
Канелопулу,Kanelopoulou,properNoun
Алмазбек,Almazbek,properNoun
соблазнување,offence,noun
Таисеи,Taisei,properNoun
цврст,sound,adjective
остар,harsh,adjective
надминува,surpass,verb
Комплутенсе,Complutense,properNoun
Червениашка,Cherveniashka,properNoun
Сахит,Sahit,properNoun
дополнува,add,verb
предопредели,ordain,verb
ставен,articulate,adjective
Кандиќ,Kandić,properNoun
Вроачка,Vrnjacka,properNoun
победи,defeat,verb
заменува,replace,verb
Псомидис,Psomiadis,properNoun
интересен,interesting,adjective
Диотис,Diotis,properNoun
Мусовиќ,Musović,properNoun
Армаколас,Armakolas,properNoun
Мимс,Mims,properNoun
Данилевичик,Danileviciks,properNoun
Прахово,Prahovo,properNoun
Торлаковиќ,Torlaković,properNoun
свидетелство,certificate,noun
Пјер,Per,properNoun
Ерен,Eren,properNoun
Фонтбон,Fontbonne,properNoun
материјал,material,noun
навести,indicate,verb
Ард,Ard,properNoun
Укропина,Ukropina,properNoun
Шаербек,Schaerbeek,properNoun
Сампајо,Sampaio,properNoun
осврнува,address,verb
Алатас,Alatas,properNoun
Максиме,Maxime,properNoun
обезбеди,ensure,verb
ФејмЛаб,FameLab,properNoun
АбаYиев,Abadjiev,properNoun
прием,admission,noun
Дерооиќ,Deronjic,properNoun
Ивовиќ,Ivović,properNoun
Биал,Bial,properNoun
Система,Sistema,properNoun
Блик,Bleek,properNoun
Хелмрих,Helmrich,properNoun
Чорнеи,Ciornei,properNoun
Огреста,Ogresta,properNoun
Килелеа,Killelea,properNoun
Шехиде,Shehide,properNoun
Фоџа,Fo,properNoun
Солана,Solana,properNoun
Лендсмен,Landsman,properNoun
Живановиќ,Živanović,properNoun
Шаренкова,Sharenkova,properNoun
Папандреу,Papandreou,properNoun
Титос,Tito,properNoun
Бисерко,Biserko,properNoun
Теодосијевиќ,Teodosijevic,properNoun
Адиран,Adrian,properNoun
оди,attend,verb
закупи,lease,verb
Тонер,Tonnerre,properNoun
десничарски,right-wing,adjective
Царданис,Tsardanis,properNoun
Оздал,Ozdal,properNoun
Хусиеновиќ,Husienović,properNoun
Агростар,Agrostar,properNoun
Варанезе,Varanese,properNoun
Гул,Gul,properNoun
Бубакар,Boubacar,properNoun
Пуцер,Putzer,properNoun
седумгодишен,seven-year,adjective
Праксителес,Praxiteles,properNoun
генијалност,genius,noun
Овергас,Overgas,properNoun
реторика,rhetoric,noun
Чочиу,Ciocoiu,properNoun
Гацина,Gacina,properNoun
Превлака,Prevlaka,properNoun
Шолаку,Sollaku,properNoun
Таскенлиоглу,Taskenlioglu,properNoun
Табак,Tabak,properNoun
изјави,tell,verb
Скендербег,Skanderbeg,properNoun
Ерхард,Erhard,properNoun
Тоцки,Tocki,properNoun
Фенер,Fener,properNoun
конкурентски,rival,adjective
Киркал,Kirkal,properNoun
нејзин,hers,adjective
нејзин,hers,pronoun
нејзин,hers,possessivePronoun
Мијамото,Miyamoto,properNoun
отиде,present,verb
Вимблдон,Wimbledon,properNoun
Бегташевиќ,Begtašević,properNoun
попрошири,request,verb
Спинелис,Spinellis,properNoun
Фиргос,Pyrgos,properNoun
Ергил,Ergil,properNoun
Аутомотив,Automotive,properNoun
Лачко,Lacko,properNoun
археолошки,archeological,adjective
Сенегал,Senegal,properNoun
француски,French,adjective
Делинка,Delinka,properNoun
Гуркан,Gürkan,properNoun
Ватикан,Vatican City,properNoun
Маковеј,Macovei,properNoun
раскаже,depict,verb
Вишеград,Visegrad,properNoun
Оарја,Oarja,properNoun
Колоф,Koloff,properNoun
Меfаши,Megjasi,properNoun
Дворзински,Dvorzinski,properNoun
политика,policy,noun
водечки,leading,adjective
бргу,soon,adverb
Хенин,Henin,properNoun
Шеќериска,Sekerinska,properNoun
Хашани,Hashani,properNoun
ХоYа,Hoxha,properNoun
Нешка,Neshka,properNoun
Лангло,Langlo,properNoun
Надиа,Nadia,properNoun
Димитриу,Dimitriou,properNoun
Алимпиќ,Alimpić,properNoun
Зорба,Zorba,properNoun
Мевлеви,Mevlevi,properNoun
Брезница,Breznica,properNoun
пациент,patient,noun
Димушевски,Dimuševski,properNoun
Фредриксен,Fredriksen,properNoun
Сарановиќ,Saranović,properNoun
Мирзета,Mirzeta,properNoun
подготвува,draft,verb
Меси,Messi,properNoun
Шарчем,Sharrcem,properNoun
Лезе,Lezhe,properNoun
Мевлид,Mevlid,properNoun
Елиа,Elia,properNoun
Каљанац,Kaljanac,properNoun
Русомир,Rusomir,properNoun
Митрусиас,Mitrousias,properNoun
основање,establishment,noun
Таркиќ,Tarkic,properNoun
Бразилија,Brasilia,properNoun
Вијести,Vijesti,properNoun
дискутира,require,verb
Екрен,Ekren,properNoun
Ласиќ,Lasic,properNoun
положба,position,noun
постави,set up,verb
предаде,surrender,verb
Пиромја,Piromya,properNoun
едногласност,unanimity,noun
некомпетентност,incompetence,noun
Халворсен,Halvorsen,properNoun
Плантаже,Plantaze,properNoun
Фонда,Fonda,properNoun
Боскурт,Boskurt,properNoun
помогнува,stand by,verb
Удинезе,Udinese,properNoun
Дупон,Dupont,properNoun
Сагламтас,Saglamtas,properNoun
Томисла,Tomislav,properNoun
Пасау,Passau,properNoun
став,view,noun
Петрит,Petrit,properNoun
Мајиновиќ,Majinović,properNoun
одбојкарски,volleyball,adjective
Ерканд,Erkand,properNoun
несреќа,accident,noun
Мени,Meni,properNoun
Шаровиќ,Šarović,properNoun
Раад,Raad,properNoun
Раде,Rade,properNoun
Скобо,Skobo,properNoun
екстравагантност,extravaganza,noun
тема,topic,noun
Гринберг,Greenberg,properNoun
Семсудин,Semsudin,properNoun
Дампјер,Dampier,properNoun
ХаYи,Haxhi,properNoun
камп,camp,noun
Марлин,Marleen,properNoun
Гувечи,Guvecci,properNoun
Ленац,Lenac,properNoun
клучен,key,adjective
Расалад,Rasalad,properNoun
Лакичевиќ,Lakičević,properNoun
нарече,name,verb
последица,implication,noun
стапало,foot,noun
Месинис,Messinis,properNoun
наближува,approach,verb
причина,cause,noun
Видал,Vidal,properNoun
открие,found,verb
Предиу,Predoiu,properNoun
Чараламбос,Charalambos,properNoun
Мирослав,Miroslav,properNoun
Бакојани,Bakoyannis,properNoun
поданство,common people,noun
Цабо,Szabo,properNoun
тетовски,Tetovan,adjective
Тенерифе,Tenerife,properNoun
Дакика,Dakika,properNoun
Лизеро,Lizeroux,properNoun
Сидро,Sidro,properNoun
Енергоинвест,Energoinvest,properNoun
Кастрати,Kastrati,properNoun
Коледуване,Koleduvane,properNoun
затвара,lock up,verb
протерување,expulsion,noun
лека-полека,gradually,adverb
Диона,Diona,properNoun
Шарапова,Sharapova,properNoun
вид,form,noun
Хостилијан,Hostilian,properNoun
Каларази,Calarasi,properNoun
отстранува,remove,verb
основа,foundation,noun
Семберија,Semberija,properNoun
испитува,examine,verb
Абинг,Abbing,properNoun
Куршево,Krushevo,properNoun
Чакан,Cakan,properNoun
Соч,Soc,properNoun
уво,eye of a needle,noun
Патаровски,Patarovski,properNoun
референдум,referendum,noun
Дитрих,Dietrich,properNoun
изостава,leave,verb
Дауџе,Daudze,properNoun
Пефкиос,Pefkios,properNoun
единаесет,eleven,numeral
Дневик,Dnevnik,properNoun
Сворцан,Svorcan,properNoun
Бускеми,Buscemi,properNoun
Баласа,Balassa,properNoun
рочиште,hearing,noun
предавање,lecturing,noun
Кубис,Kubis,properNoun
бунтува,rebel,verb
Никокла,Nicola,properNoun
Карзаи,Karzai,properNoun
Деметриадес,Demetriades,properNoun
Макбет,Macbeth,properNoun
пријателски,friendly,adjective
Аноча,Anocha,properNoun
Есковар,Escovar,properNoun
разубеди,reassure,verb
Шегед,Szeged,properNoun
Арден,Ardenne,properNoun
вистина,truth,noun
Павичевиќ,Pavicevic,properNoun
Ловринчевиќ,Lovrincevic,properNoun
Перино,Perino,properNoun
Нафтна,Naftna,properNoun
Нафтена,Naftna,properNoun
база,base,noun
вложи,inject,verb
Реум,Reum,properNoun
Шпрем,Sprem,properNoun
Беовоз,Beovoz,properNoun
уследи,come,verb
Кесанлис,Kessanlis,properNoun
Конуш,Konush,properNoun
Аубоин,Auboin,properNoun
различен,different,adjective
Илијашевиќ,Ilijašević,properNoun
Клуж,Cluj,properNoun
зема,take,verb
Марек,Marek,properNoun
Габита,Gabita,properNoun
четиристотини,four hundredth,adjective
Сербанеску,Serbanescu,properNoun
Адреас,Andreas,properNoun
Енергопетрол,Energopetrol,properNoun
Чиуреа,Ciurea,properNoun
Арман,Arman,properNoun
Терес,Terres,properNoun
Никица,Nikica,properNoun
Москва,Moscow,properNoun
оптимизам,optimism,noun
најави,announce,verb
Станомир,Stanomir,properNoun
Серсале,Sersale,properNoun
брод,boat,noun
Лепосавиќ,Leposavić,properNoun
Финир,Finir,properNoun
Друцас,Droutsas,properNoun
Спиро,Spiro,properNoun
раселен,early,adjective
Котсев,Kotsev,properNoun
Соковиќ,Sokovic,properNoun
Теренс,Gere,properNoun
Кургуз,Kyrgyz,properNoun
Албпрес,Albpress,properNoun
Бауман,Baumann,properNoun
србоманство,Serbomanhood,noun
Плавница,Plavnica,properNoun
Титов,Titov,properNoun
Давугоглу,Davutoglu,properNoun
Стривектин,Strivectin,properNoun
Гајевиќ,Gajevic,properNoun
оперативен,operative,adjective
стар,old,adjective
степен,extent,noun
Форестер,Forrester,properNoun
Онеј,Oney,properNoun
Чеплес,Cheples,properNoun
покажува,prove,verb
Билбоа,Balboa,properNoun
Кипар,Cyprus,properNoun
будност,need,noun
Менсур,Mensur,properNoun
Пренци,Prenci,properNoun
Аерофлот,Aeroflot,properNoun
клан,channel,noun
Будимпешта,Budapest,properNoun
Синај,Sinai,properNoun
Сарита,Sarita,properNoun
Шулер,Schuler,properNoun
количество,amount,noun
Буги,Boogie,properNoun
Нововиќ,Novović,properNoun
Флорја,Florya,properNoun
доставува,send,verb
Белортаја,Belortaja,properNoun
Буниа,Bunia,properNoun
Рушити,Rushiti,properNoun
централа,plant,noun
Коморане,Komorane,properNoun
Прототема,Protothema,properNoun
Хераон,Heraion,properNoun
Синееуропа,Cineuropa,properNoun
упати,address,verb
Гита,Ghita,properNoun
Тоница,Tonitza,properNoun
Мундружо,Mundruczo,properNoun
Бреска,Breska,properNoun
Зејтинликој,Zeytinlikoy,properNoun
држава,nation,noun
Куран,Qur,properNoun
Тирјаки,Tiryaki,properNoun
Игнатиево,Ignatievo,properNoun
Цириле,Cyrille,properNoun
Карловачко,Karlovac,properNoun
Паниќ,Panić,properNoun
Захарина,Zaharina,properNoun
Миловчиќ,Milovčić,properNoun
Агром,Agrom,properNoun
Шпигел,Spiegel,properNoun
Екин,Ekin,properNoun
член,member,noun
Ишингер,Ischinger,properNoun
вар,lime,noun
Лојола,Loyola,properNoun
Форгард,Forgeard,properNoun
Плојгер,Pleuger,properNoun
Павлевски,Pavlevski,properNoun
Мајзел,Majzel,properNoun
сигурен,credible,adjective
Омо,Omo,properNoun
билка,plant,noun
Фустар,Fustar,properNoun
Рекомак,Rekomak,properNoun
Ламија,Lamia,properNoun
меѓутоа,however,adverb
Чиле,Chile,properNoun
Дрислер,Drissler,properNoun
Фатулиу,Fatuloiu,properNoun
охрабрување,encouragement,noun
Манолова,Manolova,properNoun
детонирање,detonation,noun
Ресит,Resit,properNoun
влада,cabinet,noun
Стратимировиќ,Stratimirovic,properNoun
Никсан,Naksan,properNoun
Еуопсервер,Euobserver,properNoun
Елван,Elvan,properNoun
Слован,Slovan,properNoun
Фамагуста,Famagusta,properNoun
линија,service,noun
Чабаркапа,Cabarkapa,properNoun
инструмент,instrument,noun
Зухра,Zuhra,properNoun
Бандиќ,Bandić,properNoun
