source,target,POS
kandidatura,candidature,noun
eman,award,verb
erdipurdiko,mediocre,adjective
aditu,adept,adjective
hirurogeita zortzi,sixty-eight,numeral
zirrara,thrill,noun
kromosoma,chromosome,noun
alkatetza,city council,noun
egiaztatu,verify,verb
errepikatu,repeat,verb
hitz egin,discuss,verb
laurogeita sei,eighty-six,numeral
bolada,gust,noun
jurista,jurist,noun
erabateko,cutting,adjective
errebote,rebound,noun
irristakor,slippery,adjective
kidea_bilatu,match,verb
akastun,defective,adjective
guztiz,right through,adverb
tratagaitz,unsociable,adjective
Alvarez,Alvarez,properNoun
ertain,half,adjective
energia,energy,noun
argi,distinct,adjective
parte hartze,stake,noun
gertu,near here,adverb
gaztelu,castle,noun
bide,way,noun
eranskor,sticky,adjective
desegin,disintegrate,verb
pertsonifikatu,personify,verb
garrantzitsu,significant,adjective
euri-zaparrada,cloudburst,noun
iturri gorri,mineral spring,noun
aurreneko,first,determiner
altxamendu,uprising,noun
atsekabetu,desolate,adjective
goren,topmost,adjective
banatu,allocate,verb
bihurtu,come back,verb
sakon,comprehensive,adjective
hurbildu,near,verb
mendeko izan,depend,verb
samar,enough,adverb
ordain,remuneration,noun
halabeharrezko,fatal,adjective
nabari,patent,adjective
kalamu,hemp,noun
kliskatu,blink,verb
doi-doi,precisely,adverb
apostolu,apostle,noun
saltzaile,seller,noun
adingabeko,minor,adjective
ehuneko,percent,noun
ikastetxe,high school,noun
jarraitu,sustained,adjective
atera,pluck,verb
lurpetik_atera,excavate,verb
itxura egin,simulate,verb
mozorrotu,mask,verb
uste izan,believe,verb
albainutu,thread,verb
kapitulatu,capitulate,verb
tonto,silly,adjective
serio,serious,adjective
otsail,february,noun
sinatu,autograph,verb
astun eta erabiltzeko zail,unwieldy,adjective
berehala,right away,adverb
zenbat,how many,pronoun
zenbat,how many,determiner
zenbat,how many,interrogativePronoun
zenbat,how many,determiner
zenbat,how many,interrogativePronoun
zenbat,how many,pronoun
zenbat,how many,determiner
zenbat,how many,interrogativePronoun
zenbat,how many,determiner
zenbat,how many,interrogativePronoun
etekin,performance,noun
gau,night,noun
ezezagun,unknown,adjective
ugaritu,raise,verb
hegi,edge,noun
monumental,monumental,adjective
xelebre,picturesque,adjective
erretxina,resin,noun
hasi,tackle,verb
hondeatzeko makina,excavator,noun
garrantzi,significance,noun
baina,but,coordinatingConjunction
arduratu,troubled,adjective
egin,perform,verb
hegan,flying,adverb
egin,practice,verb
ikertu,research,verb
bidegabe,unfair,adjective
kementsu,spirited,adjective
buxatu,clog,verb
garratz,acrid,adjective
uste izan,boast,verb
hilik,dead,adverb
egia,truth,noun
ero,insane,adjective
hartu,foster,verb
postontzira_bota,post,verb
afari,dinner,noun
erdibitzaile,median,adjective
kaltegarri,pernicious,adjective
esan,speak,verb
jaso,raise,verb
kapera,chapel,noun
susmagarri,dodgy,adjective
sailkatu,sort,verb
agortu,exhaust,verb
kontent,content,adverb
erakargarri,appealing,adjective
lasaigarri,sedative,adjective
ozen,loud,adjective
esnatu,wake,verb
lanpetu,busy,adjective
euroagindu,European Arrest Warrent,noun
obligazio,obligation,noun
erreferente,concerning,adjective
edozein,anybody,pronoun
distira egin,glow,verb
eliminazio,elimination,noun
argal,slim,adjective
Frantzisko,Frantzisko,properNoun
kulunkatu,oscillate,verb
laurogeita bost,eighty-five,numeral
errenkada,rank,noun
sailkatu,rank,verb
zimurtu,pucker,verb
behean,low,adverb
tenkatu,taut,adjective
eranste,incorporation,noun
gaizkiagotu,aggravate,verb
ingurune,environmental,adjective
karga,charge,noun
kendu,deduct,verb
atzera-egite,withdrawal,noun
agi denez,apparently,adverb
ikaratu,scare,verb
suntsitu,shatter,verb
faltsutu,counterfeit,verb
borrokatu,combat,verb
adi-adi begiratu,stare,noun
pixa egin,piss,verb
identitate,identity,noun
hazkuntza,education,noun
droga,drug,noun
gantz gabe,fat-free,adjective
erromes,vagrant,adjective
ezagutarazte,disclosure,noun
paper,paper,noun
orkoi,form,noun
aldatu,range,verb
ibilgetu,immobilise,verb
beiraztatu,vitrify,verb
zulatu,puncture,verb
neba,brother,noun
aurrealde,lead,noun
gogorarazi,remind,verb
gogorarazi,remind,presentParticipleAdjective
sartu,fit,verb
erantzule,manager,noun
iragaitzazko,transitory,adjective
software,software,noun
sortu,generate,verb
neke,weariness,noun
bat ez etorri,disagree,verb
ezaguera,knowledge,noun
klan,clan,noun
Ruiz,Ruiz,properNoun
tenkatu,pull,verb
bakartu,isolate,verb
astindu,jar,verb
jendetsu,massive,adjective
hots,sound,noun
kodifikazio,coding,noun
hirurogeita seigarren,sixty sixth,determiner
motz-motz egin,crop,verb
entzungarri,audible,adjective
perla,pearl,noun
berreskuratu,recuperate,verb
konbentzio,convention,noun
auto-stop egin,hitch,verb
jauzi egin,pounce,verb
erabilera,application,noun
arranditsu,bombastic,adjective
ia,narrowly,adverb
hirurogeita hamabigarren,seventy second,determiner
kontrol,hold,noun
panda,panda,noun
zauritu,maul,verb
aplikatu,apply,verb
presidentegai,candidate for the presidency,noun
temati,insistent,adjective
erreflexu,reflection,noun
gune,place,noun
erori,sag,verb
zale,amateur,noun
trikimailu,trick,noun
prozedura,procedure,noun
distira,shine,noun
Barajas,Barajas,properNoun
ostatu eman,accommodate,verb
metafisiko,metaphysical,adjective
sutan jarri,rile,verb
hasi eta buka,from beginning to end,adverb
disko,disc,noun
bai,yes,adverb
zenbatezin,numberless,adjective
atsegin,amiable,adjective
plastiko,plastic,noun
arrain,fish,noun
erantzukizun,liability,noun
zuzen,right,adjective
maitekor,amorous,adjective
hogeita hirugarren,twenty third,determiner
azido,sour,adjective
eraiki,erect,verb
eremu,field,noun
simetria-ardatz,axis of symmetry,noun
hondartza,beach,noun
heldu,sting,verb
espainiar,Spaniard,noun
zuriune,blank,noun
erdietsi,get,verb
nagusitu,predominate,verb
jantzi,costume,noun
final,final,noun
arnasketa,breathing,noun
kuantitatibo,quantitative,adjective
trafiko,traffic,noun
hemendik aurrera,hereafter,adverb
aldakor,varying,adjective
gehien,most,pronoun
gehien,most,determiner
gehien,most,pronoun
gehien,most,determiner
balantzaka ibili,lurch,verb
patentatu,patent,verb
beroki,coat,noun
iraun,last,verb
antzeratu,mimic,verb
internazional,international,adjective
madarikatu,fucking,adjective
eraman,shepherd,verb
arbaso,ancestor,noun
komunista,communist,noun
asko,to a large extent,adverb
bitartean,meanwhile,adverb
Europar-Batasun,European Union,properNoun
baliozko,valuable,adjective
italiar,italian,adjective
abiatu,depart,verb
abian,under way,adverb
ezean,if not,subordinatingConjunction
fanatiko,fanatic,noun
beliko,bellicose,adjective
oroitu,recall,verb
gas,gas,noun
hurbildu,approximate,verb
azkenaurreko,penultimate,adjective
adiskide,friend,noun
eman,donate,verb
kargudun,post,noun
tonu,key,noun
asistentzia,assistance,noun
bultzatu,prompt,verb
estatu,state,noun
zaplaztekoa_eman,slap,verb
arautu,regulate,verb
jendeztatu,populate,verb
esleitu,assign,verb
batuketa,sum,noun
unibertsitario,university,adjective
elkarretaratu,assemble,verb
Vietnam,Vietnam,properNoun
lamina,plate,noun
hartu,encompass,verb
indarrez,by force,adverb
ihardespen,reply,noun
alkoholdun,alcoholic,adjective
baztertu,dismiss,verb
kurioso,curious,adjective
laurogeita zortzi,eighty-eight,numeral
ideal,ideal,noun
katea kendu,unchain,verb
aseguratu,insured,noun
irentsi,swallow,verb
erretiratu,retire,verb
abaildu,exhaust,verb
zelatatu,stalk,verb
iraingarri,defamatory,adjective
jadanik,already,adverb
topatu,find,verb
berpizkunde,resurrection,noun
haitzulo,cave,noun
topatu,come across,verb
pilatu,stack,verb
hipnotizatu,hypnotise,verb
Andoain,Andoain,properNoun
hartu,encroach,verb
laguntzaile,assistant,noun
kontzentratu,concentrate,verb
ongi,all right,adverb
bolkaniko,volcanic,adjective
mendikate,mountain range,noun
xehatu,mince,verb
markatu,score,verb
iturri-bero,hot spring,noun
xarmatu,love,verb
xarmatu,love,presentParticipleAdjective
azaleratze,outcrop,noun
militante,militant,adjective
tristura,sadness,noun
ilundu,shadow,verb
solairu,flat,noun
tonu,pitch,noun
hegal,wing,noun
argitasun,wit,noun
urrutira,far,adverb
usteldu,rot,verb
espetxealdi,captivity,noun
janaria_prestatu,cook,verb
subirano,sovereign,adjective
franko,very much,adverb
indibiduo,individual,noun
xanpain,champagne,noun
edertu,embellish,verb
senar-emazte,married couple,noun
irabazle,winner,noun
bete,gratify,verb
utzi,let,verb
aurrera egin,prosper,verb
berregin,redo,verb
neurri batean,partly,adverb
gizaldi eta gizaldietan,for ever and ever,adverb
akuilatu,encourage,verb
trinkotasun,density,noun
belaunaldi,generation,noun
atsegin,welcome,adjective
gainbegiratu,supervise,verb
agindu,command,noun
espiritu,spirit,noun
jostatu,entertain,verb
tarteka,from time to time,adverb
gezur,lie,noun
ebaketa,section,noun
Paris,Paris,properNoun
aurreiritzi,prejudice,noun
bilera,session,noun
maitekor,loving,adjective
jangaitz,unpalatable,adjective
oka egin,vomit,verb
jaiste,decline,noun
bazkatu,graze,verb
EBB,EBB,noun
altxatu,erect,verb
zulatu,hammer,verb
n,who,adverb
n,who,relativePronoun
n,who,pronoun
n,who,interrogativePronoun
azkar,fast,adjective
gurinez_igurtzi,butter,verb
goma,rubber,noun
eseri,seat,verb
eguzkitsu,sunny,adjective
sartze,entry,noun
abortatu,miscarry,verb
hautatu,choose,verb
berriz bete,replenish,verb
duelu,duel,noun
saiakuntzak egin,experiment,verb
herenegun goizean,the day before yesterday in the morning,adverb
iritzi,appear,verb
iritzi,appear,presentParticipleAdjective
ondoez,unrest,noun
hezitzaile,educator,noun
ikusi,view,verb
aldagai,variable,noun
bizibide,way of life,noun
aditz,verb,noun
gerraoste,postwar period,noun
bideoz grabatu,videotape,verb
koipetu,grease,verb
inoiz ez,ever,adverb
lotsarazi,embarrass,verb
argitaratu,publish,verb
makurrarazi,humble,verb
abisatu,warn,verb
manipulatu,manipulate,verb
apuntatu,note down,verb
alderdi,party,noun
maritxu,faggot,noun
hodiz_eraman,pipe,verb
ertain,medium,adjective
laburtu,summarise,verb
garapen,development,noun
sarrera egin,tackle,verb
noizean behin,from time to time,adverb
muino,hill,noun
kloruro,chloride,noun
sentsazio,sensation,noun
min egin,hurt,verb
infekzioso,infectious,adjective
jabetza,ownership,noun
lauso,vague,adjective
behartu,force,verb
sukalde,stove,noun
desberdintasun,inequality,noun
indargetu,cushion,verb
esperimental,experimental,adjective
zehaztugabe,inaccurate,adjective
zabal,broad,adjective
ezagun,known,adjective
gori,red-hot,adjective
keinu egin,gesticulate,verb
aurrean,in front,adverb
egokitasun,suitability,noun
gehiegi,too much,pronoun
gehiegi,too much,determiner
gehiegi,too much,pronoun
gehiegi,too much,determiner
ikuste,vision,noun
mesedegarri,conducive,adjective
ezjakin,ignorant,adjective
bekaizti,envious,adjective
ordu,time,noun
kontrol,check,noun
azkar,brisk,adjective
nahiago izan,favour,verb
adierazgarri,representative,adjective
begiratu,eye,verb
koefiziente,coefficient,noun
gora,on top,adverb
gutxietsi,underestimate,verb
agian,maybe,adverb
urduritasun,nervousness,noun
behin-behineko,provisional,adjective
uzta,crop,noun
batzar,meeting,noun
sarraskitu,massacre,verb
iraun,persist,verb
ezkerreko,left,adjective
ezin hobeki,flawlessly,adverb
hurbilketa,approach,noun
jakin,know,verb
galarazi,prevent,verb
olio,oil,noun
salbuespenezko,exceptional,adjective
liluratu,seduce,verb
kartel,sign,noun
galdetu,ask,verb
nagusiki,chiefly,adverb
udara,summer,noun
franko,frank,adjective
iruditu,appear,verb
iruditu,appear,presentParticipleAdjective
kultu,cult,noun
urte,year,noun
multinazional,multinational,adjective
ganadu,cattle,noun
proportzionalki,proportionately,adverb
durundatu,blare,verb
saski,hamper,noun
aldarrikatu,proclaim,verb
erakutsi,show,verb
arbitratu,referee,verb
ziztatzaile,incisive,adjective
asaldatuta_mugitu,fidget,verb
more,violet,adjective
Euskadi,Euskadi,properNoun
kolonizazio,colonisation,noun
irtenbide,exit,noun
prestatu,plan,verb
transpiratu,perspire,verb
erein,seed,verb
oker,misleading,adjective
eztabaidaezin,indisputable,adjective
berrogeita hamahiru,fifty-three,numeral
gertakizun,contingent,noun
elkartu,cluster,verb
jarri,arrange,verb
mutu,speechless,adjective
helburu,goal,noun
lasterka ihes egin,scurry,verb
aurpegi,face,noun
udaltzaingo,municipal police,noun
okertu,bow,verb
berritu,renew,verb
konstituzio,constitution,noun
isolatu,insulate,verb
Moncloa,Moncloa,properNoun
konpaktu,compact,adjective
kolonial,colonial,adjective
muga,border,noun
afaldu,dine,verb
estutasun,anxiety,noun
sari,prize,noun
adjektibo,adjective,noun
zerbait_helburu_izan,essay,verb
tente,upright,adjective
barregarri_utzi,ridicule,verb
tindatu,tinge,verb
zentzudun,wise,adjective
kamioi,lorry,noun
azpikerian_ari_izan,scheme,verb
atzeraldi,recession,noun
enkargu,commission,noun
inguratu,mob,verb
proba,proof,noun
kementsu,vigorous,adjective
ordaindu,redress,verb
nahigabetu,disconsolate,adjective
argaldu,taper,verb
zikin,grimy,adjective
zorionez,happily,adverb
iheskor,fleeting,adjective
une,moment,noun
agiraka egin,rebuke,verb
finantza,finance,noun
bildu,bring together,verb
tesi,thesis,noun
galtzetin,sock,noun
jarraitu,chase,verb
obsesionatu,obsess,verb
idazpuru,letterhead,noun
Euzkadi Buru Batzar,Basque Nationalist Party,properNoun
kanpoko,exterior,adjective
ondo,all right,adverb
ase,satiate,verb
ahal dela,possibly,adverb
bereizi,separate,verb
berrargitaratu,reedit,verb
uf,whew,interjection
polizial,police,adjective
altxatu,hoist,verb
areago,even more,adverb
oxigeno,oxygen,noun
bikain,superlative,adjective
halako,such,determiner
jan,corrode,verb
mindu,resentful,adjective
aginduzko,imperative,adjective
ohitura,frock,noun
emisio,broadcast,noun
arrazoiketa,reasoning,noun
Sobiet Batasuna,Soviet Union,properNoun
isekari,mocking,adjective
lapurtu,rifle,verb
desiratu,will,verb
ulerkor,enlightened,adjective
postaz_bidali,mail,verb
amaiera,final,noun
bostgarren,fifth,determiner
orekan egon,hover,verb
ahantzezin,unforgettable,adjective
epaile lanak egin,adjudicate,verb
baieztatu,claim,verb
ezegoki,inappropriate,adjective
hartu,take,verb
gainditu,transcend,verb
hereditario,hereditary,adjective
ogi,bread,noun
bazkaldu,eat,verb
alde,canton,noun
beharreko,that has to,adjective
nahasi,entangle,verb
diagnostikatu,diagnose,verb
badaezpada,just in case,adverb
gurin,butter,noun
kontsumo,consumption,noun
erretoriko,rhetorical,adjective
ponpatu,pump,verb
salmahai,counter,noun
sinadura,signature,noun
elkarrekin lan egin,collaborate,verb
ikerketa,enquiry,noun
klase,classroom,noun
trebe,proficient,adjective
kareztatu,whitewash,verb
katagorri,squirrel,noun
gainbegiratu,browse,verb
milimetro,millimeter,noun
bidegabe tratatu,mistreat,verb
txapelketa,championship,noun
ohartu,warn,verb
zehaztu,detailed,adjective
ez-legitimo,illegitimate,adjective
federal,federal,adjective
karitatetsu,charitable,adjective
zabalera,width,noun
inflazio,inflation,noun
aireztatu,ventilate,verb
paratu,lay,verb
Turkia,Turkey,properNoun
asko,dearly,adverb
adostasun,accord,noun
jarraitzaile,supporter,noun
seinalatu,point,verb
lo,sleep,noun
akademiko,academic,noun
egoki,apt,adjective
ezeztatu,cancel,verb
akuilatu,boost,verb
kontrako,contrary,adjective
kisketaz_itxi,latch,verb
heldu,ripe,adjective
eraso,harass,verb
garraiatu,take,verb
sakatu,pull out,verb
azoka,market,noun
larunbat,Saturday,noun
xuxurlatu,whisper,verb
makurtu,stoop,verb
funtzionatu,run,verb
karranpa,cramp,noun
sendo,steadfast,adjective
alkate,mayor,noun
ustekabeko,casual,adjective
tontor,protuberance,noun
taupadak egin,pulse,verb
ostatatu,billet,verb
oparo,lavish,adjective
ez kaltegarri,harmless,adjective
eraman,carry,verb
gorabehera,in spite of,preposition
gutxiegi,insufficient,adjective
bizi,vivacious,adjective
larritu,fuss,verb
zorionez,luckily,adverb
ehuneko,percentage,noun
prestatu,prime,verb
maitatzaile,lover,noun
bereizgarri,hallmark,noun
aldatu,switch,verb
dimisio,resignation,noun
zerrendatu,enumerate,verb
arazo,trouble,noun
printzerri,principality,noun
barregarri,ridiculous,adjective
izugarri,spooky,adjective
lo-eragile,soporific,adjective
autonomia,autonomy,noun
itxura,brink,noun
eradoski,suckle,verb
ago,more,adverb
alokairu,rent,noun
pintoresko,picturesque,adjective
kanpoan,out,adverb
horzdun,jagged,adjective
diru-zorro,wallet,noun
arreta ez jarri,neglect,verb
puritano,puritan,adjective
totalitario,totalitarian,adjective
nomenklatura,nomenclature,noun
triste,doleful,adjective
hedatu,tend,verb
borborka_atera,spurt,verb
gorputz,body,noun
golde,plow,noun
erabilerraz,user-friendly,adjective
aktore,actress,noun
hurbil,near,adjective
saihestu,elude,verb
bera,same,adjective
lagun,partner,noun
juridiko,juridical,adjective
lirdingatsu,viscous,adjective
delitu egin,offend,verb
gorteiatu,woo,verb
karrera,career,noun
atzeratu,slow,verb
nekatu,jaded,adjective
dibertsio,entertainment,noun
hilobi,grave,noun
jarri,set,verb
hil,butcher,verb
kontsumitu,consume,verb
egi,too much,adverb
sentimendu,sentiment,noun
mediko,medical,adjective
atzekoz aurrera jarri,reverse,verb
apaindu,ornate,adjective
txistu egin,whistle,verb
arrunt,common,adjective
iruzur egin,swindle,verb
berdintasun,equality,noun
hogeita hamaseigarren,thirty sixth,determiner
hautetsi,elected,noun
soinudun,audible,adjective
hots,let's go,interjection
izendatu,denominate,verb
urteko,yearly,adjective
kanporantz,outside,adverb
erakutsi,exhibit,verb
sorospen,succour,noun
estaldura,covering,noun
faktore,factor,noun
mezu,message,noun
enbor,trunk,noun
konorterik gabe,unconscious,adjective
lehen,first and foremost,adverb
arindu,relieve,verb
bilakaera,evolution,noun
berri eman,advertise,verb
bahiketa,kidnapping,noun
Igor,Igor,properNoun
elkarte,collectivity,noun
eferbeszente,effervescent,adjective
pilatu,heap,verb
borondatezko,voluntary,adjective
behar izan,require,verb
areagotu,intensify,verb
presidentearen,presidential,adjective
komedia,comedy,noun
zientzialari,scientist,noun
sindrome,syndrome,noun
zaharkitu,age,verb
kontsolamendu,comfort,noun
gautu,get dark,verb
beraz,therefore,subordinatingConjunction
kontsulta,inquiry,noun
gogoratu,recall,verb
zaratatsu,noisy,adjective
onik,right,adverb
ezkondu,wed,verb
hezurgabetu,bone,verb
iturri ofizialen arabera,according to official sources,adverb
soka-laster,noose,noun
konplitu,comply,verb
jaitsi,ebb,verb
astindu,churn,verb
atrakatu,dock,verb
kito,in peace,adverb
mehatxatu,threaten,verb
nazio,nation,noun
inputatu,impute,verb
sagar,apple,noun
zelular,cellular,adjective
on,okay,adjective
gezurtatu,deny,verb
bospasei,five or six,numeral
PSE-EE,PSE-EE,noun
hautatu,elect,verb
zimur,wrinkle,noun
arrantzale,fisherwoman,noun
hiriburu,capital,noun
elkarzut,perpendicular,adjective
osagai,component,noun
igo,get on,verb
jainkozale,pious,adjective
psikotiko,psychotic,adjective
barruraino,inwards,adverb
petrolio gordin,crude oil,noun
gehitu,increase,verb
kolpe,stroke,noun
mekanografiatu,type,verb
geldi,motionless,adjective
guztiz,to capacity,adverb
astindu,jerk,noun
sinatzaile,signatory,noun
galdu,missing,adjective
uholde,inundation,noun
eragin,produce,verb
egoki,adequate,adjective
erre,burn,verb
koloka,rickety,adjective
barkamen,pardon,noun
ilustratu,illustrate,verb
tramite,formality,noun
noizean behin,once in a while,adverb
ordea,however,adverb
adarra_jo,tease,verb
adarra_jo,tease,presentParticipleAdjective
astindu,beat,verb
astindu,beat,presentParticipleAdjective
sozioekonomiko,socioeconomic,adjective
kontinental,mainland,adjective
zorrotadaka_isuri,gush,verb
botika,drug,noun
salbuespenezko,outstanding,adjective
heredatu,inherit,verb
onartu,concede,verb
osagarri,attachment,noun
taxi,taxi,noun
militar,soldier,noun
haragi,flesh,noun
aseguru,insurance,noun
noizbehinka,once in a while,adverb
hazkuntza-inguru,growth medium,noun
kolokan,doubting,adverb
amerikar,American,noun
gaizto,malignant,adjective
belztu,blacken,verb
baliagarri,useful,adjective
orrialde,page,noun
zatiketa,fraction,noun
jaitsi,lower,verb
ez kontziente,unaware,adjective
errefusatu,dismiss,verb
busti_eta_zikin,bedraggled,adjective
hogeita hamasei,thirty-six,numeral
edeki,pull out,verb
itsas,marine,adjective
errodatu,film,verb
dar-dar egin,quiver,verb
antzinako,ancestor,noun
gehigarri,additional,adjective
espediente,file,noun
ziklo,cycle,noun
deitu,set up,verb
garbitu,wash,verb
usain hartu,smell,verb
ezgai,incompetent,adjective
barre,laughter,noun
bizi_izan,dwell,verb
ez kontziente,oblivious,adjective
zigortu,punish,verb
bonbilla,light bulb,noun
faltsu,spurious,adjective
ontzian,on board,adverb
inondik inora ez,no matter what,adverb
santutegi,shrine,noun
alderantzizko,reverse,adjective
paralelotasun,parallelism,noun
o,the,pronoun
o,the,determiner
o,the,pronoun
o,the,determiner
jarraiki,follow,verb
misteriotsu,mysterious,adjective
jantzi,suit,noun
eraldaketa,transformation,noun
iraun,last,verb
nahiko,ample,adjective
parentesi,bracket,noun
gorde,save,verb
harritsu,rocky,adjective
finko,fixed,adjective
eskubidea_eman,entitle,verb
eskiatu,ski,verb
trago,draught,noun
ernegatu,annoy,verb
katastrofe,catastrophe,noun
zain egon,hope,verb
ikaragarri,enormously,adverb
alergia,allergy,noun
kontinente,continent,noun
lasai,calm,adjective
ilun,obscure,adjective
destatu,note down,verb
izenburua edun,entitle,verb
batgarren,first,determiner
jo,knock,verb
adingabeko,minor,noun
eztabaidatu,dispute,verb
nahasia egote,involvement,noun
pasaporte,passport,noun
forratu,line,verb
herrikoi,people's,adjective
hirukoiztu,treble,verb
bakun,simple,adjective
pizkunde,renaissance,noun
gehiegikeria,excess,noun
nortasun,personality,noun
murrizketa,restriction,noun
ikerkuntza,investigation,noun
irakasgai,subject,noun
azkeneko,last,determiner
hamasei,sixteen,numeral
lehen,first,determiner
ariketa egin,exercise,verb
bizkar,back,noun
hurrengo,successive,adjective
nazi,nazi,adjective
birsorkuntza,regeneration,noun
errebolta,uprising,noun
ergel,stupid,adjective
saihestu,shun,verb
pertsona ospetsu,public figure,noun
antza,apparently,adverb
ikertu,probe,verb
hogeita bederatzi,twenty-nine,numeral
bakezale,pacifist,adjective
larrutu,bitch,verb
ondorio,result,noun
desberdin,diverse,adjective
esloveniera,slovenian,noun
kexa,complaint,noun
ezta ere,either,adverb
okertu,slant,verb
mendekari,vindictive,adjective
ordezkapen,substitution,noun
goseti,hungry,adjective
jo,bang,verb
eduki,have got,verb
erne,alert,adjective
gora,overhead,adjective
kantari,singer,noun
zordundu,debit,verb
eraketa,training,noun
magnetiko,magnetic,adjective
modernizazio,modernisation,noun
mailakako,progressive,adjective
konponketa,repair,noun
isun,fine,noun
jo,strike,verb
berdinkide,akin,adjective
bukatu,round off,verb
bat-batean_desagerrarazi,palm,verb
etapa,stage,noun
putetxe,brothel,noun
hozkatu,nibble,verb
konturatu,realise,verb
erradioaktibo,radioactive,adjective
emakumezko,woman,noun
lehergailu,bomb,noun
arnas batean,in the twinkling of an eye,adverb
Paulina,Paulina,properNoun
itsatsi,punch,verb
atzerago,further back,adverb
infinitu,infinite,adjective
lira,lira,noun
kexatu,grouse,verb
ur-jauzi,waterfall,noun
aspiratu,inhale,verb
erabili,operate,verb
zuhur,shrewd,adjective
azpiko,bottom,adjective
ospetsu,solemn,adjective
iraultzaile,revolutionary,adjective
asko,much,adverb
