source,target,POS
háskóli,university,noun
rígur,stiffness,noun
leiga,lease,noun
dóp,dope,noun
sauðargæra,sheepskin,noun
rangur,wrong,adjective
skrifborð,desk,noun
gála,tomboy,noun
alger,complete,adjective
óljós,unclear,adjective
holdafar,physique,noun
stífla,stop up,verb
krosslagður,crossed,adjective
námsefni,curriculum,noun
stuttur,short,adjective
hrúga saman,accumulate,verb
sviti,sweat,noun
sinfóníuhljómsveit,symphony orchestra,noun
ráðherra,minister,noun
ábætisréttur,dessert,noun
kíminn,amused,adjective
húsaleiga,rent,noun
björgunarfólk,rescuer,noun
sleikjó,lollypop,noun
bráð,victim,noun
púst,puff,noun
út í loftið,wild guess,adverb
revía,revue,noun
sundlaug,swimming pool,noun
ritsmíð,piece of writing,noun
ásáttur,agreed,adjective
pössun,supervision,noun
afmá,wipe out,verb
sem,who,adverb
sem,who,relativePronoun
sem,who,pronoun
sem,who,interrogativePronoun
reiðskjóti,riding animal,noun
bali,tub,noun
stemma,stop,verb
rafvirki,electrician,noun
skuldugur,in debt,adjective
voldugur,powerful,adjective
niðurstaða,result,noun
tréverk,woodwork,noun
óréttlæti,injustice,noun
óhæfur,incompetent,adjective
talsetja,dub,verb
ljóshærður,blond,adjective
einleikari,soloist,noun
átroðningur,throng,noun
peð,midget,noun
spenntur,excited,adjective
griðastaður,sanctuary,noun
málleysingi,dumb animals,noun
goð,idol,noun
áminning,warning,noun
móðuramma,maternal grandmother,noun
aðgát,care,noun
mestmegnis,for the most part,adverb
flóki,tangle,noun
drekka,drink,verb
hvika,falter,verb
hnappur,button,noun
í framtíðinni,in the future,adverb
glannalegur,rash,adjective
þrautaganga,painful process,noun
geislabaugur,halo,noun
sæmilegur,passable,adjective
Pólland,Poland,properNoun
langur,long,adjective
minnimáttarkennd,feeling of inferiority,noun
flygsa,shred,noun
mærð,praise,noun
hlykkjast,meander,verb
Atlantshaf,the Atlantic Ocean,noun
að mestu leyti,mostly,adverb
leg,womb,noun
rækjusalat,shrimp salad,noun
framhlið,front,noun
landsvala,swallow,noun
orðréttur,verbatim,adjective
fíngerður,fine,adjective
hlera,eavesdrop,verb
dálkur,knife,noun
vandalaus,not related,adjective
hrammur,paw,noun
afkoma,financial standing,noun
fit,web,noun
sykurrófa,sugar beet,noun
reisn,grandeur,noun
tálma,hinder,verb
framsæti,front seat,noun
laxveiðiá,salmon river,noun
afsvar,refusal,noun
satíra,satire,noun
gæi,guy,noun
vægð,mercy,noun
skordýr,insect,noun
orusta,battle,noun
nafni,namesake,noun
síður,long,adjective
norskur,Norwegian,adjective
herðablað,shoulderblade,noun
tifa,tick,verb
ríkisfang,citizenship,noun
hundur,dog,noun
uppreisn,rebellion,noun
afdalur,side valley,noun
naglaþjöl,nail file,noun
skrúði,regalia,noun
sef,reed,noun
hesthús,stable,noun
dvína,abate,verb
skeiðvöllur,racecourse,noun
yfirbreiðsla,covering,noun
kirtill,gland,noun
aðlögun,adaptation,noun
þykkni,concentrate,noun
ofanígjöf,reprimand,noun
áhætta,risk,noun
basalt,basalt,noun
húsönd,Barrow's goldeneye,noun
innleysa,cash in,verb
mauraþúfa,ant hill,noun
hlykkjóttur,winding,adjective
hraðamælir,speedometer,noun
Einar,Einar,properNoun
ávöxtun,yield,noun
avókadó,avocado,noun
niðurdreginn,depressed,adjective
smíði,handiwork,noun
nöldra,grumble,verb
yfirhöfn,coat,noun
hrafnaklukka,arctic bitter,noun
rétt eins og,just like,subordinatingConjunction
Bandaríkjaforseti,American president,noun
pollur,puddle,noun
snælduvitlaus,completely crazy,adjective
dökkur,dark,adjective
greinagóður,clear,adjective
veski,purse,noun
helst til,rather,adverb
helvíti,hell,noun
blástur,breeze,noun
yfirstjórn,management,noun
einrænn,unsociable,adjective
naskur,clever,adjective
einfeldningur,naive person,noun
myrkvi,eclipse,noun
dágóður,sizeable,adjective
almúgamaður,ordinary person,noun
andspænis,opposite,preposition
trunta,nag,noun
slitur,shred,noun
samsetning,assembly,noun
blikk,tin,noun
andvaka,insomnia,noun
náðugur,merciful,adjective
smeðjulegur,cloying,adjective
rækt,cultivation,noun
ruglingslegur,confusing,adjective
rölta,stroll,verb
Eyjaálfa,Oceania,properNoun
leynifélag,secret society,noun
Kirgistan,Kyrgyzstan,properNoun
treggáfaður,slow-witted,adjective
væta,rain,noun
hvor,each,pronoun
trumba,drum,noun
heyrnarlaus,deaf,adjective
Pakistan,Pakistan,properNoun
dreifikerfi,distribution network/system,noun
mittisjakki,waistjacket,noun
smitandi,infectious,adjective
nauðalíkur,extremely alike,adjective
ljósár,light-year,noun
stelpa,girl,noun
tossi,dunce,noun
sippuband,jump rope,noun
lögmál,law,noun
skógarbjörn,brown bear,noun
bræðsla,melting,noun
leiti,hill,noun
kærlega,cordially,adverb
tilbúningur,fabrication,noun
smælki,small items,noun
þjarka,argue,verb
lauslegur,loose,adjective
úlnliður,wrist,noun
gangstígur,path,noun
landfræðilegur,geographical,adjective
Ásbjörn,Ásbjörn,properNoun
byrjun,beginning,noun
skilnaður,separation,noun
íburðarmikill,bombastic,adjective
Ástralía,Australia,properNoun
kakkalakki,cockroach,noun
eyja,island,noun
neyðaróp,emergency call,noun
gildismat,values,noun
lýsa,expose,verb
dauðadagur,day of death,noun
hóflaus,immoderate,adjective
samúðarverkfall,sympathy strike,noun
renna,gutter,noun
rugla,confuse,verb
leiðsla,conduit,noun
veggspjald,poster,noun
jafna,level,verb
latínuskóli,latin school,noun
vantar kortér í,fifteen minutes before,adverb
vansæll,unhappy,adjective
eistneska,Estonian,noun
frumkvöðull,initiator,noun
dagbók,diary,noun
lofthelgi,airspace,noun
flóki,felt,noun
fylgibréf,waybill,noun
þyrma,spare,verb
hnausþykkur,very thick,adjective
vespa,motor scooter,noun
flagg,flag,noun
réttmætur,well-deserved,adjective
tuskulegur,feeble,adjective
bilaður,broken,adjective
smaragður,emerald,noun
hálendi,highland,noun
skautadans,skate-dancing,noun
skilja jöfn,draw,verb
uppi í,up in,preposition
reyra,tie up hard,verb
fylgja,follow,verb
nærliggjandi,neighbouring,adjective
orða,word,verb
bræðralag,fraternity,noun
Arnoddur,Arnoddur,properNoun
notadrjúgur,handy,adjective
grágæs,greylag goose,noun
blakta,flutter,verb
menga,pollute,verb
lotning,awe,noun
einliðakeppni,singles,noun
hefla,plane,verb
sjóða niður,conserve,verb
marra,creak,verb
ásynja,goddess,noun
pinnamatur,cocktail food on sticks,noun
nautabani,bullfighter,noun
rægja,slander,verb
ekki heldur,either,adverb
samvinna,collaboration,noun
halló,hello,interjection
vélrita,type,verb
ódóslegur,scrubby,adjective
sveifla,swing,verb
sýra,acid,noun
sérgrein,specialty,noun
glápa,stare,verb
fornöld,ancient times,noun
pakki,parcel,noun
úrfellingarmerki,apostrophe,noun
ævintýralegur,adventurous,adjective
bætiefni,vitamin,noun
aðdragandi,background,noun
ábyrgðarmaður,guarantor,noun
lát,death,noun
stöðutákn,status symbol,noun
matreiðslumaður,chef,noun
syndaselur,rascal,noun
klístur,paste,noun
meðal,amongst,preposition
uppgangur,vomit,noun
vegfarandi,traveller,noun
huglaus,cowardly,adjective
skrípamynd,caricature,noun
algyðistrú,pantheism,noun
hvísl,whisper,noun
annað tveggja,one or the other,adverb
kríublundur,forty winks,noun
lánstraust,credit,noun
höstugur,gruff,adjective
meðallangur,medium length,adjective
harður,hard,adjective
umorða,reword,verb
pressa,press,noun
tilfinningalaus,unfeeling,adjective
tónfræði,musicology,noun
viðurvist,presence,noun
tangerína,tangerine,noun
malbik,asphalt,noun
frásögn,narrative,noun
barnalegur,childish,adjective
burst,walkover,noun
Japani,Japanese person,noun
lávarður,lord,noun
frískur,sprightly,adjective
hóruhús,brothel,noun
hylla,praise,verb
setjari,typesetter,noun
bál,fire,noun
glysgjarn,flashy,adjective
bleshæna,coot,noun
skúr,shed,noun
sorp,garbage,noun
reynslulaus,inexperienced,adjective
silfursmiður,silversmith,noun
grunnur,foundation,noun
konungsríki,kingdom,noun
mjúkur,soft,adjective
nokkurntímann,ever,adverb
stofna,establish,verb
góss,belongings,noun
bankaútibú,bank branch,noun
ímyndun,delusion,noun
semingur,reluctance,noun
aðdáandi,fan,noun
hlunnfara,cheat,verb
jepplingur,SUV,noun
staðsetja,place,verb
hampa,make a show of,verb
stikkorð,cue,noun
gamansamur,merry,adjective
dagdraumur,daydream,noun
treysta,trust,verb
innbústrygging,household contents insurance,noun
ketill,kettle,noun
ungmennafélag,youth association,noun
læti,commotion,noun
andóf,opposition,noun
ókennilegur,unrecognisable,adjective
koss,kiss,noun
kröfuganga,march,noun
ómenni,scoundrel,noun
linna,quit,verb
í allar áttir,in every direction,adverb
jarðepli,potato,noun
flöktandi,flickering,adjective
krjúpa,kneel,verb
krjúpa,kneel,presentParticipleAdjective
bandvídd,bandwidth,noun
ljúka,finish,verb
þrjóskur,stubborn,adjective
banki,bank,noun
grúppa,group,noun
móðurborð,motherboard,noun
frumvarp,act of parliament,noun
kór,chorus,noun
birting,publication,noun
almyrkvi,total eclipse,noun
stofnsetja,found,verb
skömmtun,rationing,noun
smám,little,adverb
syrpa,set,noun
æsing,excitation,noun
Eþíópía,Ethiopia,properNoun
frjóvga,impregnate,verb
yfirþyrmandi,staggering,adjective
glefsa,snap at,verb
seint,late,adverb
greiðvikinn,helpful,adjective
viðurkenning,recognition,noun
blótsyrði,curse,noun
slátrun,slaughter,noun
grallari,wag,noun
þéttvaxinn,thickset,adjective
forgengilegur,perishable,adjective
þvinga,coerce,verb
ótemja,untamed animal,noun
heilagleiki,holiness,noun
síðar,later,adverb
lúxushótel,deluxe/luxury hotel,noun
á móts við,near by,subordinatingConjunction
hástafur,capital letter,noun
annað kvöld,tomorrow night,adverb
klukkan tólf,twelve o'clock,adverb
kóríander,coriander,noun
skjávari,screensaver,noun
bremsuborði,brake lining,noun
sjávarútvegsráðherra,minister of fisheries,noun
rangali,long,noun
jólagjöf,Christmas present,noun
Bólivía,Bolivia,properNoun
rúmfræði,geometry,noun
áforma,plan,verb
pottþéttur,completely reliable,adjective
slægur,cunning,adjective
forsmá,disdain,verb
rausn,generosity,noun
skruðningur,din,noun
ljósfræði,optics,noun
refsiverður,punishable,adjective
flóð,flood,noun
kvaka,chirp,verb
auðnast,succeed,verb
hjúkra,attend to,verb
skiljanlegur,understandable,adjective
vafra,browse,verb
raunsæi,realism,noun
kampavín,champagne,noun
lánardrottinn,creditor,noun
kuldalega,coldly,adverb
umfram,in excess of,preposition
erting,irritation,noun
herlið,troops,noun
innbyrðis,internally,adjective
stórgerður,important,adjective
aðvara,warn,verb
poppa,make popcorn,verb
klófesta,catch,verb
barnslegur,childlike,adjective
hálfmáni,half-moon,noun
viðhorf,position,noun
banka,knock,verb
frumuveggur,cell wall,noun
blik,flash,noun
púði,cushion,noun
herfa,scarecrow,noun
peningastofnun,financial institution,noun
á sínum stað,in its place,adverb
allskonar,of all kinds,adjective
þukla,feel up,verb
lag,song,noun
kúla,ball,noun
ferill,career,noun
bráðskemmtilegur,very nice,adjective
koddaver,pillowcase,noun
vakthafandi læknir,duty doctor,noun
lögmætur,legal,adjective
drífa sig,hurry,verb
safír,sapphire,noun
arabískur,Arabic,adjective
jarðrækt,agriculture,noun
beygingarending,inflectional ending,noun
leppur,patch,noun
brottnám,removal by force,noun
mixa,improvise,verb
áminna,remind,verb
áminna,remind,presentParticipleAdjective
hitamælir,thermometer,noun
slúðra,gossip,verb
klukkan hálf-tíu,nine-thirty,adverb
pottormur,unruly boy,noun
lakkrís,licorice,noun
óhróður,slander,noun
fulltingi,help,noun
sprauta,squirt,verb
paufast,fumble along,verb
liðsauki,reinforcements,noun
þys,din,noun
gáttaður,dumbfounded,adjective
einokun,monopoly,noun
hangsa,dawdle,verb
spóla,reel,noun
þefdýr,skunk,noun
þróttur,strength,noun
sigur,victory,noun
ójafn,uneven,adjective
eyðilagður,destroyed,adjective
þel,fine wool,noun
þora,dare,verb
þeldökkur,black,adjective
einhliða,one-sided,adverb
raddaður,voiced,adjective
skrækur,screech,noun
internet,internet,noun
búningur,form,noun
ómóttækilegur,insusceptible,adjective
vafri,browser,noun
svona,about,adverb
naglfastur,nailed fast,adjective
holfenni,hollow pile of snow,noun
ættarmót,family resemblance,noun
strokkur,butter churn,noun
afbrýðisamur,envious,adjective
klöngra,clamber,verb
hirðingi,nomad,noun
teygjanlegur,elastic,adjective
flís,tile,noun
stöndugur,wealthy,adjective
Búlgaría,Bulgaria,properNoun
einhæfur,monotonous,adjective
ósjálfráður,involuntary,adjective
keppni,contest,noun
innsog,inhalation,noun
svifflug,glider flight,noun
léttur,light,adjective
raforka,electric power,noun
sóttheitur,feverish,adjective
vélaverkstæði,machine shop,noun
buna,spurt,verb
ásigkomulag,condition,noun
æsing,excitement,noun
frumspeki,metaphysics,noun
steinselja,parsley,noun
líkbrennsla,cremation,noun
nóta,comment,noun
krækja,hook,verb
nýburi,new-born baby,noun
gjaldskyldur,taxable,adjective
tölvunarfræði,computer science,noun
neinn,any,pronoun
vogskorinn,indented,adjective
hoppa,jump,verb
synda,swim,verb
afneitun,renunciation,noun
bylta,turn,verb
grænjaxl,greenhorn,noun
metta,saturate,verb
tipla,tip,verb
benda,disorder,noun
l,l,noun
dauður,dead,adjective
geta,get,verb
geta,get,verb
stjörnuhrap,shooting star,noun
kviðdómur,jury,noun
binda,bind,verb
regla,rule,noun
for,mud,noun
auðkenni,mark,noun
námugröftur,mining,noun
nærgeimsryk,interplanetary dust,noun
ræstitæknir,cleaner,noun
skref,pace,noun
engill,angel,noun
grið,truce,noun
mjaðmargrind,pelvis,noun
blygðunarlaus,shameless,adjective
tíður,frequent,adjective
fúllyndur,grumpy,adjective
jötunuxi,rove beetle,noun
æpa,scream,verb
æpa,scream,presentParticipleAdjective
gen,gene,noun
kláði,itch,noun
glósubók,notebook,noun
æðaber,with prominent veins,adjective
kunnuglegur,familiar,adjective
lúta,stoop,verb
skammhlaup,short circuit,noun
áning,rest,noun
langferð,long journey,noun
ólæsilegur,illegible,adjective
illúðlegur,belligerent,adjective
miðbaugur,equator,noun
bródera,embroider,verb
hæra,grey hair,noun
Þórunn,Þórunn,properNoun
Icesave,Icesave,properNoun
skrök,untruth,noun
kornabarn,baby,noun
fyllirí,binge,noun
skyssa,mistake,noun
þrefalda,triple,verb
vanþóknun,displeasure,noun
sannarlega,certainly,adverb
veglyndur,generous,adjective
hvarfla,occur,verb
löstur,vice,noun
útfjólublár,ultraviolet,adjective
fataskápur,locker,noun
umgerð,frame,noun
klausa,passage,noun
óaðfinnanlegur,perfect,adjective
fyrrverandi,former,adjective
þolraun,ordeal,noun
umhverfis,around,preposition
svanur,swan,noun
smæð,insignificance,noun
mors,Morse code,noun
einusinni,once,adverb
óræður,unfathomable,adjective
ráðlegur,advisable,adjective
örvæntingarfullur,desperate,adjective
ellefti,eleventh,adjective
takk fyrir,thankyou,interjection
spurnaratviksorð,adverb,noun
kvittur,even,adjective
æsingur,excitement,noun
ferðalag,journey,noun
hyrna,carton,noun
þilfar,deck,noun
orð,word,noun
grafalvarlegur,serious,adjective
vanhirða,neglect,noun
falla á,agree to,verb
að vissu leyti,to a certain degree,adverb
lás,lock,noun
bókaútgáfa,publisher,noun
dreypa,sprinkle,verb
valdabarátta,power struggle,noun
sóun,waste,noun
fáviska,ignorance,noun
þegnskylda,civic duty,noun
arður,profit,noun
í hug,to mind,adverb
hálf,half,adverb
diskur,plate,noun
rigna,rain,verb
iridín,iridium,noun
kjarni,core,noun
leikaraskapur,showing off,noun
lauma,sneak,verb
kviksyndi,quagmire,noun
jarteikn,sign,noun
skellihlæja,laugh loudly,verb
rödd,voice,noun
atvinnugrein,line of work,noun
dómgæsla,administration of justice,noun
óhætt,safe,adjective
geðjast,please,verb
aínúmál,Ainu language,noun
þögull,silent,adjective
einkamál,private affair,noun
framlegð,gross profit,noun
burðargjald,postage,noun
bólusetja,vaccinate,verb
merkilegur,important,adjective
vosbúð,hardship,noun
til enda,to the end,adverb
viðurstyggilegur,abominable,adjective
úldinn,rotten,adjective
vein,squall,noun
rétthendur,right-handed,adjective
freisting,temptation,noun
rák,stripe,noun
geisladrif,CD-drive,noun
erfingi,heir,noun
íþróttamót,meet,noun
undantekningarlaus,exceptionless,adjective
reglulegur,regular,adjective
bifhjól,motorcycle,noun
skarð,dimple,noun
landslið,national team,noun
viðundur,oddity,noun
gera verkfall,go on strike,verb
breiðskífa,LP album,noun
sæskrímsli,sea monster,noun
rasa,stumble,verb
aðsókn,attendance,noun
háðfugl,wit,noun
ágrip,summary,noun
yfirvega,consider,verb
ólmast,be noisy,verb
heimtufrekur,demanding,adjective
písl,suffering,noun
tvöfaldur,two-faced,adjective
sömuleiðis,likewise,adverb
tónstigi,scale,noun
lífvörður,bodyguard,noun
velferð,welfare,noun
lúkar,forecastle,noun
mitt á milli,half way between,preposition
beinaber,bony,adjective
ósár,unaffected,adjective
vitni,witness,noun
selur,seal,noun
öndunarstopp,respitory arrest,noun
Alan,Alan,properNoun
fela,hide,verb
dís,goddess,noun
ofurlítið,tiny,adverb
innhverfur,introvert,adjective
þar af leiðandi,therefore,adverb
káeta,cabin,noun
frumstig,initial stage,noun
hrekkur,prank,noun
handleiðsla,guidance,noun
um,about,preposition
öskufall,ash shower,noun
stokkönd,mallard,noun
hjátrúarfullur,superstitious,adjective
bókaútgáfa,publishing,noun
heiftarlegur,virulent,adjective
nágranni,neighbour,noun
skriðdreki,tank,noun
smásálarlegur,petty,adjective
útigalli,overalls,noun
þvaður,idle talk,noun
meðlæti,luck,noun
svigi,bracket,noun
slaga,stagger,verb
sagnfræðingur,historian,noun
rekkja,bed,noun
veira,virus,noun
Julía,Julía,properNoun
sig,himself,pronoun
sig,himself,reflexivePersonalPronoun
valmynd,menu,noun
árlega,annually,adverb
megrun,slimming,noun
blæðing,bleeding,noun
himna,membrane,noun
forfallast,be unable to attend,verb
gista,sleep,verb
smækka,make smaller,verb
slétta,level,verb
hégómi,rubbish,noun
kviknakinn,stark naked,adjective
yfirbuga,overpower,verb
viðgerð,repair,noun
hanna,design,verb
lof,praise,noun
sprengja,explode,verb
Marokkó,Morocco,properNoun
aflraunamaður,weight-lifter,noun
klukkan hálf-fjögur,three-thirty,adverb
saga,history,noun
skipting,division,noun
afkimi,nook,noun
vitjun,visit,noun
dagskrá,agenda,noun
klór,scratch,noun
fóstri,foster father,noun
bannsettur,excommunicated,adjective
tárast,become teary-eyed,verb
millibil,interval,noun
trafali,obstacle,noun
spjallborð,forum,noun
naflastrengur,umbilical cord,noun
þarlendur,native,adjective
tússpenni,felt-tip pen,noun
líkna,nurse,verb
muldra,mumble,verb
hrósa,compliment,verb
lagaður,fixed,adjective
smæð,smallness,noun
listiðnaður,applied arts,noun
hald,use,noun
úrslit,result,noun
fljóta,float,verb
kúlupenni,ballpoint pen,noun
hygginn,sensible,adjective
villa,mistake,noun
grútur,train oil,noun
tjasla,throw together,verb
hampa,hold up for show,verb
varðveisla,storage,noun
inni í,inside,preposition
löpp,paw,noun
árátta,quirk,noun
vofa,ghost,noun
vandfundinn,rare,adjective
útsala,sale,noun
tafarlaust,immediately,adverb
illgresi,weed,noun
tímaskekkja,anachronism,noun
kaffibolli,coffee cup,noun
táragas,tear gas,noun
gjörla,completely,adverb
viðburðaríkur,eventful,adjective
boð,invitation,noun
steðja,come,verb
háttatími,bedtime,noun
þjarki,robot,noun
búslóð,household things,noun
vegvísir,road sign,noun
tunglsljós,moonlight,noun
vakning,wakening,noun
lestur,reading,noun
fyrir því að,that,subordinatingConjunction
nostur,meticulousness,noun
ránsfengur,booty,noun
fjallahjól,mountain bike,noun
vagga,cradle,noun
árita,address,verb
sjónarsvið,visual range,noun
bláfátækur,destitute,adjective
rösklegur,brisk,adjective
véfengja,cast doubt on,verb
trylla,drive crazy,verb
kækur,nervous habit,noun
leiðbeining,guidance,noun
