source,target,POS
komora,chamber,noun
zov,call,noun
raseljen,early,adjective
Roman,Roman,properNoun
žarenje,annealing,noun
bizaran,bizarre,adjective
čvrstoća,strength,noun
okviran,framework,adjective
prognoziranje,prognosing,noun
Adlešić,Adlešić,properNoun
astronaut,astronaut,noun
četrdeset i jedan,forty-one,numeral
uloga,character,noun
nesretan,sad,adjective
početni,starting,adjective
kućanica,housewife,noun
preokret,reversal,noun
invalidnost,invalidity,noun
monitoring,monitoring,noun
objavljivati,publish,verb
polako,slowly,adverb
paravojni,paramilitary,adjective
drugi,second,adjective
stoka,cattle,noun
opomena,warning,noun
nominovati,nominate,verb
Osmanović,Osmanović,properNoun
važiti,be valid,verb
javnost,public,noun
Ozegović,Ozegović,properNoun
okrug,county,noun
zanatski,craft,adjective
roditelj,parent,noun
kamion,lorry,noun
glazba,music,noun
ravnina,plane,noun
intiman,personal,adjective
pasta,pasta,noun
misao,thought,noun
Drina,the Drina,properNoun
aparatura,apparatus,noun
arheolog,archeologist,noun
amputacija,amputation,noun
samotan,lone,adjective
suočavati,face,verb
val,wave,noun
ured,office,noun
biomasa,biomass,noun
prošli,former,adjective
življenje,living,noun
nadgledan,supervised,adjective
Jankulovski,Jankulovski,properNoun
kasniti,be late,verb
karavan,caravan,noun
prevozan,transport,adjective
vrlina,virtue,noun
priznanje,confession,noun
Škotska,Scotland,properNoun
Popadić,Popadić,properNoun
milost,mercy,noun
praktičar,practician,noun
neprilika,trouble,noun
ignorisanje,ignoral,noun
izbaciti,eject,verb
financijski,financial,adjective
sličica,sticker,noun
vlasnica,owner,noun
ugodno,comfortably,adverb
Mitja,Mitja,properNoun
financirati,finance,verb
Viteskić,Viteskić,properNoun
preporučiti,recommend,verb
jul,July,noun
kvadratni,square,adjective
brutalnost,brutality,noun
uspijevati,manage,verb
uvredljivo,offensively,adverb
bicikl,bicycle,noun
pećina,cavern,noun
izuzetan,extraordinary,adjective
izjava,saying,noun
suma,sum,noun
djevica,virgin,noun
batina,whopping,noun
umiješati,mix,verb
žilica,vein,noun
duhanski,tobacco,adjective
cetinski,Cetina,adjective
demonstracija,demonstration,noun
živežna namirnica,foodstuff,noun
dodjeljivati,present,verb
popunjavati,fill,verb
preljub,adultery,noun
Franca,Franca,properNoun
rusofobstvo,Russophobia,noun
Clinton,Clinton,properNoun
doputovati,arrive,verb
vrijeme,tense,noun
naseljen,populated,adjective
nikad,never,adverb
gustoća,density,noun
dionica,stock,noun
anti-dampinški,anti-dumping,adjective
vazduh,air,noun
Spasenovski,Spasenovski,properNoun
talij,thallium,noun
zimus,last winter,adverb
dobivanje,get,verb
tek,just,adverb
izvršenje,execution,noun
gregorijanski koral,Gregorian chant,noun
odluka,decision,noun
latvijski,Latvian,adjective
Rohatinski,Rohatinski,properNoun
Risovski,Risovski,properNoun
Kolobarić,Kolobarić,properNoun
danas,today,adverb
Sofijanski,Sofijanski,properNoun
kineski,Chinese,adjective
oblak,cloud,noun
Ravne,Ravne,properNoun
aleja,boulevard,noun
razdati,give out,verb
pedagoginja,pedagogue,noun
dom,house,noun
ni,nor,coordinatingConjunction
bijeo,white,adjective
antieuropski,anti-european,adjective
izvedba,performance,noun
ojačavanje,strengthen,verb
gamad,vermin,noun
žar,ardor,noun
pjesnik,poet,noun
apstinencija,abstention,noun
kotlina,ravine,noun
kandidatkinja,candidate,noun
hajduštvo,hajduk,noun
cilj,purpose,noun
literatura,reference,noun
kompenzatorski,compensatory,adjective
Surović,Surović,properNoun
moralnost,morality,noun
pristup,entry,noun
povlađivati,indulge,verb
odsutan,absent,adjective
zamjenik,replacement,noun
saopštenje,announcement,noun
često,often,adverb
metodologija,methodology,noun
izvlačiti,extract,verb
izlika,excuse,noun
vjerojatno,probably,adverb
izleći,hatch,verb
Micka,Micka,properNoun
barut,gunpowder,noun
trideset i sedam,thirty-seven,numeral
eliminisati,eliminate,verb
čas,instant,noun
Brussels,Brussels,properNoun
mal,junior,adjective
opština,commune,noun
radikalizacija,radicalisation,noun
tvorba,formation,noun
stabilnost,stability,noun
mediteranski,Mediterranean,adjective
losos,salmon,noun
i,also,adverb
gužva,melee,noun
tinta,ink,noun
lagan,light,adjective
”,”,punctuation
dvorana,hall,noun
intenzivan,intense,adjective
koordinator,coordinator,noun
nasljednik,successor,noun
dostupnost,approachability,noun
transkripcija,transcription,noun
kukavica,cuckoo,noun
odlučivanje,decision-making,noun
vinogradar,winegrower,noun
amfiteatarski,ampitheatre,adjective
prepreka,obstacle,noun
susjedstvo,neighbourhood,noun
cestovan,road,adjective
grozan,horrid,adjective
izlazak,date,noun
neugodnost,inconvenience,noun
astmatičar,asthmatic,noun
osvjetljavati,light,verb
konzerviranje,conserve,verb
Staletović,Staletović,properNoun
sabrati,gather,verb
kao,as,preposition
broj,size,noun
Bundaleski,Bundaleski,properNoun
deblokirati,unblock,verb
izaći,get out,verb
zarobljenik,prisoner,noun
veslač,rower,noun
promuklost,hoarseness,noun
Franjić,Franjić,properNoun
svakodnevan,daily,adjective
obvezanost,commitment,noun
Orić,Orić,properNoun
promakedonski,pro-Macedonian,adjective
tempo,momentum,noun
devedeset i sedmero,ninety-seven,numeral
Pavković,Pavković,properNoun
Hamlet,Hamlet,properNoun
Kairo,Cairo,properNoun
kamenina,stoneware,noun
kada,when,adverb
kada,when,interrogativePronoun
Janović,Janović,properNoun
finalizacija,finalisation,noun
upravljanje,management,noun
diverzifikacija,diversification,noun
zavezati,tie,verb
stručnjak,specialist,noun
povišen,hightened,adjective
osebujnost,distinctness,noun
uman,thinking,adjective
životni vijek,life span,noun
kiseo,sour,adjective
izbjegavanje,avoidance,noun
Imsirević,Imsirević,properNoun
formiranje,forming,noun
prečka,rung,noun
ispreplitanje,interweave,verb
obvezujući,binding,adjective
popularan,popular,adjective
albanski,Albanian,adjective
bljedoća,paleness,noun
šerijatski,Sharia,adjective
gostujući,appear,verb
gostujući,appear,presentParticipleAdjective
gostujući,appear,verb
gostujući,appear,presentParticipleAdjective
baratati,handle,verb
sedmero,seven,numeral
zastupnik,member ofparliament,noun
zamjena,substitute,noun
nemarnost,carelessness,noun
vječito,always,adverb
zemni,taken,adjective
sedamdeset i šest,seventy-six,numeral
mali,little,adjective
mitnica,turnpike,noun
sačinjavati,constitute,verb
Zimonjić,Zimonjić,properNoun
poteškoća,difficulty,noun
imovinski,rich,adjective
njegov,his,possessivePronoun
njegov,his,determiner
stvar,thing,noun
umjesto,instead of,preposition
beneficija,benefit,noun
trostruk,triple,adjective
bojna,battalion,noun
mnoštvo,multitude,noun
koordinirati,coordinate,verb
Kobilić,Kobilić,properNoun
Mišić,Mišić,properNoun
blagovaonica,dining room,noun
želja,desire,noun
eksploziv,explosive,noun
Schulz,Schulz,properNoun
burza,market,noun
vojnik,soldier,noun
transfer,transfer,noun
uška,auricle,noun
prostitucija,prostitution,noun
Venezuela,Venezuela,properNoun
zvončić,bell,noun
Ibrasagić,Ibrasagić,properNoun
pouzdan,trusty,adjective
zgušnjavač,coagulant,noun
Dušan,Dušan,properNoun
devedeset i osmero,ninety-eight,numeral
devedeset i pet,ninety-five,numeral
zdravstven,health,adjective
zaštita,prevention,noun
promatranje,observation,noun
glazbenik,musician,noun
oduševljenost,delight,noun
žica,string,noun
Dolska,Dolska,properNoun
kutija,box,noun
opozicioni,opposition,adjective
dijeceza,bishopric,noun
Lisčević,Lisčević,properNoun
kazan,cauldron,noun
dodjeljivanje,allocation,noun
Zeland,Zealand,properNoun
pionirski,cutting-edge,adjective
tek,just,adverb
naglašavati,emphasize,verb
razumljiv,understandable,adjective
uzvraćati,reciprocate,verb
Bukvić,Bukvić,properNoun
osa,wasp,noun
upravitelj,manager,noun
izoliranost,isolation,noun
Albanija,Albania,properNoun
imenjak,namesake,noun
izmirski,Izmir,adjective
tenk,tank,noun
mistik,mystic,noun
telekomunikacijski,telecommunications,adjective
nasljedstvo,heritage,noun
Šošić,Šošić,properNoun
pandža,claw,noun
kavalirstvo,chivalry,noun
četa,company,noun
vidljiv,obvious,adjective
kratak,brief,adjective
oceanografski,oceanographic,adjective
jeza,chill,noun
spremati,prepare,verb
isti,same,adjective
zavjet,vow,noun
splet,series,noun
kontekst,context,noun
pogranični,border,adjective
usporedba,comparison,noun
pas,dog,noun
privrženost,allegiance,noun
lihtenštajnski,Lichensteinian,adjective
operativnost,efficiency,noun
pizza,pizza,noun
sovjetski,Soviet,adjective
mozaik,mosaic,noun
abak,abacus,noun
utjeha,comfort,noun
stranica,website,noun
zaražavanje,infecting,noun
narediti,order,verb
slijediti,follow,verb
celibat,celibacy,noun
Memić,Memić,properNoun
puhački instrument,wind instrument,noun
odvijati,unscrew,verb
jednoženstvo,monogamy,noun
godina,year,noun
demokrat,democrat,noun
žig,stamp,noun
krapinski,Krapina,adjective
rame,shoulder,noun
shizofreničar,schizophrenic,noun
trademark,trademark,noun
de,oh,interjection
redovit,regular,adjective
djeca,child,noun
izba,room,noun
drugačiji,different,adjective
Filipovski,Filipovski,properNoun
presuda,verdict,noun
Stojkovski,Stojkovski,properNoun
psihologinja,psychologist,noun
jesenas,last autumn,adverb
ubojica,murderer,noun
Leopold,Leopold,properNoun
začuti,hear,verb
skandinavski,Scandinavian,adjective
stranica,site,noun
prilaziti,approach,verb
nekorektan,imprecise,adjective
jutarnji,morning,adjective
Barbara,Barbara,properNoun
izići,exit,verb
oftalmolog,ophthalmologist,noun
ilegala,illegality,noun
opština,community,noun
inje,hoarfrost,noun
potjecati,come,verb
podizati,boost,verb
izvan,out of,preposition
sekunda,second,noun
Bagić,Bagić,properNoun
Šturm,Šturm,properNoun
zahtjev,request,noun
operni,operatic,adjective
između,between,preposition
projektil,projectile,noun
konfisciranje,confiscate,verb
Metod,Methodius,properNoun
nervoza,nervousness,noun
težak,serious,adjective
apsolutan,absolute,adjective
holografski,holographic,adjective
Kuculovski,Kuculovski,properNoun
prijedlog,proposal,noun
čimbenik,factor,noun
ispraćanje,sending,noun
kandidat,candidate,noun
anihilacija,annihilation,noun
sproveden,prior,adjective
resa,fringe,noun
atom,atom,noun
samoća,loneliness,noun
jonski,Ionian,adjective
Halilović,Halilović,properNoun
leglo,litter,noun
pridružiti,join,verb
sestrica,little sister,noun
MDS,MDS,noun
Mojca,Mojca,properNoun
Mijalić,Mijalić,properNoun
iako,although,coordinatingConjunction
Pedišić,Pedišić,properNoun
SV,SV,noun
metafizičar,metaphysicist,noun
Vače,Vače,properNoun
žongliranje,juggle,verb
drugarica,mate,noun
zreo,ripe,adjective
presušivati,run dry,verb
kokošinjac,coop,noun
četrnaesti,fourteenth,adjective
bizarno,bizarrely,adverb
dobar,kind,adjective
konditorski,confectionery,adjective
izgled,appearance,noun
kontrolan,control,adjective
vođa,head,noun
iskrenost,frankness,noun
potkrepljivati,back,verb
akcent,accent,noun
marljiv,diligent,adjective
osoban,own,adjective
udar,attack,noun
čaj,tea,noun
petoljetka,five-year plan,noun
bjegunac,escapee,noun
cjepanica,log,noun
Konstantin,Konstantin,properNoun
Osmančević,Osmančević,properNoun
evanđelje,gospel,noun
stalno,constantly,adverb
smičak,zipper,noun
Southeast European Times,Southeast European Times,properNoun
bratovština,brotherhood,noun
ovdje ondje,here and there,adverb
većina,majority,noun
rudarstvo,mining,noun
obnova,reconstruction,noun
clitic,myself,pronoun
clitic,myself,reflexivePersonalPronoun
nelegalan,illegal,adjective
arhivski,archive,adjective
međunarodni,international,adjective
lakomislen,reckless,adjective
žestok,bitter,adjective
znatan,considerable,adjective
dotrajati,last,verb
Ničić,Ničić,properNoun
neizdavanje,failure,noun
koktel,cocktail,noun
državni,national,adjective
perika,wig,noun
danas,today,preposition
pobočnik,adjutant,noun
Ramanović,Ramanović,properNoun
oštar,jagged,adjective
celer,celery,noun
fikcija,fiction,noun
funkcionalan,functional,adjective
ekscentričan,eccentric,adjective
težak,heavy,adjective
porok,vice,noun
magistarski,master's,adjective
razvući,stretch,verb
ponečiji,someone's,pronoun
ponečiji,someone's,possessivePronoun
prinuđivati,coerce,verb
puten,sensual,adjective
etiketiranje,labelling,noun
odlanuti,feel better,verb
razboj,battlefield,noun
stotina,hundred,noun
svoj,their,possessivePronoun
svoj,their,determiner
čvrst,firm,adjective
kurdski,Kurdish,adjective
zakazati,fail,verb
mikrokreditiranje,micro-credit,noun
dobivati,win,verb
improvizacija,improvisation,noun
mjesec,moon,noun
maloljetnik,minor,noun
tvrđenje,claiming,noun
Dragutinović,Dragutinović,properNoun
stalan,steady,adjective
Purković,Purković,properNoun
bojler,boiler,noun
diversifikacija,diversification,noun
bavarski,Bavarian,adjective
kontroliranje,control,noun
šarlatan,charlatan,noun
bolan,ill,adjective
svakako,of course,adverb
promjer,diameter,noun
kanalizacija,sewerage system,noun
ostrvo,island,noun
tromba,tromba,noun
štovati,worship,verb
oprez,attention,noun
selo,village,noun
Židovka,Jew,noun
standardizacija,standardisation,noun
prostor,area,noun
drugi put,some other time,adverb
Antičević,Antičević,properNoun
saobraćaj,traffic,noun
lembkinja,Lemb,noun
gumb,button,noun
prodavnica,store,noun
disanje,breathing,noun
otrovan,toxic,adjective
sofijski,news,adjective
zlo,evilly,adverb
Mikšić,Mikšić,properNoun
istraživački rad,research assignment,noun
povezanost,association,noun
pas,doggy,noun
produživati,extend,verb
nemati,didn't have,verb
nemati,didn't have,verb
teroriziranje,terrorising,noun
kapuljača,hood,noun
izmaknuti,escape,verb
Baković,Baković,properNoun
otpad,rubbish,noun
struka,profession,noun
duga,rainbow,noun
zamorno,tediously,adverb
donkihotstvo,quixotism,noun
Brno,Brno,properNoun
sortiranje,sorting,noun
blagoslovljen,blessed,adjective
zdravstvo,health system,noun
postkomunistički,post-communistically,adverb
plima,high tide,noun
pedeset i četvero,fifty-four,numeral
materijal,material,noun
Vinica,Vinica,properNoun
pošta,post,noun
kiselost,acidity,noun
Slavonski,Slavonski,properNoun
glina,clay,noun
boca,bottle,noun
smješten,situated,adjective
prijedlog,motion,noun
opiranje,resist,verb
grad,town,noun
obavezan,obligatory,adjective
spremati,get ready,verb
transformiranje,transformation,noun
Rus,Rus,properNoun
aristokracija,aristocracy,noun
turneja,tour,noun
zamišljati,imagine,verb
jezgra,core,noun
što prije,as soon as possible,adverb
provociranje,provocation,noun
kelt,Celt,noun
vježbačica,exerciser,noun
zvjerstvo,atrocity,noun
Mešković,Mešković,properNoun
Damjanovski,Damjanovski,properNoun
proplanak,glade,noun
ubilježiti,record,verb
mobilan,mobile,adjective
prinuđivati,force,verb
Latvija,Latvia,properNoun
zavojnica,coil,noun
Grega,Grega,properNoun
Emona,Emona,properNoun
reći,say,verb
vući,drag,verb
odbacivati,reject,verb
obveznica,bond,noun
presretati,intercept,verb
javan,open,adjective
zaplijeniti,impound,verb
tijekom,during,preposition
hitro,quickly,adverb
lisjak,astrantia,noun
Henrik,Henrik,properNoun
kupatilo,bath,noun
ingerencija,power,noun
odišući,exude,verb
odišući,exude,presentParticipleAdjective
odišući,exude,verb
odišući,exude,presentParticipleAdjective
inžinjerstvo,engineering,noun
Brajević,Brajević,properNoun
napoj,swill,noun
Sitar,Sitar,properNoun
prethodni,prior,adjective
uživati,enjoy,verb
zaručnica,fiancée,noun
provjera,review,noun
gradski,city,adjective
nejasnost,ambiguity,noun
šiba,stick,noun
masirati,massage,verb
šećer,sugar,noun
humanitaran,humanitarian,adjective
baka,grandmother,noun
srednjevropski,Central European,adjective
važan,important,adjective
vazduhoplovni,air,adjective
metarski,metric,adjective
kao,as,preposition
mišić,mousie,noun
osmatrač,observer,noun
šef,chief,noun
bojkotirati,boycott,verb
stvaran,actual,adjective
kraćenje,trim,verb
mrvičica,crumb,noun
broj,amount,noun
prokosovski,pro-Kosovo,adjective
sijati,shine,verb
nagrada,award,noun
kupa,cone,noun
prvenstvo,tournament,noun
zaštita,protection,noun
alveola,alveolus,noun
multimedijalno,multimedially,adverb
podnaslov,subtitle,noun
zasada,for now,adverb
Hasanović,Hasanović,properNoun
indikacija,indication,noun
srbofilstvo,Serbophilia,noun
trgovina robljem,slave trade,noun
datum,date,noun
upravljati,manage,verb
predsjedanje,presidency,noun
priznati,confess,verb
glinen,clay,adjective
izniman,popular,adjective
Bogunović,Bogunović,properNoun
lako,easily,adverb
djete,kid,noun
uredski,square,adjective
Ivošević,Ivošević,properNoun
zateći,catch,verb
nakana,intention,noun
vodoopskrba,water supply,noun
indijski,Indian,adjective
apelirati,appeal,verb
horda,horde,noun
optimističan,optimistic,adjective
