source,target,POS
medullary,medular,adjective
Voight,Voight,properNoun
trunk,tronco,noun
assumption,suposición,noun
inquest,indagación,noun
enlist,alistarse,verb
mining,mineiro,adjective
vacation,vacacións,noun
historical,histórico,adjective
tone,ton,noun
decisive,decisivo,adjective
emergence,aparición,noun
etymology,etimoloxía,noun
toothless,desdentado,adjective
participle,participio,noun
move,trasladar,verb
scruple,escrúpulo,noun
Polynesia,Polinesia,properNoun
thank,agradecemento,noun
Ashdown,Ashdown,properNoun
increase,incrementar,verb
preview,previsualización,noun
indefinable,indefinible,adjective
John the Baptist,Xoán Batista,properNoun
Jutland,Xutlandia,properNoun
iron,pasar o ferro,verb
explode,explotar,verb
schedule,programa,noun
iconoclastic,iconoclasta,adjective
gorilla,gorila,noun
bird,paxaro,noun
bunch,ramo,noun
fang,cabeiro,noun
primary,primario,adjective
anthropological,antropolóxico,adjective
application,solicitude,noun
Fitzgerald,Fitzgerald,properNoun
loge,palco,noun
in contrast,en contraste,adverb
plainly,manifestamente,adverb
stolidness,impasibilidade,noun
kid,neno,noun
songwriter,compositor,noun
Curros,Curros,properNoun
Alcoran,Alcorán,properNoun
die,falecer,verb
last,perdurar,verb
post,cargo,noun
Brittany,Bretaña,properNoun
encyclopaedia,enciclopedia,noun
Edouard,Edouard,properNoun
exclusion,exclusión,noun
latent,latente,adjective
in force,vixente,adjective
freebie,cousa de balde,noun
ideologist,ideólogo,noun
equivalence,equivalencia,noun
next March,o marzo que vén,adverb
apricot,albaricoque,noun
mockery,mofa,noun
lift,levantar,verb
Merkel,Merkel,properNoun
faculty meeting,reunión do claustro,noun
polluter,contaminador,noun
conservation,preservación,noun
category,categoría,noun
internet,internet,noun
cash in,cobrar,verb
bank,banco,noun
perplexed,perplexo,adjective
graduate,graduar,verb
stubborn,teimudo,adjective
satirist,autor satírico,noun
undersea,submarino,adjective
built-in,incorporado,adjective
check,control,noun
reluctance,repugnancia,noun
rig,amañar,verb
ecosystem,ecosistema,noun
advertisement,anuncio,noun
spot,albiscar,verb
fight,loita,noun
shady,avesedo,adjective
Roger,Roger,properNoun
Aeneas,Eneas,properNoun
emergent,emerxente,adjective
calamitous,calamitoso,adjective
span,palmo,noun
lawyer,avogado,noun
weakening,enfraquecemento,noun
noisy,ruidoso,adjective
oatcake,galleta de avea,noun
Birmingham,Birmingham,properNoun
down,abaixo,adverb
visit,visitar,verb
sentence,sentenza,noun
accompany,acompañar,verb
sector,sector,noun
render more Galician,galeguizar,verb
shooter,tirador,noun
wife,muller,noun
in this way,deste xeito,adverb
Julius Caesar,Xulio César,properNoun
disorder,trastorno,noun
each time,cada vez,adverb
populist,populista,adjective
costume,traxe,noun
Puente,Puente,properNoun
misapprehension,malentendido,noun
next Wednesday,a próxima cuarta feira,adverb
physiological,fisiolóxico,adjective
take part,intervir,verb
criminal,malfeitor,adjective
single,só,adjective
right,ben,adverb
minimization,minimización,noun
stick,enganchar,verb
with one mind,unanimemente,adverb
sum up,resumir,verb
dividend,dividendo,noun
veneration,veneración,noun
urge,instar,verb
journalist,periodista,noun
flowering,floración,noun
home,casa,noun
manufacturing,fabricante,adjective
straight,rectilíneo,adjective
Baghdad,Bagdad,properNoun
conception,concepción,noun
bind,ligar,verb
mead,augamel,noun
carpet,alfombra,noun
coronation,coroación,noun
space,espacial,adjective
industrial,industrial,adjective
enable,posibilitar,verb
disclosure,revelación,noun
cooperator,cooperador,noun
Togolese,togolés,adjective
bequeath,legar,verb
vice,vicio,noun
Patagonia,Patagonia,properNoun
possessive,posesivo,noun
sober,sereno,adjective
landlady,dono,noun
strong,robusto,adjective
blow up,inchar,verb
Byzantium,Bizancio,properNoun
remorse,remorso,noun
austere,austero,adjective
smuggling,contrabando,noun
under-estimated,subestimado,adjective
Costa Rica,Costa Rica,properNoun
in bold strokes,a grandes liñas,adverb
be incumbent,incumbir,verb
district,distrito,noun
headbutt,dar cabezadas,verb
dual carriageway,autovía,noun
concern,inquedanza,noun
gallows,forca,noun
retailer,retallista,noun
receipt,recepción,noun
handicap,handicap,noun
poker,atizador,noun
be in danger,perigar,verb
secretary's office,secretaría,noun
speech,fala,noun
squeeze,apertón,noun
wedding,esponsais,noun
advertising,publicidade,noun
attraction,atracción,noun
four,catro,numeral
respectively,respectivamente,adverb
cove,enseada,noun
veteran,veterano,adjective
differently,de forma diferente,adverb
attack,atentado,noun
ambulance,ambulancia,noun
then,seguidamente,adverb
Badajoz,Badaxoz,properNoun
straight,a pan seco,adverb
evaluate,avaliar,verb
accumulation,amoreamento,noun
comedy,argallada,noun
indicator,indicador,noun
surprisingly,asombrosamente,adverb
europeanize,europeizar,verb
scarlatina,escarlatina,noun
Daniel,Daniel,properNoun
systematically,por sistema,adverb
capture,capturar,verb
phrase,frase,noun
Luftwaffe,Luftwaffe,properNoun
lecturer,profesor universitario,noun
sign-up,inscripción,noun
chalky,calcario,adjective
funny,cómico,adjective
digress,divagar,verb
Mantua,Mantua,properNoun
relevance,pertinencia,noun
homage,homenaxe,noun
tributary,tributario,noun
cumulus,cúmulo,noun
damaging,prexudicial,adjective
cyclist,ciclista,noun
rational,racional,adjective
boarding,abordaxe,noun
by as early as,xa en,preposition
develop,desenvolver,verb
properly,na debida forma,adverb
affection,afecto,noun
unripe,verde,adjective
preserve,preservar,verb
make up,elaborar,verb
excessive,excesivo,adjective
included,inclusivamente,adverb
contentious,contencioso,adjective
surprise,asombrar,verb
extremist,extremista,noun
demolish,derruír,verb
drunkard,bébedo,noun
never,xamais,adverb
erect,levantar,verb
trader,comerciante,noun
dolphin,golfiño,noun
humble,humillar,verb
deflect,desviar,verb
producing,produtor,adjective
privilege,privilexio,noun
horrify,horrorizar,verb
September,setembro,noun
Borja,Borja,properNoun
poetry,poesía,noun
lavatory,baño,noun
prelude,preludio,noun
expansionism,expansionismo,noun
Chamberlain,Chamberlain,properNoun
status,estado,noun
numberless,innumerábel,adjective
Nicaraguan,nicaraguano,adjective
Saint James of Compostela,Santiago de Compostela,properNoun
beauty salon,salón de beleza,noun
health,saúde,noun
imposition,imposición,noun
Jethro Tull,Jethro Tull,properNoun
more,máis,adverb
mail,correo,noun
dump,envorcar,verb
scan,escáner,noun
announcement,anuncio,noun
cut,cortar,verb
charming,meigo,adjective
have breakfast,almorzar,verb
undeniably,innegabelmente,adverb
pipe,tubo,noun
lick,lamber,verb
thousand,mil,numeral
eclipse,eclipsar,verb
consistory,consistorio,noun
zebra,cebra,noun
notion,noción,noun
distraction,distracción,noun
inclusion,inclusión,noun
consternation,consternación,noun
perhaps,quizá,adverb
incomprehensible,incomprensible,adjective
front,fronte,noun
lettuce,leituga,noun
portfolio,cartafol,noun
environment,contorna,noun
desktop,escritorio,noun
index,índice,noun
sob,salouco,noun
crazy,tolambrón,adjective
footballer,futbolista,noun
dadaism,dadaísmo,noun
Channel Islands,Illas do Canal,properNoun
John VII,Xoán VII,properNoun
moreover,ademais,adverb
throat,garganta,noun
spider,araña,noun
threshold,limiar,noun
bachelor apartment,apartamento de solteiro,noun
Unión Fenosa,Unión Fenosa,properNoun
franc,franco,noun
stamp,selo,noun
shipbuilding,siderurxia,noun
Belgian,belga,noun
identification,identificación,noun
steroid,esteroide,noun
contrive,idear,verb
Al-Qaida,Al-Qaeda,properNoun
rock,rocha,noun
spark,faísca,noun
slyness,astucia,noun
upward,alcista,adjective
duly,debidamente,adverb
Thatcher,Thatcher,properNoun
be alert,estar alerta,verb
night,noite,noun
limit,limitar,verb
theory,teoría,noun
spin,xirar,verb
designer,deseñador,noun
crown,coroa,noun
Beijing,Pequín,properNoun
temperature,temperatura,noun
magical,máxico,adjective
Protestant,protestante,noun
workable,factible,adjective
autism,autismo,noun
text,texto,noun
dark,escuro,adjective
scrap,chatarra,noun
silly,babiolo,adjective
muddy,avolto,adjective
debenture,obrigación,noun
availability,dispoñibilización,noun
Diego,Diego,properNoun
extremism,extremismo,noun
nonconformist,inconformista,adjective
generalisation,xeneralización,noun
trail,trepar,verb
many times,moitas veces,adverb
catch a chill,coller un arrefriado,verb
continuous,continuo,adjective
berry,baga,noun
the next Wednesday,o próximo mércores,adverb
home,fogar,noun
debt,débeda,noun
repel,repeler,verb
very bad,pesimamente,adverb
Istanbul,Istambul,properNoun
arid,árido,adjective
competent,competente,adjective
obsessive,obsesivo,adjective
prosecutor,acusador,noun
waterproof,impermeable,adjective
bilingual,bilingüe,adjective
homicide,homicidio,noun
aubergine,berenxena,noun
whereby,polo cal,adverb
modem,módem,noun
bum,vago,noun
keeper,porteiro,noun
fascination,fascinación,noun
gloat,deleitarse,verb
decoration,decoración,noun
compromise,acordo,noun
United Left,Esquerda Unida,properNoun
elite,elite,noun
Iraqi,iraquí,adjective
million,millón de,numeral
glassmaker,cristaleiro,noun
sense,sentido,noun
alloy,aliaxe,noun
pederast,pederasta,noun
semester,semestre,noun
boyfriend,mozo,noun
buxom,gordecho,adjective
marrow,medula,noun
potential,potencial,noun
extremity,extremidade,noun
rescue,rescate,noun
single handed,sen axuda,adverb
Bedfordshire,Bedfordshire,properNoun
permissible,admisíbel,adjective
comprehensive,comprensíbel,adjective
polihedron,poliedro,noun
a lot,moito,adverb
health service,sanidade,noun
advertiser,anunciante,adjective
easily,facilmente,adverb
A Barbanza,A Barbanza,properNoun
Napoleon,Napoleón,properNoun
syllable,sílaba,noun
choice,elección,noun
purpose,propósito,noun
hazard,arriscar,verb
cult,culto,noun
aid,axuda,noun
spine,dorso,noun
situation,situación,noun
the next October,o próximo outubro,adverb
appalling,espantoso,adjective
plantation,plantación,noun
style,estilo,noun
reliability,fiabilidade,noun
vein,vea,noun
streamline,racionalizar,verb
go,acudir,verb
brooch,broche,noun
sanction,sanción,noun
granting,concesión,noun
contempt,desprezo,noun
Hiddink,Hiddink,properNoun
tunnel,túnel,noun
fidelity,fidelidade,noun
formidable,formidábel,adjective
wooden,de madeira,adjective
birder,paxareiro,noun
the most,a maioría de,pronoun
the most,a maioría de,determiner
the most,a maioría de,pronoun
the most,a maioría de,determiner
the most,a maioría de,pronoun
the most,a maioría de,determiner
the most,a maioría de,pronoun
the most,a maioría de,determiner
folklore,folclore,noun
prompt,asomar,verb
flu,gripe,noun
climb,ascender,verb
thriller,película de suspense,noun
optional,opcional,adjective
end up,acabar,verb
trinket,abelorio,noun
smother,asfixia,noun
get,alcanzar,verb
favourably,favorablemente,adverb
generator,xerador,noun
sublime,sublime,adjective
pull,atracción,noun
baby,criatura,noun
pop,pop,noun
citizen,cidadán,noun
informal,informal,adjective
scour,rexistrar,verb
curse,maldicir,verb
feeble,feble,adjective
extreme,extremo,noun
medium,medio,noun
mad,louco,adjective
respite,respiro,noun
competitor,competidor,noun
thanks,grazas,interjection
substance,substancia,noun
scupper,sumidoiro,noun
holm oak,aciñeira,noun
around,ao redor de,preposition
snigger,mofarse,verb
Narón,Narón,properNoun
cardboard,cartolina,noun
there,aló,adverb
anthology,antoloxía,noun
Núria,Núria,properNoun
mediocre,mediocre,adjective
summarize,resumir,verb
microphone,micrófono,noun
grass,herba,noun
guarantee,garantir,verb
sceptical,escéptico,adjective
furthermore,ademais,adverb
astonishing,asombroso,adjective
properly,axeitadamente,adverb
reasonably,razoablemente,adverb
monopolistic,monopolista,adjective
Malabo,Malabo,properNoun
mole,toupa,noun
San Francisco,San Francisco,properNoun
period,época,noun
Spanair,Spanair,properNoun
fish,pescar,verb
as much,tanto,adverb
Dunn,Dunn,properNoun
rough,áspero,adjective
priority,prioridade,noun
at the double,rapidamente,adverb
forbid,prohibir,verb
fancy,gostar,verb
brave,destemido,adjective
adjudicator,adxudicatario,noun
niche,nicho,noun
consulting,consultoría,noun
congratulation,felicitación,noun
liberate,liberar,verb
no sooner,apenas,adverb
Liverpool,Liverpool,properNoun
scooter,patinete,noun
Bloque Nacionalista Galego,Bloque Nacionalista Galego,properNoun
Barack,Barack,properNoun
decoy,reclamo,noun
term,termo,noun
Illyria,Iliria,properNoun
deliver,entregar,verb
any,moi,adverb
be in blossom,estar en flor,verb
put up with,aguantar,verb
Lutheran,luterano,adjective
personnel,persoal,noun
submerge,somerxer,verb
avenue,avenida,noun
mode,modo,noun
esteem,aprecio,noun
fate,fado,noun
strip,espir,verb
chat,chat,noun
punctuation,puntuación,noun
much less,moito menos,adverb
seat,sé,noun
Jamaican,xamaicano,adjective
posture,postura,noun
misuse,abuso,noun
sarcophagus,sarcófago,noun
balsam,bálsamo,noun
failure,bancarrota,noun
Oroso,Oroso,properNoun
exploit,estourar,verb
juvenile,pueril,adjective
Biel,Biel,properNoun
barricade,barricada,noun
torrent,torrente,noun
skillful,hábil,adjective
stint,período,noun
floating,flotante,adjective
riot police,policía antidisturbios,noun
witch hazel,hamamelis,noun
fragment,fragmento,noun
infect,infectar,verb
parachutist,paracaidista,noun
collapse,colapsar,verb
parliament,parlamento,noun
castrate,castrar,verb
flagrant,flagrante,adjective
transatlantic,transatlántico,adjective
whine,choricar,verb
prevention,prevención,noun
invite,convidar,verb
Moorish,mouro,adjective
Lindbergh,Lindbergh,properNoun
Ulster,Ulster,properNoun
regain,recuperar,verb
corn,gran,noun
Chilean,chileno,adjective
pull the flush,tirar da cisterna,verb
carrot,cenoria,noun
Wilde,Wilde,properNoun
embroidery,bordado,noun
publication,publicación,noun
put in,instalar,verb
initiated,encetado,adjective
equality,igualdade,noun
pear,pera,noun
constituency,circunscrición electoral,noun
business,empresarial,adjective
frontman,líder,noun
rebound,rebote,noun
steadily,firmemente,adverb
on the sly,ás furtadelas,adverb
Vanuatu,Vanuatu,properNoun
Christian,cristián,adjective
fifth,quinto,determiner
San Sebastián,San Sebastián,properNoun
good afternoon,boas tardes,interjection
knock,pancada,noun
Dostoyevsky,Dostoyevsky,properNoun
offspring,cría,noun
O'Shea,O'Shea,properNoun
school,colexio,noun
lyricist,letrista,noun
cynical,cínico,adjective
incomplete,incompleto,adjective
frightful,espantoso,adjective
sustainable,sostible,adjective
direction,sentido,noun
extension,extensión,noun
board,abordar,verb
steady,estábel,adjective
deterrent,disuasor,adjective
Detroit,Detroit,properNoun
student,alumno,noun
Berne,Berna,properNoun
creator,creador,noun
means,medio,noun
theology,teoloxía,noun
attainment,logro,noun
guitarist,guitarrista,noun
fork out,afrouxar,verb
Robinho,Robinho,properNoun
drastic,drástico,adjective
disgust,asco,noun
utility,utilidade,noun
maritime,marítimo,adjective
photograph,fotografía,noun
December,decembro,noun
scratch,rabuñadura,noun
scope,alcance,noun
Suárez,Suárez,properNoun
lady,señor,noun
previous,previo,adjective
archipelago,arquipélago,noun
ECB,BCE,noun
John I,Xoán I,properNoun
Terrassa,Terrasa,properNoun
glimmering,reflexo,noun
clinical,clínico,adjective
valuable,valioso,adjective
Radiohead,Radiohead,properNoun
deputy,axudante,noun
bear,parir,verb
differentiating,diferenciador,adjective
notwithstanding,non obstante,subordinatingConjunction
similarity,semellanza,noun
considerably,considerabelmente,adverb
genius,xenio,noun
at,a,preposition
continuing,continuo,adjective
establishment,instauración,noun
casualty,baixa,noun
cleaning,limpeza,noun
have dinner,cear,verb
Locke,Locke,properNoun
John VIII,Xoán VIII,properNoun
Uribe,Uribe,properNoun
bug,becho,noun
tonne,tonelada,noun
next summer,verán que vén,adverb
mantle,mantela,noun
hit,impacto,noun
relaxation,relaxamento,noun
sweet,doce,adjective
bachelor,solteiro,noun
menu,menú,noun
goodness,bondade,noun
tidy,ordenado,adjective
helm,timón,noun
Solbes,Solbes,properNoun
relaxed,relaxado,adjective
Benedict IV,Bieito IV,properNoun
narrative,narrativa,noun
cope with,soportar,verb
Bueu,Bueu,properNoun
mighty,poderoso,adjective
wart,espunlla,noun
Arias,Arias,properNoun
break,quebrar,verb
Fisterra,Fisterra,properNoun
prejudice,prexudicar,verb
with each other,o un co outro,pronoun
municipality,municipalidade,noun
pick up the trail,atopar o rastro,verb
degenerate,dexenerar,verb
moralizing,moralización,noun
transfer,transferencia,noun
John Cabot,John Cabot,properNoun
lunchtime,hora de xantar,noun
pull,estarricar,verb
demand,exixir,verb
presbyterian,presbiteriano,adjective
subcommittee,subcomisión,noun
vet,veterinario,noun
Juneau,Juneau,properNoun
stimulate,impulsar,verb
contempt,desacato,noun
silk,seda,noun
whine,xemido,noun
inessential,innecesario,adjective
pork,cocho,noun
St,rúa,noun
retinopathy,retinopatía,noun
delation,delación,noun
latter,último,adjective
stage,escenario,noun
daily,decotío,adverb
rectal,rectal,adjective
print,pegada,noun
vagina,vaxina,noun
test,ensaiar,verb
Cork,Cork,properNoun
GDP,PIB,noun
Encontro Irmandiño,Encontro Irmandiño,properNoun
hugely,moito,adverb
walk away,marchar andando,verb
Mirren,Mirren,properNoun
critic,crítico,noun
suitability,conveniencia,noun
obelisk,obelisco,noun
