source,target,POS
Marenger,Marenger,properNoun
Mucci,Mucci,properNoun
concentracionário,concentracionari,adjective
Maior,Maior,properNoun
Howells,Howells,properNoun
areolado,areolat,adjective
Fisher,Fisher,properNoun
Garrigó,Garrigó,properNoun
Mandelbrot,Mandelbrot,properNoun
Bragulat,Bragulat,properNoun
perversão,perversió,noun
amplo,ampli,adjective
Siracusa,Siracusa,properNoun
Berengário,Berengário,properNoun
Balauru,Balauru,properNoun
insonorização,insonorització,noun
sistematicamente,sistemàticament,adverb
mitológico,mitològic,adjective
Capodicasa,Capodicasa,properNoun
Karamanou,Karamanou,properNoun
recta,recta,noun
Vernetti,Vernetti,properNoun
conceptualista,conceptualista,adjective
Bergkamp,Bergkamp,properNoun
inconsciente,inconscient,adjective
Etxezarreta,Etxezarreta,properNoun
Argentin,Argentin,properNoun
Java,Java,properNoun
Bissau,Bissau,properNoun
Musante,Musante,properNoun
supersticioso,supersticiós,adjective
bibliograficamente,bibliogràficament,adverb
marisco,marisc,noun
decorativamente,decorativament,adverb
Osterberger,Osterberger,properNoun
Little,Little,properNoun
Pennoni,Pennoni,properNoun
refrigeração,refrigeració,noun
muito,molt,adverb
inapelavelmente,inapel·lablement,adverb
Cendrós,Cendrós,properNoun
Santa Coloma de Queralt,Santa Coloma de Queralt,properNoun
embriagador,embriagador,adjective
castelhanização,castellanització,noun
Corcuera,Corcuera,properNoun
sacristão,sagristà,noun
Chirilov,Chirilov,properNoun
eh,eh,interjection
Plasse,Plasse,properNoun
Friedman,Friedman,properNoun
Silaghi,Silaghi,properNoun
Traoré,Traoré,properNoun
a cabo de,al cap de,preposition
rural,rural,adjective
rarefactivo,rarefactiu,adjective
somatório,sumatori,noun
desaparelhado,desaparellat,adjective
mitificação,mitificació,noun
Desaix,Desaix,properNoun
sobreiral,roureda,noun
Molaison,Molaison,properNoun
projectante,projectant,adjective
St-Jacques,St-Jacques,properNoun
paraguaio,paraguaià,noun
Fattorini,Fattorini,properNoun
iniciativa,iniciativa,noun
época,època,noun
constituir,constituir,verb
racionalista,racionalista,noun
inutilidade,inutilitat,noun
Occhipinti,Occhipinti,properNoun
Donadi,Donadi,properNoun
iônico,iònic,adjective
Tauste,Tauste,properNoun
marcescível,marcescible,adjective
arbitrariedade,arbitrarietat,noun
salineiro,saliner,adjective
abolicionismo,abolicionisme,noun
Laurier,Laurier,properNoun
Crawford,Crawford,properNoun
ante,davant,preposition
esteárico,esteàric,adjective
Casadesús,Casadesús,properNoun
expetorante,expectorant,adjective
Waldenor,Waldenor,properNoun
Faustin,Faustin,properNoun
aforístico,aforístic,adjective
melão,meló,noun
vasco,basc,noun
Lamothe,Lamothe,properNoun
machista,masclista,noun
Vilagrassa,Vilagrassa,properNoun
Danis,Danis,properNoun
modular,modular,adjective
Unsdorfer,Unsdorfer,properNoun
consola,consola,noun
vingança,venjança,noun
malcriado,malcriat,adjective
secundariamente,secundàriament,adverb
a varejo,al detall,adverb
Buist,Buist,properNoun
La Mattina,La Mattina,properNoun
tripolitano,tripolità,adjective
Iruin,Iruin,properNoun
calar,callar,verb
desorientado,desorientat,adjective
Bogdan,Bogdan,properNoun
gasolina,gasolina,noun
partido,partit,noun
Bricault,Bricault,properNoun
Muixí,Muixí,properNoun
Vivaldo,Vivaldo,properNoun
Susana,Susana,properNoun
catorze,catorze,numeral
clareza,claredat,noun
Trapero,Trapero,properNoun
vermelho,roig,adjective
Lamiel,Lamiel,properNoun
investigador,investigador,noun
ecossistema,ecosistema,noun
Salvail,Salvail,properNoun
Gamisans,Gamisans,properNoun
Reventós,Reventós,properNoun
santuário,santuari,noun
de rua,de carrer,adjective
Delachevrotière,Delachevrotière,properNoun
Flórida,Florida,properNoun
Sant Esteve de la Sarga,Sant Esteve de la Sarga,properNoun
superdotado,superdotat,adjective
Bisagno,Bisagno,properNoun
Magrans,Magrans,properNoun
Rotaru,Rotaru,properNoun
Aragay,Aragay,properNoun
Cocciu,Cocciu,properNoun
frondoso,frondós,adjective
Gener,Gener,properNoun
Abasolo,Abasolo,properNoun
expansibilidade,expansibilitat,noun
cério,ceri,noun
diminuto,diminut,adjective
ânsia,ànsia,noun
Rogério,Rogério,properNoun
Desmarchais,Desmarchais,properNoun
Frédéric,Frédéric,properNoun
Castellaneta,Castellaneta,properNoun
les Franqueses del Vallès,les Franqueses del Vallès,properNoun
octogenário,octogenari,adjective
cosmográfico,cosmogràfic,adjective
von Kleist,von Kleist,properNoun
recriminação,recriminació,noun
nitrogênio,nitrogen,noun
Puebla,Puebla,properNoun
Campins,Campins,properNoun
Macaluso,Macaluso,properNoun
Chatelois,Chatelois,properNoun
Contijoch,Contijoch,properNoun
reconciliador,reconciliador,adjective
Abi-Ackel,Abi-Ackel,properNoun
Plant,Plant,properNoun
cosmólogo,cosmòleg,noun
Jacas,Jacas,properNoun
volta,tornada,noun
troca,recanvi,noun
Digard,Digard,properNoun
Genesse,Genesse,properNoun
leucocitário,leucocitari,adjective
de perto,de prop,adverb
Encinas,Encinas,properNoun
insolubilidade,insolubilitat,noun
Constable,Constable,properNoun
inofensivamente,inofensivament,adverb
Candelas,Candelas,properNoun
consciente,conscient,noun
Beaufort,Beaufort,properNoun
Gotti,Gotti,properNoun
Velho,Velho,properNoun
Bristol,Bristol,properNoun
Elvira,Elvira,properNoun
pirâmide,piràmide,noun
Amiri,Amiri,properNoun
Osorio,Osorio,properNoun
Décosse,Décosse,properNoun
gonocórico,gonocòric,adjective
Wallach,Wallach,properNoun
horrífico,horrífic,adjective
Carné,Carné,properNoun
Martorelli,Martorelli,properNoun
Sant Boi de Lluçanès,Sant Boi de Lluçanès,properNoun
recensão,recensió,noun
Dolz,Dolz,properNoun
conversável,conversable,adjective
desempenhar,dur a terme,verb
encolher,encongir,verb
ideologia,ideologia,noun
solicitador,sol·licitador,adjective
antroposófico,antroposòfic,adjective
envolver,enredar,verb
Solans,Solans,properNoun
desintegrador,desintegrador,adjective
lapidoso,lapidós,adjective
rigorosidade,rigorositat,noun
Gervásio,Gervásio,properNoun
Fuentes de Ayódar,Fuentes de Ayódar,properNoun
personagem,personatge,noun
Guardia,Guardia,properNoun
incurável,incurable,adjective
Luciano,Luciano,properNoun
Lídia,Lídia,properNoun
Viciana,Viciana,properNoun
Mallol,Mallol,properNoun
legislador,legislador,noun
estatuto,estatut,noun
cláusula,clàusula,noun
Cornejo,Cornejo,properNoun
neolítico,neolític,adjective
Becerra,Becerra,properNoun
Svetlana,Svetlana,properNoun
Bálcãs,Balcans,properNoun
Marchal,Marchal,properNoun
Leblanc,Leblanc,properNoun
visigótico,visigòtic,adjective
duplicação,duplicació,noun
fobia,fòbia,noun
figurável,figurable,adjective
Kristeva,Kristeva,properNoun
loubar,lloar,verb
gnomónico,gnomònic,adjective
Humanes,Humanes,properNoun
Palmer,Palmer,properNoun
Lladurs,Lladurs,properNoun
sempre,a tothora,adverb
imaterial,immaterial,adjective
Themens,Themens,properNoun
Fiorelli,Fiorelli,properNoun
compulsivo,compulsiu,adjective
matador,matador,adjective
Cucurull,Cucurull,properNoun
Olocau del Rey,Olocau del Rei,properNoun
hacker,hacker,noun
Waneta,Waneta,properNoun
eucariota,eucariota,noun
microbiólogo,microbiòleg,noun
parasitologista,parasitòleg,noun
Piermartini,Piermartini,properNoun
atribuir,assignar,verb
Costiniu,Costiniu,properNoun
Trastámaras,Trastàmares,properNoun
Juvé,Juvé,properNoun
Flames,Flames,properNoun
Forcada,Forcada,properNoun
Feo,Feo,properNoun
quarto,quart,noun
Bonada,Bonada,properNoun
Dario,Darios,properNoun
fato,fet,noun
Gautama,Gautama,properNoun
canalizador,canalitzador,noun
biólogo,biòleg,noun
baixa,baixa,noun
olfação,olfacció,noun
extracurricular,extracurricular,adjective
recém,recentment,adverb
escudeiro,escuder,noun
anabático,anabàtic,adjective
indonésio,indonesi,noun
Godoy,Godoy,properNoun
subcomissão,subcomissió,noun
Gallinella,Gallinella,properNoun
Peninha,Peninha,properNoun
permutabilidade,permutabilitat,noun
incrementar,incrementar,verb
Castell-Platja d'Aro,Castell-Platja d'Aro,properNoun
Martinazzoli,Martinazzoli,properNoun
Miñano,Miñano,properNoun
Scanio,Scanio,properNoun
Kremlin,Kremlin,properNoun
foz,desembocadura,noun
Halde,Halde,properNoun
muscularmente,muscularment,adverb
Bargues,Bargues,properNoun
renúncia,renúncia,noun
adultério,adulteri,noun
Fulbright,Fulbright,properNoun
descongestivo,descongestiu,adjective
amigdalectomia,amigdalectomia,noun
cordado,cordat,adjective
Ganau,Ganau,properNoun
Campmany,Campmany,properNoun
Lippe,Lippe,properNoun
Ludendorff,Ludendorff,properNoun
intercalação,intercalació,noun
conserto,reparació,noun
Ribaudo,Ribaudo,properNoun
asserção,asserció,noun
Palmero,Palmero,properNoun
Chaparro,Chaparro,properNoun
Caso,Caso,properNoun
doente,malalt,adjective
Planck,Planck,properNoun
demográfico,demogràfic,adjective
Laplace,Laplace,properNoun
Salomão,Salomão,properNoun
elipse,el·lipse,noun
Jackson,Jackson,properNoun
logar,connectar,verb
Capone,Capone,properNoun
lentidão,lentitud,noun
Mantica,Mantica,properNoun
Mirada,Mirada,properNoun
Viñes,Viñes,properNoun
Angrill,Angrill,properNoun
gravanço,cigró,noun
Tyler,Tyler,properNoun
ejaculador,ejaculador,adjective
Jacquot,Jacquot,properNoun
droga,droga,noun
Lavarra,Lavarra,properNoun
fotolitografia,fotolitografia,noun
karaté,karate,noun
Frigola,Frigola,properNoun
motivação,motivació,noun
fisiográfico,fisiogràfic,adjective
meteorográfico,meteorogràfic,adjective
clima,clima,noun
fabricar,fabricar,verb
Kemp,Kemp,properNoun
fiabilidade,fiabilitat,noun
Bisceglie,Bisceglie,properNoun
Silli,Silli,properNoun
caracterizar,caracteritzar,verb
estrangeiro,estranger,noun
Townsend,Townsend,properNoun
reabilitar,rehabilitar,verb
ástato,àstat,noun
Argüeso,Argüeso,properNoun
Fernández,Fernández,properNoun
Faulkner,Faulkner,properNoun
persuasão,persuasió,noun
recomendação,recomanació,noun
Bisaillon,Bisaillon,properNoun
ureteral,ureteral,adjective
algoritmo,algorisme,noun
reificação,reificació,noun
saída,sortida,noun
Vazio,Vazio,properNoun
assibilação,assibilació,noun
Molano,Molano,properNoun
Dangelo,Dangelo,properNoun
Wilde,Wilde,properNoun
Peterson,Peterson,properNoun
Sasso,Sasso,properNoun
bem como,així com,subordinatingConjunction
repartir,repartir,verb
engenharia,enginyeria,noun
laudatório,laudatori,adjective
operacionalmente,operacionalment,adverb
componente,component,noun
Éthier,Éthier,properNoun
deficit,dèficit,noun
liberalizador,liberalitzador,adjective
desemparelhado,desemparellat,adjective
mnemônico,mnemònic,adjective
Santiago,Santiago,properNoun
Abril,abril,noun
McGuire,McGuire,properNoun
comentar,comentar,verb
Bergüzar,Bergüzar,properNoun
consulado,consulat,noun
Lennon,Lennon,properNoun
Truman,Truman,properNoun
maiúsculo,majúscul,adjective
Sharma,Sharma,properNoun
Neeposh,Neeposh,properNoun
replicar,replicar,verb
epistemológico,epistemològic,adjective
sueco,suec,adjective
exculpação,exculpació,noun
improcedente,improcedent,adjective
sol,sol,noun
Etiópia,Etiòpia,properNoun
Gasper,Gasper,properNoun
Jannaccone,Jannaccone,properNoun
Moragas,Moragas,properNoun
Eremia,Eremia,properNoun
Lozoya,Lozoya,properNoun
Bustamante,Bustamante,properNoun
ilírio,il·liri,adjective
inexcitável,inexcitable,adjective
Matth,Matth,properNoun
filarmónico,filharmònic,adjective
recobrável,recobrable,adjective
Veneziale,Veneziale,properNoun
russofobia,russofòbia,noun
Sato,Sato,properNoun
Oliveira,Oliveira,properNoun
Baudot,Baudot,properNoun
identificar,identificar,verb
Agripina,Agripina,properNoun
recuperador,recuperador,adjective
beijo,bes,noun
Villaescusa,Villaescusa,properNoun
descontente,descontent,adjective
equatorial,equatorial,adjective
Moncayo,Moncayo,properNoun
empatar,empatar,verb
Colli,Colli,properNoun
Klimt,Klimt,properNoun
pronunciável,pronunciable,adjective
dragão,drac,noun
tirador,tirador,adjective
tessálico,tessàlic,adjective
Wyoming,Wyoming,properNoun
Reuters,Reuters,properNoun
licenciado,llicenciat,noun
datador,datador,noun
Villanueva,Villanueva,properNoun
Banu,Banu,properNoun
Hannie,Hannie,properNoun
Bartolomé,Bartolomé,properNoun
publicidade,publicitat,noun
Armesto,Armesto,properNoun
Riesco,Riesco,properNoun
Dubeau,Dubeau,properNoun
Duffy,Duffy,properNoun
formiga,formiga,noun
oração,pregària,noun
carbonizar,carbonitzar,verb
Griffin,Griffin,properNoun
alucinação,al·lucinació,noun
Avril,Avril,properNoun
veterano,veterà,noun
aspiração,aspiració,noun
anemometria,anemometria,noun
ferroviariamente,ferroviàriament,adverb
Samarra,Samarra,properNoun
Pastorino,Pastorino,properNoun
medievalidade,medievalitat,noun
sultanado,sultanat,noun
tradicionalista,tradicionalista,noun
Iztueta,Iztueta,properNoun
Mottard,Mottard,properNoun
diariamente,diàriament,adverb
Nissan,Nissan,properNoun
altura,altura,noun
von Krosigk,von Krosigk,properNoun
Camp,Camp,properNoun
Rahaman,Rahaman,properNoun
afundar,afonar,verb
disparar,disparar,verb
Almeda,Almeda,properNoun
arrancar,arrencar,verb
Zappalà,Zappalà,properNoun
Byron,Byron,properNoun
Montagnino,Montagnino,properNoun
Agostini,Agostini,properNoun
Mallafré,Mallafré,properNoun
Revert,Revert,properNoun
Marqués,Marqués,properNoun
Kipling,Kipling,properNoun
eletrificado,electrificat,adjective
organização,organització,noun
pernicioso,perniciós,adjective
Sicignano,Sicignano,properNoun
Cadel,Cadel,properNoun
canalha,canalla,adjective
noroeste,nord-oest,noun
Irujo,Irujo,properNoun
mínimo,mínim,adjective
arquitetônico,arquitectònic,adjective
festivamente,festivament,adverb
Bigelow,Bigelow,properNoun
Bonner,Bonner,properNoun
Cristóvão,Cristóvão,properNoun
Imbeni,Imbeni,properNoun
Viérin,Viérin,properNoun
esteticamente,estèticament,adverb
ardentoso,ardentós,adjective
Filsaime,Filsaime,properNoun
Properzj,Properzj,properNoun
Orozco,Orozco,properNoun
derrota,desfeta,noun
Alcalá,Alcalá,properNoun
binariamente,binàriament,adverb
nosso,nostre,adjective
nosso,nostre,possessivePronoun
nosso,nostre,adjective
nosso,nostre,possessivePronoun
nosso,nostre,adjective
nosso,nostre,possessivePronoun
nosso,nostre,adjective
nosso,nostre,possessivePronoun
Siguenza,Siguenza,properNoun
silenciador,silenciador,noun
Llamazares,Llamazares,properNoun
transnacional,transnacional,adjective
Marchildon,Marchildon,properNoun
ultimar,ultimar,verb
Barnes,Barnes,properNoun
tênis,tenis,noun
Soses,Soses,properNoun
Debonis,Debonis,properNoun
Nabokov,Nabókov,properNoun
Martínez,Martínez,properNoun
Chamberland,Chamberland,properNoun
pneumonia,pneumònia,noun
Montambault,Montambault,properNoun
Gandia,Gandia,properNoun
bifocal,bifocal,adjective
Naccarato,Naccarato,properNoun
amnistiar,amnistiar,verb
atriz,actriu,noun
ao todo,en total,adverb
circassiano,circassià,noun
Mediterrâneo,Mediterrània,properNoun
proibição,prohibició,noun
representador,representador,adjective
Bellcaire d'Empordà,Bellcaire d'Empordà,properNoun
van Orden,van Orden,properNoun
Muguruza,Muguruza,properNoun
Malonda,Malonda,properNoun
salazarista,salazarista,adjective
carvão,carbó,noun
Kusstatscher,Kusstatscher,properNoun
Stirner,Stirner,properNoun
Laperle,Laperle,properNoun
conflito,conflicte,noun
demagogicamente,demagògicament,adverb
retardado,retardat,adjective
Raspall,Raspall,properNoun
Vazzoler,Vazzoler,properNoun
Sola,Sola,properNoun
categorizar,categoritzar,verb
macroeconômico,macroeconòmic,adjective
sevícia,sevícia,noun
inofensivo,inofensiu,adjective
Vidigal,Vidigal,properNoun
Pontils,Pontils,properNoun
Kōchi,Kōchi,properNoun
Munoz,Munoz,properNoun
totalitário,totalitari,adjective
videoclipe,videoclip,noun
chover,ploure,verb
parisiense,parisenc,adjective
Ribesalbes,Ribesalbes,properNoun
generalizável,generalitzable,adjective
Azar,Azar,properNoun
Tardá,Tardá,properNoun
Jalbert,Jalbert,properNoun
contrastação,contrastació,noun
Talavera,Talavera,properNoun
Benifaió,Benifaió,properNoun
Short,Short,properNoun
epagógico,epagògic,adjective
erigir,erigir,verb
Visentin,Visentin,properNoun
platônico,platònic,adjective
planamente,planament,adverb
rancoroso,rancorós,adjective
Homero,Homer,properNoun
desratização,desratització,noun
Falconio,Falconio,properNoun
Rusu,Rusu,properNoun
Marchini,Marchini,properNoun
von Bremen,von Bremen,properNoun
quase,quasi,adverb
numeral,numeral,adjective
St-Cyr,St-Cyr,properNoun
Alceu,Alceu,properNoun
Palau-saverdera,Palau-saverdera,properNoun
espécie,espècie,noun
Alaska,Alaska,properNoun
Saba,Saba,properNoun
Quart,Quart,properNoun
Hilton,Hilton,properNoun
Túlio,Túlio,properNoun
de ganga,texà,adjective
adaptador,adaptador,adjective
circulação,circulació,noun
Carbones,Carbones,properNoun
cobalto,cobalt,noun
parasito,paràsit,noun
Alacala,Alacala,properNoun
Zurinaga,Zurinaga,properNoun
opugnação,opugnació,noun
Algorfa,Algorfa,properNoun
documental,documental,adjective
eleição,comici,noun
estorninho,estornell,noun
Maderloni,Maderloni,properNoun
ondejante,ondejant,adjective
credor,creditor,noun
dianteiro,davanter,adjective
pineal,pineal,adjective
Aitchison,Aitchison,properNoun
Marongiu,Marongiu,properNoun
moral,moral,noun
finalização,finalització,noun
tráfico,tràfic,noun
Montesinos,Montesinos,properNoun
frangível,frangible,adjective
amanhado,amanyat,adjective
jantar,sopar,noun
en breve,aviat,adverb
Oliaro,Oliaro,properNoun
resiliente,resilient,adjective
berço,moll,noun
preguiça,mandra,noun
pressionar,pressionar,verb
aquilino,aquilí,adjective
Sotoca,Sotoca,properNoun
Prunariu,Prunariu,properNoun
McKeown,McKeown,properNoun
Chaplin,Chaplin,properNoun
enérgico,enèrgic,adjective
hispano-americano,hispanoamericà,noun
Hamer,Hamer,properNoun
individualista,individualista,noun
Aumont,Aumont,properNoun
Darnés,Darnés,properNoun
Vasseur,Vasseur,properNoun
Roby,Roby,properNoun
Arnán,Arnán,properNoun
plebiscitário,plebiscitari,adjective
halterofilista,halterofilista,noun
vadio,vagabund,adjective
Tan,Tan,properNoun
Walney,Walney,properNoun
Vizzini,Vizzini,properNoun
Barbara,Barbara,properNoun
Baltrons,Baltrons,properNoun
quantificar,quantificar,verb
Corunha,la Corunya,properNoun
interioridade,interioritat,noun
Aimee,Aimee,properNoun
Massaoudi,Massaoudi,properNoun
helenização,hel·lenització,noun
Danti,Danti,properNoun
ressuscitar,ressuscitar,verb
Crouch,Crouch,properNoun
sinal,senyal,noun
levantino,llevantí,adjective
Gabaldon,Gabaldon,properNoun
congénito,congènit,adjective
índice,índex,noun
efémero,efímer,adjective
caramelização,caramel·lització,noun
Leccisi,Leccisi,properNoun
Monier,Monier,properNoun
rapper,raper,noun
incontrastável,incontrastable,adjective
Church,Church,properNoun
Portaña,Portaña,properNoun
Calvi,Calvi,properNoun
faucal,faucal,adjective
faz favor,si us plau,interjection
eternidade,eternitat,noun
em potencial,en potència,adverb
limitação,limitació,noun
Longpré,Longpré,properNoun
Guimond,Guimond,properNoun
Roquetes,Roquetes,properNoun
Xiang,Xiang,properNoun
Sicard,Sicard,properNoun
Mansour,Mansour,properNoun
isentrópico,isentròpic,adjective
campesinato,pagesia,noun
exosfera,exosfera,noun
Timor-Leste,Timor Oriental,properNoun
dialogal,dialogal,adjective
sant Bonaventura,sant Bonaventura,properNoun
Thiem,Thiem,properNoun
estragar,fer malbé,verb
pessimista,pessimista,adjective
inequação,inequació,noun
habitat,hàbitat,noun
colofônia,colofònia,noun
endossador,endossador,adjective
autocarro,autobús,noun
paisagem,paisatge,noun
amazônico,amazònic,adjective
diacrônico,diacrònic,adjective
Frias,Frias,properNoun
ducal,ducal,adjective
desarranjador,desarranjador,adjective
Molist,Molist,properNoun
eletroquímico,electroquímic,adjective
Moraga,Moraga,properNoun
comunicador,comunicador,noun
Trespidi,Trespidi,properNoun
Ivars,Ivars,properNoun
Giovannetti,Giovannetti,properNoun
Goergen,Goergen,properNoun
egotista,egotista,adjective
imensamente,immensament,adverb
Black,Black,properNoun
nasal,nasal,adjective
Santana,Santana,properNoun
Pélissier,Pélissier,properNoun
servidor público,funcionari,noun
Anne-Marie,Anne-Marie,properNoun
genésico,genèsic,adjective
sinalizar,senyalitzar,verb
recepção,recepció,noun
Muns,Muns,properNoun
originalmente,originalment,adverb
Cami,Cami,properNoun
Huberdeau,Huberdeau,properNoun
Lupaș,Lupaș,properNoun
Broomfield,Broomfield,properNoun
Albiol,Albiol,properNoun
divórcio,divorci,noun
franzir,frunzir,verb
St-Vincent,St-Vincent,properNoun
Manuela,Manuela,properNoun
obediencial,obediencial,adjective
toponímia,toponímia,noun
psicanalítico,psicoanalític,adjective
pedaço,tros,noun
Satriani,Satriani,properNoun
Patrick,Patrick,properNoun
melodia,melodia,noun
Ehm,Ehm,properNoun
Larrañaga,Larrañaga,properNoun
arménio,armeni,adjective
biocompatibilidade,biocompatibilitat,noun
parcial,parcial,adjective
Palmieri,Palmieri,properNoun
Julieta,Julieta,properNoun
Juscelino,Juscelino,properNoun
deformidade,deformitat,noun
farisaico,farisaic,adjective
Olímpia,Olímpia,properNoun
Ghimpu,Ghimpu,properNoun
Bennet,Bennet,properNoun
Boulianne,Boulianne,properNoun
excelência,excel·lència,noun
premissa,premissa,noun
antipróton,antiprotó,noun
rígido,rígid,adjective
infetante,infectant,adjective
Formentini,Formentini,properNoun
milênio,mil·lenni,noun
Cheviet,Cheviet,properNoun
Balcãs,Balcans,properNoun
reativação,reactivació,noun
reptante,reptant,adjective
Brezzi,Brezzi,properNoun
Melanésia,Melanèsia,properNoun
Guaman,Guaman,properNoun
Simònides,Simònides,properNoun
Moisés,Moisés,properNoun
quarenta,quaranta,numeral
irresistível,irresistible,adjective
Santonocito,Santonocito,properNoun
Zambrana,Zambrana,properNoun
individualizável,individualitzable,adjective
Masri,Masri,properNoun
Bonache,Bonache,properNoun
Terraza,Terraza,properNoun
excreção,excreció,noun
retalhamento,retallament,noun
unitariamente,unitàriament,adverb
desarme,desarmament,noun
caranguejo,cranc,noun
triásico,triàsic,adjective
igualmente,igualment,adverb
Panadés,Panadés,properNoun
papoila,rosella,noun
Pradell,Pradell,properNoun
Angiolini,Angiolini,properNoun
Lluch,Lluch,properNoun
Casquero,Casquero,properNoun
Oncina,Oncina,properNoun
irreflexão,irreflexió,noun
Menéndez,Menéndez,properNoun
Ferrara,Ferrara,properNoun
acusado,acusat,noun
damasceno,damascè,adjective
Bethlem,Bethlem,properNoun
incivilizado,incivilitzat,adjective
torrador,torrador,adjective
obscenidade,obscenitat,noun
Grilli,Grilli,properNoun
Francino,Francino,properNoun
liso,llis,adjective
ortogonal,ortogonal,adjective
Quaquero,Quaquero,properNoun
Brais,Brais,properNoun
vivificador,vivificador,adjective
Monge,Monge,properNoun
desnecessário,innecessari,adjective
demoníaco,demoníac,adjective
conceptualização,conceptualització,noun
estoicamente,estoicament,adverb
Cornella,Cornella,properNoun
Benwell,Benwell,properNoun
Zarro,Zarro,properNoun
tesoureiro,tresorer,noun
vermelhoso,vermellós,adjective
dactilográfico,dactilogràfic,adjective
incessável,incessable,adjective
Unix,Unix,properNoun
paleográfico,paleogràfic,adjective
incriminação,incriminació,noun
Pol,Pol,properNoun
Nuño,Nuño,properNoun
instaurável,instaurable,adjective
modernizador,modernitzador,adjective
indomesticado,indomesticat,adjective
algum,algun,pronoun
correcção,correcció,noun
aprovável,aprovable,adjective
Redón,Redón,properNoun
uruguaio,uruguaià,adjective
vizinhança,proximitat,noun
sexagésimo terceiro,seixanta-tresè,adjective
Ciaffi,Ciaffi,properNoun
Arabi,Arabi,properNoun
Antuñano,Antuñano,properNoun
Bossa,Bossa,properNoun
arrendamento,arrendament,noun
fabricante,fabricant,noun
Barbareschi,Barbareschi,properNoun
Carda,Carda,properNoun
Cutrera,Cutrera,properNoun
McAdoo,McAdoo,properNoun
vitalista,vitalista,adjective
familiar,familiar,adjective
Montini,Montini,properNoun
a favor,a favor,adverb
recusável,recusable,adjective
Weinstein,Weinstein,properNoun
Osborne,Osborne,properNoun
maçador,avorrit,adjective
particularidade,particularitat,noun
sociedade,societat,noun
Marquis,Marquis,properNoun
Bignami,Bignami,properNoun
Tubert,Tubert,properNoun
geocronológico,geocronològic,adjective
conceitual,conceptual,adjective
giboso,gibós,adjective
inspecionar,inspeccionar,verb
Bieber,Bieber,properNoun
gipsoso,gipsós,adjective
índico,índic,adjective
gravidez,embaràs,noun
declinar,declinar,verb
perclórico,perclòric,adjective
Feria,Feria,properNoun
Fazzi,Fazzi,properNoun
Vigara,Vigara,properNoun
Iacono,Iacono,properNoun
numeroso,nombrós,adjective
Gladstone,Gladstone,properNoun
autopático,autopàtic,adjective
dicotômico,dicotòmic,adjective
Périard,Périard,properNoun
Bettin,Bettin,properNoun
israelense,israelià,adjective
Escrich,Escrich,properNoun
Villemaire,Villemaire,properNoun
Umbert,Umbert,properNoun
digressão,digressió,noun
doente,malalt,noun
correlação,correlació,noun
Fayos,Fayos,properNoun
helenístico,hel·lenístic,adjective
Lister,Lister,properNoun
Heredia,Heredia,properNoun
declaração,declaració,noun
Castricone,Castricone,properNoun
tirolês,tirolès,adjective
Biesterfeld,Biesterfeld,properNoun
Sabido,Sabido,properNoun
ugarítico,ugarític,adjective
risibilidade,risibilitat,noun
Picard,Picard,properNoun
Grau Juan,Grau Juan,properNoun
Dallara,Dallara,properNoun
estalinista,estalinista,noun
XII,XII,numeral
Éder,Éder,properNoun
DeMille,DeMille,properNoun
Ponce,Ponce,properNoun
em forte descida,fortament a la baixa,adverb
Gol,Gol,properNoun
