source,target,POS
Steiner,Штейнер,properNoun
Mitterrand,Миттеран,properNoun
Omargali,Омарғали,properNoun
pungent,өткір,adjective
catastrophic,апатты,adjective
portability,қозғалшықтық,noun
Almasbek,Алмасбек,properNoun
automorphism,автоморфизм,noun
manicure,маникюр,noun
flock,үйірмен жүр,verb
Etienne,Этьен,properNoun
harbour,порт,noun
hesitation,толқу,noun
Operating,Operating,properNoun
assault,шабуылда,verb
parsimony,сараңдық,noun
Oksana,Оксана,properNoun
stammerer,кекеш,noun
altruism,альтруизм,noun
apiarist,омарташ,noun
allocate,ассигнациялан,verb
stubble,аңыз,noun
apriority,приоритет,noun
sequoia,секвойя,noun
protester,протестант,noun
below,аст,noun
chamber,камера,noun
help,жәрдемдес,verb
incomer,кіріспе,noun
Sauranbayev,Сауранбаев,properNoun
Amangeldi,Амангелді,properNoun
oligosaccharide,олигосахарид,noun
cleat,қысқышты,noun
Doskaliyev,Досқалиев,properNoun
buna,буна,noun
malnutrition,аузы асқа жарамау,noun
virginity,ну,noun
princess,ханшайым,noun
Knited,тоқу,noun
Hariza,Хафиза,properNoun
today,бүгін,noun
Sansyzbay,Сансызбай,properNoun
tape,кеңсешілдік,noun
link,жалғас,verb
refrain,қалыс,verb
celluloid,целлулоид,noun
Albat,Албат,properNoun
anthropology,антропология,noun
cousin,бөле,noun
Verheugen,Ферхойген,properNoun
inconvenience,епсіздік,noun
Abzal,Абзал,properNoun
Donıztau,Доңызтау,properNoun
Makysh,Мақыш,properNoun
nickel,никель,noun
hum,зуыл,noun
Viltorina,Викторина,properNoun
Tarhan,Тархан,properNoun
Darmene,Дәрмене,properNoun
Dora,Дора,properNoun
infrared,инфрақызыл,adjective
Syzran,Сызрань,properNoun
democrat,демократ,noun
capital,астана,noun
alcoholism,маскүнемдік,noun
unacceptable,жат,noun
rye,қарабидай,noun
totalitarian,тоталитарлы,adjective
Nestor,Нестор,properNoun
ratify,ратификацияла,verb
Ziya,Зия,properNoun
Artish,Артыш,properNoun
Tasmagambetov,Тасмағамбетов,properNoun
sterility,жеміссіздік,noun
Shymyrbay,Шымырбай,properNoun
side,кереге,noun
axiomatic,аксиоматикалық,adjective
call,үн,noun
Myrzakarim,Мырзакәрім,properNoun
hippodrome,ипподром,noun
path,жол,noun
Yerlan,Ерлан,properNoun
hall,зал,noun
Bahamas,Бағамалар,properNoun
Arna,Арна,properNoun
surgeon,хирург,noun
lobe,бөлік,noun
nanotechnology,нанотехнология,noun
Shchukin,Щукин,properNoun
paradoxically,парадоксты,adverb
Bektursyn,Бектұрсын,properNoun
Verxubinka,Верхубинка,properNoun
aptitude,қабілеттілік,noun
nomadic,көшпенді,adjective
associate,байланыстыр,verb
profundity,аңсар,noun
presidential,президенттік,adjective
Kareem,Карим,properNoun
usefully,пайдалы,adverb
discussion,талас,noun
arithmetical,арифметикалық,adjective
article,мақала,noun
widen,кеңейт,verb
Manat,Манат,properNoun
banner,ту,noun
cartilaginous,шеміршекті,adjective
aberrant,аномалды,adjective
most,барынша,adverb
annotation,аңғартпа,noun
bodyguard,қарашын,noun
cavalry,атты,noun
Zhannur,Жаннұр,properNoun
thorough,ұқыпты,adjective
incremental,өсетін,adjective
campsite,кемпинг,noun
extreme,қысылшаң,noun
seaman,теңізші,noun
support,көмек,noun
economically,экономикалы,adverb
fungible,бірыңғай,adjective
anarchical,анархиялық,adjective
egalitarianism,эгалитаризм,noun
executable,орындалатын,adjective
particular,жеке,noun
conduct,жүріс,noun
probable,ықтимал,adjective
reporter,тілші,noun
grandee,бекзат,noun
Kurmantay,Құрмантай,properNoun
setscrew,бұрауыш,noun
reduce,қысқарт,verb
soundproofing,дыбыс өткізбеу,noun
Dublin,Дублин,properNoun
perspectivism,перспективизм,noun
repatriation,репатриация,noun
cytosine,цитозин,noun
subsystem,ішкі жүйе,noun
uneven,ала,adjective
teacher,оқытушы,noun
refrain,қайырма,noun
license,құқық,noun
consistorial,шіркеулік,adjective
pentagonal,бесбұрыш,noun
shovel,күрек,noun
sufficiently,біраз,adverb
shadow,сая,noun
pond,сутаған,noun
Sonya,Соня,properNoun
horrify,қорқыт,verb
beetle,қоңыз,noun
inappropriate,келіссіз,adjective
trainer,инструктор,noun
grain-grower,егінші,noun
honour,құрметте,verb
carboxylic,карбонды,adjective
rediscount,қайта есептеу,noun
Jok,Джок,properNoun
live,өмір сүр,verb
telegraphy,телеграф,noun
Elebay,Елебай,properNoun
amplifier,күшейткіш,noun
id,Ид,properNoun
Atamurat,Атамұрат,properNoun
sugar,шекер,noun
Omarbek,Омарбек,properNoun
sister,апа,noun
cashier,кассир,noun
bale,тең,noun
story,повесть,noun
pill,ұрла,verb
disengaged,бос,adjective
hundreds of,жүздеген,pronoun
hundreds of,жүздеген,determiner
hundreds of,жүздеген,pronoun
hundreds of,жүздеген,determiner
polycyclic,полициклды,adjective
wane,жоғалт,verb
altitudinal,биік,adjective
plantain,бақажапырақ,noun
magistrate,сот,noun
prejudice,наным,noun
Barabba,Барабба,properNoun
upset,ренішті,adjective
filmmaker,киногер,noun
Lazarev,Лазарев,properNoun
Lyons,Лион,properNoun
Chad,Чад,properNoun
consider,болып санал,verb
fallow-deer,кермарал,noun
hexagon,алтыбұрыш,noun
epilogue,эпилог,noun
attentive,ықыласты,adjective
entrepreneur,кәсіпқор,noun
artistic,көркемдік,noun
forensic,соттық,adjective
Naimanbay,Найманбай,properNoun
supernova,жаңалық,noun
DNA,ДНҚ,noun
Tselinograd,Целиноград,properNoun
dov,көгершін,noun
clog,тығын,noun
translucent,жарықтандыратын,adjective
leg,жіліншік,noun
