source,target,POS
formi,fashion,verb
ruza,crafty,adjective
ripeti,reiterate,verb
sciiĝo,perception,noun
persistema,tenacious,adjective
skipano,hand,noun
akva,aquatic,adjective
torturo,torture,noun
patriarka,patriarchal,adjective
skota,Scottish,adjective
malemigo,discouragement,noun
origaĵo,gilding,noun
asesoro,aide,noun
tempia,temporal,adjective
malalta,low,adjective
urbo,town,noun
ekonomia,economic,adjective
duelo,dogfight,noun
pli,more,adverb
alta,tall,adjective
uzebla,useable,adjective
akordigi,conciliate,verb
degradi,degrade,verb
post kiam,after,subordinatingConjunction
grava,grievous,adjective
estono,Estonian,noun
vinbero,grape,noun
trupano,man,noun
kapsulo,capsule,noun
vespero,evening,noun
etileno,ethylene,noun
komence,initially,adverb
striptizi,strip,verb
testamenti,bequeath,verb
apud,next to,preposition
supergrada,advanced,adjective
filo,son,noun
sendito,emissary,noun
multajare,perennially,adverb
frostabsceso,chilblain,noun
privata,private,adjective
spino,spine,noun
mallumo,dark,noun
financi,fund,verb
malkovro,exposure,noun
malhonoro,indignity,noun
devontigi,commit,verb
poenti,mark,verb
konsilo,advice,noun
triumfi,prevail,verb
glosaro,vocabulary,noun
malzorga,careless,adjective
interligigi,relate,verb
krom,apart from,preposition
bandaĉo,gang,noun
batado,licking,noun
zumadanta,abuzz,adjective
prosperi,prosper,verb
nebulega,hazy,adjective
libia,Libyan,adjective
rabati,recess,verb
ĉagrena,galling,adjective
latenta,latent,adjective
sensigna,unmarked,adjective
grandakvante,often,adverb
serĉi,search for,verb
idiosinkrazio,quirk,noun
malsani,ail,verb
fantazia,wild,adjective
malheli,dim,verb
2aj,2nd,numeral
malkunpremiĝo,decompression,noun
vivpartnero,partner,noun
geavo,grandparent,noun
naŭdek unu,ninety-one,numeral
nedisigebla,inseparable,adjective
kelo,cellar,noun
elparoli,enunciate,verb
malpure,unsanitary,adverb
arteria,arterial,adjective
megabajto,megabyte,noun
marmoro,marble,noun
vojaĝo,voyage,noun
okupi,occupy,verb
Latin-Ameriko,Latin America,properNoun
arkipielago,archipelago,noun
faligi,drop,verb
malsimpatia,obnoxious,adjective
malantaŭeniri,retreat,verb
reakiro,recovery,noun
evangelia,evangelical,adjective
malnobligi,degrade,verb
minaco,spectre,noun
hakadi,chop,verb
bonorde,alright,adverb
simboligi,symbolise,verb
malhelpi,obstruct,verb
kalkuli,count,verb
malbonodori,smell,verb
videoterminalo,terminal,noun
karno,flesh,noun
tibiingo,leg,noun
nekompetenta,incompetent,adjective
histerio,hysteria,noun
rekonsideri,review,verb
malrapidiĝi,slow,verb
sinkretismo,syncretism,noun
ĝiri,endorse,verb
puni,discipline,verb
indigni,resent,verb
insertiĝi,insert,verb
individuisma,individualistic,adjective
sintonizi,tune,verb
kamizolo,jacket,noun
eminenta,prominent,adjective
ripetiĝanta,recurrent,adjective
instruiteco,education,noun
babiladi,chat,verb
nekvalifikita,unskilled,adjective
minimumisto,minimalist,noun
rimedo,resource,noun
pledisto,attorney,noun
timemulo,wimp,noun
helpisto,attendant,noun
dubli,dub,verb
en la bulgara lingvo,in Bulgarian,adverb
celo,purpose,noun
solvi,dissolve,verb
vagadi,wander,verb
vagadi,wander,presentParticipleAdjective
malpliindigi,detract,verb
proklami,proclaim,verb
okcidentia,western,adjective
kesto,ark,noun
elpreno,extraction,noun
bufono,idiot,noun
malsevereco,leniency,noun
valoro,worth,noun
remburi,stuff,verb
fajraĵo,firework,noun
hipnoterapio,hypnotherapy,noun
cifere,digitally,adverb
konsterni,dismay,verb
tribestro,chief,noun
plenakiri,capture,verb
estimi,prize,verb
hurao,cheer,noun
koto,mud,noun
malluksa,spartan,adjective
modesta,modest,adjective
frakciiĝo,division,noun
obeo,submission,noun
grava,significant,adjective
punika milito,Punic war,noun
rigardanto,watcher,noun
kolektado,collection,noun
kurioze,interestingly,adverb
senhava,poor,adjective
kroniko,annals,noun
voĉdoniĝi,poll,verb
pacigi,appease,verb
insularo,archipelago,noun
komandanto,commander,noun
biopsio,biopsy,noun
reklamtabulo,signboard,noun
manovrado,jockeying,noun
ree,time and time again,adverb
intertempo,interim,noun
sendube,without a doubt,adverb
tre,a lot,adverb
ponto,bridge,noun
en la hispana,in Castilian,adverb
malveraĵo,fabrication,noun
grumo,groom,noun
jamaika,Jamaican,adjective
viktimo,victim,noun
elektroniko,electronics,noun
inaŭguracio,inauguration,noun
torfa,peaty,adjective
forpreno,removal,noun
murdisto,murderer,noun
entuziasma,eager,adjective
dokumenta,documentary,adjective
apartiĝo,separation,noun
kontenta,contented,adjective
subalterna,junior,adjective
distordita,slanted,adjective
progresisme,progressively,adverb
altiĝo,hike,noun
konzolo,console,noun
profita,profitable,adjective
variema,variable,adjective
ŝanĝo,change,noun
rejuĝo,reassessment,noun
feliĉo,happiness,noun
digno,dignity,noun
vorema,voracious,adjective
horizontale,horizontally,adverb
manefarita,handmade,adjective
respondeca,responsible,adjective
produkti,yield,verb
sindeklaro,declaration,noun
livero,delivery,noun
densejo,thicket,noun
dubinda,moot,adjective
nombro,number,noun
ĉapitro,chapter,noun
ĝardenado,gardening,noun
harmonii,harmonise,verb
ĉiutage,daily,adverb
transsalto,vault,noun
karamboli,crash,verb
ruli,roll,verb
genuo,knee,noun
radio,ray,noun
tropleniĝo,congestion,noun
garantiinto,guarantor,noun
malvola,constrained,adjective
obeigi,enforce,verb
skombraĵo,mackerel,noun
enhorarigi,schedule,verb
nesekura,unsafe,adjective
loĝadejo,residence,noun
horore,horribly,adverb
papilieca,superficial,adjective
aklami,hail,verb
sekretariato,secretariat,noun
eksklusiva,exclusive,adjective
hoketo,breve,noun
ftizo,tuberculosis,noun
stulta,witless,adjective
salajro,salary,noun
nemulteco,lack,noun
ripari,repair,verb
regento,regent,noun
fanfaroni,brag,verb
ekflamejo,flashpoint,noun
senpopoliĝo,depopulation,noun
gajna,winning,adjective
fleksebleco,flexibility,noun
multe da,much,pronoun
multe da,much,determiner
multe da,much,pronoun
multe da,much,determiner
multe da,much,pronoun
multe da,much,determiner
multe da,much,pronoun
multe da,much,determiner
febreca,feverish,adjective
plimultigi,boost,verb
kisi,kiss,verb
kisi,kiss,presentParticipleAdjective
malmodestemo,pretension,noun
mezo,centre,noun
duaranga,secondary,adjective
senprecedenca,unprecedented,adjective
fabriki,fabricate,verb
lebanona,lebanese,adjective
bombardi,bomb,verb
ferdeko,cover,noun
infana,childish,adjective
transformi,transform,verb
spuro,trace,noun
tualeti,groom,verb
prezentilo,vehicle,noun
interbatiĝo,scrimmage,noun
binara,binary,adjective
specimenaro,sampler,noun
trati,draw,verb
mortinta,dead,adjective
neevitebla,inevitable,adjective
profiteco,profitability,noun
amafero,affair,noun
simileco,resemblance,noun
piedira,pedestrian,adjective
ŝirmejo,shelter,noun
antagonismo,friction,noun
en la serbokroata,in Serbocroatian,adverb
ŝoki,shock,verb
retrospectiva,retrospective,adjective
mallongigi,curtail,verb
glitfalo,slip,noun
kancera,cancerous,adjective
obsedata,obsessed,adjective
sendi,send,verb
kamioneto,pickup,noun
petado,appeal,noun
citaĵo,citation,noun
finofari,finish,verb
ravi,thrill,verb
ĉasio,chassis,noun
fiska,fiscal,adjective
perturbi,ail,verb
kamaradeca,brotherly,adjective
ŝipkorpo,hulk,noun
konstruadi,build,verb
vinjeto,vignette,noun
se,provided,subordinatingConjunction
nudelo,noodle,noun
kvitanco,receipt,noun
surskribita,written,adjective
tinkturi,dye,verb
kontraŭaĵo,objection,noun
lanĉo,launching,noun
misa,faulty,adjective
fumanto,smoker,noun
dekstra,right-hand,adjective
liro,lyre,noun
fluktuado,volatility,noun
atesto,reference,noun
topo,top,noun
malbrila,matte,adjective
opero,opera,noun
faladi,fall,verb
fermiĝo,closure,noun
malĝentile,churlish,adverb
tajlori,tailor,verb
tajlori,tailor,presentParticipleAdjective
kamuflaĵo,camouflage,noun
abstini,abstain,verb
mustreni,drag,verb
modlebla,malleable,adjective
eltirebla,recoverable,adjective
frakciado,polarisation,noun
tradukado,translation,noun
for,away,adverb
rapidmovi,pace,verb
protokolo,protocol,noun
lano,wool,noun
redono,restitution,noun
vulgare,widely,adverb
rezoluteco,resolve,noun
aerospaco,aerospace,noun
pulo,flea,noun
senplumigi,pluck,verb
ĝustatempeco,timeliness,noun
koagulo,coagulation,noun
hispano,Spanish,noun
utila,beneficial,adjective
decidiĝi,decide,verb
en la islanda lingvo,in Icelandic,adverb
pritondi,prune,verb
puŝiĝado,press,noun
pafo,shot,noun
debutigi,launch,verb
kverelado,feuding,noun
legi,read,verb
buŝumi,muzzle,verb
solidigi,consolidate,verb
konsisti el,be made up of,verb
ideologo,ideologue,noun
laborpago,income,noun
Kongolo,Congo,properNoun
duonvidi,glimpse,verb
tiraljorado,skirmish,noun
tirano,tyrant,noun
ĉinlingva,Chinese speaking,adjective
deklari,declare,verb
frakciado,division,noun
studentiĝo,university,noun
veturigo,driving,noun
Uzbekistano,Uzbekistan,properNoun
tradicie,traditionally,adverb
gorĝo,gorge,noun
iluziisto,magician,noun
markolo,channel,noun
prezidento,chairperson,noun
nuna,present,adjective
malindulgo,harshness,noun
provizejo,depot,noun
ĝenaĵo,trouble,noun
en la araba,in Arabic,adverb
varbi,woo,verb
maizamelo,cornstarch,noun
ĉefŝtono,keystone,noun
kataklismo,cataclysm,noun
sindonemo,devotion,noun
manovro,manoeuvre,noun
trovi,find,verb
voli,would,verb
speguli,reflect,verb
emajlo,enamel,noun
nerebonigeble,irreparably,adverb
nemalbona,fair,adjective
kripligi,cripple,verb
kuraĝe,bravely,adverb
peristo,agent,noun
artikulacii,articulate,verb
abomena,monstrous,adjective
centr-amerikano,Central American,noun
ambigua,equivocal,adjective
trafikilo,transportation,noun
grafito,graphite,noun
ĝenadi,pester,verb
penetrado,piercing,noun
kontentigi,gratify,verb
laŭleĝa,statutory,adjective
relative,relatively,adverb
rudimenta,undeveloped,adjective
preciza,precise,adjective
nutraĵvendejo,grocery,noun
Jugoslavio,Yugoslavia,properNoun
alcentriĝo,centralisation,noun
barko,boat,noun
konkludi,conclude,verb
bildigi,describe,verb
retreti,retreat,verb
kolektiva,generic,adjective
utilaĵo,utility,noun
pagodo,pagoda,noun
piki,prick,verb
akurateco,regularity,noun
suferado,suffering,noun
forskrapi,erase,verb
polikristala,polycrystalline,adjective
araneaĵo,web,noun
apogeo,apex,noun
persvada,convincing,adjective
kortuŝa,poignant,adjective
mitologio,mythology,noun
superefika,high-performance,adjective
sinsekve,successively,adverb
sakrado,cursing,noun
pikanta,pungent,adjective
falango,phalanx,noun
utiligo,utilisation,noun
reproduktiĝi,breed,verb
reproduktiĝi,breed,presentParticipleAdjective
fifame,notoriously,adverb
superpezi,outweigh,verb
velo,sail,noun
refortiĝo,recovery,noun
ĉiuokaze,anyhow,adverb
4ajn,4th,numeral
rokoplena,rocky,adjective
elpeliĝo,eviction,noun
nefaremo,unwillingness,noun
ĉagreniĝi,chafe,verb
timige,frightful,adverb
aserti,assert,verb
etulo,tyke,noun
loĝatigi,populate,verb
dentbroso,brush,noun
paŝbruo,tread,noun
sensiva,sensitive,adjective
ĝisdatigita,updated,adjective
ĉeko,cheque,noun
servado,attendance,noun
fulmilo,flash,noun
grandanima,magnanimous,adjective
malpureco,dirt,noun
elektebleco,eligibility,noun
talenta,bright,adjective
lerna,scholastic,adjective
fermo,closing,noun
telefono,phone,noun
esperdone,encouraging,adverb
kuregi,sprint,verb
anglosaksa,Anglo-Saxon,adjective
ĉiakoste,regardless,adverb
senemocieco,detachment,noun
ekziliĝo,exodus,noun
bosko,grove,noun
rotaciigi,rotate,verb
rotaciigi,rotate,presentParticipleAdjective
Montano,Montana,properNoun
multege,widely,adverb
dentisto,dentist,noun
Okcident-Afriko,West Africa,properNoun
elteno,survival,noun
solida,established,adjective
reaktivigi,reactivate,verb
avo,grandmother,noun
operacii,operate,verb
alkuro,scramble,noun
forigo,removal,noun
loĝata,populous,adjective
laborigi,employ,verb
releviĝi,recover,verb
ĉino,chinese,noun
plumo,feather,noun
sentemeco,sensitivity,noun
frustracio,frustration,noun
panteismo,pantheism,noun
prajmo,cap,noun
lignero,chip,noun
instigado,urging,noun
spektemo,expectancy,noun
kuraĝa,courageous,adjective
perfidaĵo,betrayal,noun
blovado,blowing,noun
balenisto,whaler,noun
orografio,orography,noun
baldaŭigi,hasten,verb
submetiĝema,susceptible,adjective
proskripcio,proscription,noun
Granado,Grenada,properNoun
replenigo,refill,noun
neadekvate,insufficiently,adverb
malliberigi,imprison,verb
titoli,title,verb
petrolo,oil,noun
ofta,common,adjective
emblema,emblematic,adjective
plendo,grievance,noun
kontraŭleĝaĵo,illegality,noun
dano,Dane,noun
malestimo,scorn,noun
esti,be,verb
izolo,seclusion,noun
moto,lemma,noun
redakciejo,newsroom,noun
momenta,fleeting,adjective
konstruisto,builder,noun
kornico,cornice,noun
guvernanto,tutor,noun
ŝtatoficisto,bureaucrat,noun
forperemso,furlough,noun
opinisondisto,pollster,noun
interezprocento,rate,noun
islamisma,Islamic,adjective
dusenca,ambiguous,adjective
hipokritaĵo,hypocrisy,noun
retrosciigo,feedback,noun
biletisto,guard,noun
ilustristo,illustrator,noun
regreso,recession,noun
atesti,certify,verb
personigi,customize,verb
lecionaro,course,noun
severeco,harshness,noun
kirli,beat,verb
kirli,beat,presentParticipleAdjective
antaŭ,before,preposition
propreco,property,noun
aĵo,something,noun
evakuo,evacuation,noun
ĝustigilo,governor,noun
novzelandano,New Zealander,noun
esplorado,exploration,noun
politeisto,polytheist,noun
lazi,snare,verb
vidi,see,verb
vidi,see,presentParticipleAdjective
malutopio,dystopia,noun
laŭplane,systematically,adverb
negocperisto,broker,noun
adresato,addressee,noun
toksiĝo,intoxication,noun
antaŭlerneja,preschool,adjective
en la itala,in Italian,adverb
Vaŝingtonio,Washington,properNoun
palpebla,tactile,adjective
paŝo,footstep,noun
mankohava,faulty,adjective
transakcio,transaction,noun
neimagebla,inconceivable,adjective
iluminiĝo,insight,noun
konversacii,chat,verb
tieulo,local,noun
bombado,bombardment,noun
kanapo,couch,noun
aldona,supplementary,adjective
ami,cherish,verb
spoko,spoke,noun
kalkulaparato,calculator,noun
strattunelo,subway,noun
kiel,as,subordinatingConjunction
dise,apart,adverb
deporti,deport,verb
sankta,sacred,adjective
muzeo,museum,noun
frakcii,divide,verb
senfervora,lukewarm,adjective
teksmaŝino,loom,noun
maltrankvila,nervous,adjective
fruktoporta,fruitful,adjective
laŭleĝa,lawful,adjective
brakumo,embrace,noun
retuŝado,retouching,noun
trafota,intended,adjective
ekvigliĝi,galvanise,verb
ĉirkaŭbrakumo,embrace,noun
franclingva,French-speaking,adjective
dimensio,dimension,noun
unue,firstly,adverb
fuŝulo,cowboy,noun
ovo,ovule,noun
havebleco,availability,noun
Danubo,Danube,properNoun
timigi,intimidate,verb
klasifikado,certification,noun
ekspansiista,expansionist,adjective
sindefendo,self-defence,noun
radetaro,mechanism,noun
reakiri,recover,verb
nekredebla,unbelievable,adjective
veturi,drive,verb
disvolviĝi,unroll,verb
kiel,as,adverb
ritmo,rhythm,noun
marbordo,shoreline,noun
luado,leasing,noun
sepdek naŭ,seventy-nine,numeral
pudro,powder,noun
intimo,intimacy,noun
donaco,present,noun
ladbotelo,canteen,noun
duonganto,mitten,noun
oligarko,oligarch,noun
etna,ethnic,adjective
biocenozo,biocenosis,noun
turniro,open,noun
propagando,propaganda,noun
leganto,reader,noun
ĝoje,breezily,adverb
dislimo,division,noun
deklivaĵo,slope,noun
bengale,in Bengali,adverb
ruzeco,slyness,noun
en la franca,in French,adverb
landinterno,hinterland,noun
staŭli,stall,verb
misinterpreti,misinterpret,verb
nordokcidente,northwest,adverb
Bosnio-Hercegovino,Bosnia-Herzegovina,properNoun
malzorgemo,negligence,noun
trejniĝi,train,verb
ekvinoksa,equinoctial,adjective
tute,all,adverb
trinkmono,tip,noun
tamtame,amid a lot of hype,adverb
kunveninto,participant,noun
relativa,comparative,adjective
delikata,fragile,adjective
mamo,breast,noun
urbestra,mayoral,adjective
eglefino,hake,noun
senceremonie,casually,adverb
apika,sheer,adjective
bonhaveco,prosperity,noun
mansardo,attic,noun
en la venonta pritempo,next spring,adverb
mobilizado,mobilisation,noun
de-ekstera,outside,adjective
honta,ashamed,adjective
psalterio,psaltery,noun
gaja,glad,adjective
departementa,departmental,adjective
en la britangla lingvo,in British English,adverb
korea,Korean,adjective
zodiako,zodiac,noun
braveco,valour,noun
sorĉisto,magician,noun
praulo,ancestor,noun
eksterborsa,unlisted,adjective
dormejo,dormitory,noun
karakterizo,description,noun
stariĝi,rise,verb
izolismo,isolationism,noun
sveda,Swedish,adjective
belŝmiraĵo,lotion,noun
buklo,lock,noun
kompania,corporate,adjective
sinkoncentradi,concentrate,verb
2-aj,2nd,numeral
filĉjo,lad,noun
koakso,coke,noun
klariga,explanatory,adjective
konscie,consciously,adverb
emancipi,free,verb
flankokupo,pastime,noun
improvizado,improvisation,noun
disŝiri,rend,verb
malaboni,cancel,verb
ariĝo,assembly,noun
troigi,overstate,verb
ujguro,Uyghur,noun
mojosa,cool,adjective
lastrimede,as a last resort,adverb
malamo,hate,noun
gorilo,gorilla,noun
patologiisto,pathologist,noun
fajna,fine,adjective
malatentema,lax,adjective
dezerta,barren,adjective
malbonŝanca,unlucky,adjective
muntado,assembly,noun
tralasi,leak,verb
forpermeso,leave,noun
amariĝo,souring,noun
vejno,vein,noun
neĝuste,wrong,adverb
mortigisto,killer,noun
kolerego,outrage,noun
presinda,printable,adjective
pluretaĝa,multilevel,adjective
mon-asigno,allocation,noun
pafi,shoot,verb
altempigo,timing,noun
koncerna,relevant,adjective
estiginto,originator,noun
notario,notary,noun
librejo,bookstore,noun
sveltigo,downsizing,noun
lito,mulch,noun
daŭrigo,rollover,noun
bruto,brute,noun
konsilisto,councillor,noun
pruvo,demonstration,noun
nerealigebla,unworkable,adjective
civito,municipality,noun
hercegovinano,Herzegovinan,noun
eta,tiny,adjective
senembarase,unashamedly,adverb
takso,assessment,noun
operaciado,operating,noun
malobei,disobey,verb
trudo,interference,noun
eduka,educative,adjective
konsilio,council,noun
adventiva,malformed,adjective
komisio,assignment,noun
ĝusteco,accuracy,noun
vendetto,vendetta,noun
rezisto,resistance,noun
por,so as to,preposition
lucerno,lamp,noun
tirado,traction,noun
destrojero,destroyer,noun
tenti,tempt,verb
malmunti,strip,verb
latuno,brass,noun
provi,bid,verb
ekspedisto,carrier,noun
mortpafi,shoot,verb
fianĉiĝo,engagement,noun
komplekseco,complexity,noun
fosilio,fossil,noun
diplomatia,diplomatic,adjective
biblia,biblical,adjective
kunmetado,assembling,noun
malneta,gross,adjective
najli,nail,verb
pitoreska,picturesque,adjective
konsumado,intake,noun
malhoneste,dishonourable,adverb
kontantigi,cash,verb
determinanto,determinant,noun
en la latina lingvo,in Latin,adverb
dek,ten,numeral
sinjoro,gentleman,noun
dispono,disposal,noun
slovako,Slovak,noun
evoluanta,progressive,adjective
malbeligi,disfigure,verb
apoteko,pharmacy,noun
trakti,treat,verb
maŝa,net,adjective
labordaŭro,day,noun
gildo,confrerie,noun
resaltigi,bounce,verb
dizeloleo,diesel,noun
banala,unimaginative,adjective
fortranĉo,amputation,noun
aspergi,sprinkle,verb
teoria,theoretical,adjective
bermo,berm,noun
dekliniĝi,diverge,verb
inhibicio,inhibition,noun
ĵurnalista,journalistic,adjective
konsumanto,consumer,noun
spionsekvi,follow,verb
ĉie,everywhere,pronoun
incitiĝema,crusty,adjective
bombatencinto,bomber,noun
troni,enthrone,verb
scipova,clever,adjective
oblikva,oblique,adjective
koncentrigi,channel,verb
tute,to capacity,adverb
migrantejo,inn,noun
reformisto,reformer,noun
firmiĝo,consolidation,noun
plonĝi,leap,verb
nulo,zero,numeral
savita,safe,adjective
maldungo,dismissal,noun
malkonsento,dissent,noun
senedza,unmarried,adjective
propagiĝo,spread,noun
vepro,scrub,noun
paroĥa,parochial,adjective
hodiaŭa,present-day,adjective
afabligo,usability,noun
kreskejo,habitat,noun
interŝanĝado,sharing,noun
aplikata,applied,adjective
graveco,importance,noun
kodumi,hack,verb
kroni,top,verb
senatano,senator,noun
ekspiri,gasp,verb
maldensigi,thin,verb
retservilo,webserver,noun
glisadi,glide,verb
senmoviĝo,stalemate,noun
akomodi,accomodate,verb
glitkuranto,skater,noun
enigmo,enigma,noun
enmiksiĝo,intervention,noun
torenta,torrential,adjective
huffero,horseshoe,noun
neofte,occasionally,adverb
kanuisto,canoeist,noun
lernejo,school,noun
alfarebla,adaptable,adjective
profile,sideways,adverb
forĵeti,dump,verb
terminologio,terminology,noun
kaŭzi,cause,verb
birdido,fledgling,noun
ĉirkaŭrigardo,survey,noun
fuzaĵo,propellant,noun
plimalbonigi,worsen,verb
malŝatema,pejorative,adjective
trudpeli,drive,verb
sepio,squid,noun
agresanto,aggressor,noun
rikoltaĵo,crop,noun
kradaĵo,screen,noun
kapŝoto,header,noun
formo,shape,noun
enlanda,internal,adjective
pentekostanisma,charismatic,adjective
ridinda,ridiculous,adjective
najtingalo,nightingale,noun
kandidateco,candidature,noun
teni,hold,verb
vartanto,councillor,noun
pruviĝo,demonstration,noun
flanko,aspect,noun
filozofe,philosophically,adverb
malfari,destroy,verb
kaduka,feeble,adjective
ŝijaista,shiite,adjective
kreski,grow,verb
facilmove,lightly,adverb
forpasinta,late,adjective
multa,many,pronoun
multa,many,determiner
kunmetanto,assembler,noun
malpravigo,negation,noun
oscedi,yawn,verb
vestokompleto,suit,noun
transdoniĝi,transfer,verb
seka,dry,adjective
amplekse,comprehensively,adverb
neverŝajna,unlikely,adjective
proverbo,proverb,noun
ulcereca,sore,adjective
momentfoto,snapshot,noun
aroganta,presumptuous,adjective
malĝentila,vulgar,adjective
elradikigi,uproot,verb
hordo,crowd,noun
malrektigi,twist,verb
metafizika,metaphysical,adjective
mamnutri,suckle,verb
Atlantiko,Atlantic,properNoun
principaro,tenet,noun
videble,visibly,adverb
ceremoniaro,ritual,noun
luzi,injure,verb
kvazaŭ,virtually,adverb
aktori,act,verb
maljuna,elderly,adjective
kolera,heated,adjective
korodiĝi,corrode,verb
malvarmumo,cold,noun
negoceca,businesslike,adjective
trenĉaro,trailer,noun
posesiva,possessive,adjective
bulboforma,bulbous,adjective
intenca,deliberate,adjective
arĝenta,silver,adjective
deklaraĵo,declaration,noun
