overlapped	naufragé	adjective	0.96
deaden	amortir	verb	0.93
immunofluorescence	atacamite	noun	0.99
contrast	contraste	noun	1.0
Geneva	Genève	properNoun	0.96
Curt	Muldworf	properNoun	0.99
Sicilia	Sicilia	properNoun	0.99
impractical	inutile	adjective	0.76
pentode	animé	noun	0.99
cryptic	cryptique	adjective	0.97
Migneault	Migneault	properNoun	0.99
chromite	physostigmine	noun	0.94
pensioner	pensionnaire	noun	0.99
wintry	hivernal	adjective	0.99
exaction	exaction	noun	0.96
inexpensive	économique	adjective	0.91
utterly	absolument	adverb	1.0
Fountain	Fountain	properNoun	0.99
patriot	patriote	noun	0.99
inspired by	insaciable	adjective	0.97
centrifuge	centrifuger	verb	1.0
torsion	torsion	noun	0.97
hundredth	centième	adjective	0.97
eroticism	érotisme	noun	0.97
educating	46ème	adjective	0.88
Beniamino	Duplantis	properNoun	0.98
round	arrondir	verb	0.96
celestial	céleste	adjective	0.98
Badía	Badía	properNoun	0.99
Danzig	Albia	properNoun	0.98
pretty much	assez	adverb	0.99
object	objecter	verb	0.96
fiasco	fiasco	noun	0.98
Amice	Amice	properNoun	0.99
parochial	paroissial	adjective	0.97
tuning	syntonie	noun	0.99
on sale	rocheusement	adverb	0.93
neutral	neutre	adjective	0.99
a while	aventureusement	adverb	0.96
sociolinguist	sociolinguiste	noun	0.96
television	télévisuel	adjective	1.0
Rocheleau	Rocheleau	properNoun	0.99
jihad	djihad	noun	0.99
middle-of-the-road	mitigé	adjective	0.99
ulcer	ulcère	noun	0.99
leech	sangsue	noun	0.97
interregional	interrégional	adjective	0.99
go along	aller	verb	0.83
philosophic	philosophique	adjective	0.99
Ibarretxe	Ibarretxe	properNoun	0.99
Berenguel	Berenguel	properNoun	0.99
close by	hellénistiquement	adverb	0.98
surplus	excédant	noun	0.96
cablegram	provençalisme	noun	0.95
injurious	blessant	adjective	0.93
Fernandez	Fernandez	properNoun	0.99
triacylglyceride	bête à cornes	noun	0.93
force majeure	aromathérapie	noun	0.95
pseudoscience	pseudo-science	noun	0.98
cabaret	cabaret	noun	0.85
March	mars	noun	1.0
radioimmunoassay	coralline	noun	0.98
functionalist	sandhi	noun	0.97
eosinophilia	éosinophilie	noun	0.97
Barcelonès	Barcelonès	properNoun	0.98
Generosa	Generosa	properNoun	0.99
Lescault	Lescault	properNoun	0.99
lip balm	talibanisation	noun	0.96
Craig	Craig	properNoun	0.99
interchangeably	ce jour-là	adverb	0.99
Mills	Mills	properNoun	0.95
tactic	tactique	noun	1.0
Blanch	Blanch	properNoun	0.99
oxidation	oxydation	noun	0.99
cardboard	cartonnage	noun	0.94
eager	anxieux	adjective	0.85
sulfanilamide	sulfanilamide	noun	0.98
selection	tri	noun	0.94
gingival	gingival	adjective	0.98
quadruped	quadrupède	adjective	0.97
originator	antihistaminique	noun	0.82
Vadillo	Vadillo	properNoun	0.99
fuzzy set	règne animal	noun	0.98
nonexistent	inexistant	adjective	0.99
twelve	douze	numeral	1.0
Gros	Gros	properNoun	0.99
serious	serieux	adjective	0.92
tract	appareil	noun	0.86
even more	d'autant plus	adverb	0.88
accentuation	accentuation	noun	0.93
in absentia	désertiquement	adverb	0.99
repudiation	répudiation	noun	0.9
aromatic	aromatique	adjective	0.95
translucent	translucide	adjective	1.0
Viviana	Viviana	properNoun	1.0
endeavour	effort	noun	0.97
drawing	dessin	noun	0.79
Jean-Bernard	Rubis	properNoun	0.98
Ayza	Ayza	properNoun	0.99
oscillation	oscillation	noun	0.99
astrologer	astrologue	noun	0.99
radiosonde	prolamine	noun	0.99
maladjusted	inadapté	adjective	0.97
clever	prêt	adjective	0.92
Evoy	Evoy	properNoun	0.99
laurel	laurier	noun	0.99
bandwidth	OMM	noun	0.96
canvas	toile	noun	0.97
Mucci	Mucci	properNoun	0.99
jam	engorgement	noun	0.95
for control purposes	à fortiori	adverb	0.99
Déodat	Bidasoa	properNoun	0.99
zoning	barycentre	noun	0.8
Barber	Barber	properNoun	0.99
coup d'état	putsch	noun	0.99
Guay	Guay	properNoun	0.99
blackjack	alexine	noun	0.98
McDonnell	McDonnell	properNoun	0.98
vitrectomy	vitrectomie	noun	0.98
Deacon	Deacon	properNoun	0.99
polyposis	glossotomie	noun	0.99
Aguilar	Aguilar	properNoun	0.96
ultimate	définitif	adjective	0.97
black	nègre	noun	0.97
unconstitutionally	inconstitutionnellement	adverb	0.99
mix	mélange	noun	0.99
Nauru	Nauru	properNoun	0.97
living	vivant	adjective	0.98
sadist	sadique	noun	0.98
Hamon	Hamon	properNoun	0.99
Rosales	Rosales	properNoun	0.99
trichomoniasis	amblyope	noun	0.99
Manoukian	Manoukian	properNoun	0.99
good-looking	chouet	adjective	0.99
Iberia Ashland	Tchita	properNoun	0.98
device	agrès	noun	0.97
fleet	convoi de navires	noun	0.92
Karenina	Karenina	properNoun	0.99
throw	jeter	verb	0.97
Norno	Zuasti	properNoun	0.99
hepatology	hépatologie	noun	0.98
Cases	Cases	properNoun	0.99
Almagro	Almagro	properNoun	0.98
rumour	coter en bourse	verb	0.92
megalith	mégalithe	noun	0.97
Martucci	Martucci	properNoun	0.99
Dalia	Dalia	properNoun	0.99
archiphoneme	archiphonème	noun	0.98
immunoprecipitation	mesure de Dirac	noun	0.99
astrology	astrologie	noun	0.99
speaker	haut-parleur	noun	0.97
table a motion	épuiser par la souffrance	verb	0.98
fistula	fistule	noun	0.97
Hilda	Hilda	properNoun	0.99
Talia	Talia	properNoun	0.99
Palos	Palos	properNoun	0.98
pounce	sauter	verb	0.9
essentially	essentiellement	adverb	0.96
Muria	Muria	properNoun	0.99
cellulose	cellulose	noun	0.98
tracheotomy	biofilm	noun	0.83
image	image	noun	0.96
ventilation	ventilation	noun	0.99
endoplasmic	endoplasmique	adjective	0.99
repetitive	répétitif	adjective	0.93
Renault	Renault	properNoun	0.98
expire	expirer	verb	0.94
irrigate	irriguer	verb	0.98
invoice	facturer	verb	0.99
remove	enlever	verb	0.94
pray	prier de	verb	0.95
Soria	Soria	properNoun	0.96
decrescendo	fumeusement	adverb	0.98
ugly	laid	adjective	1.0
solemnity	solemnité	noun	0.99
virtual	virtuel	adjective	0.98
corpus-based machine translation	larvicide	noun	0.98
Pavel	Pavel	properNoun	0.96
potassium	potassium	noun	1.0
trochiter	prix Goncourt	noun	0.99
pint	pinte	noun	0.99
shortening	raccourcissement	noun	0.94
Belen	Belen	properNoun	0.99
aureole	auréole	noun	0.96
Beaudreault	Beaudreault	properNoun	0.99
remember	souvenir	verb	0.99
presence	présence	noun	0.98
breast	sein	noun	0.99
Guijarro	Guijarro	properNoun	0.97
disable	rendre impossible	verb	0.92
down below	en bas	adverb	0.99
assessment	évaluation	noun	0.98
disconnector	piste de dance	noun	0.98
van	fourgon	noun	0.98
joint	junte	noun	0.92
anti-doping laboratory	Go	noun	0.98
Hawkins	Hawkins	properNoun	0.99
phony	cachemirien	adjective	0.87
plunge	immergir	verb	0.92
over time	voilà tout	adverb	0.87
Fortune 500	Commission européenne	properNoun	0.98
Weightman	Weightman	properNoun	0.99
Dieujuste	Dieujuste	properNoun	0.99
Xiaoping	Xiaoping	properNoun	0.99
detection	détection	noun	0.98
Waterford	Thionville	properNoun	0.99
disrespect	exogamie	noun	0.92
Rial	Rial	properNoun	0.99
bloodsucker	sangsue	noun	0.97
purple	pourpre	noun	1.0
metatarsus	VW	noun	0.98
uppermost	super	adverb	0.98
distress	affliction	noun	0.97
Paquita	Paquita	properNoun	0.99
lady	sire	noun	0.99
cytodiaeresis	stratégie par le bas	noun	0.99
Iorio	Iorio	properNoun	0.99
Clifton	Énéide	properNoun	0.99
Telly	Telly	properNoun	0.99
accomplish	accomplir	verb	0.91
Newton	Newton	properNoun	0.99
stride	UNICEF	noun	0.67
Montgomery	Montgomery	properNoun	0.96
redeem	racheter	verb	0.88
Juan de Dios	Juan de Dios	properNoun	0.99
Myrand	Myrand	properNoun	0.99
constituent	électeur	noun	0.88
Meroño	Meroño	properNoun	0.99
act	acte	noun	0.91
Pete	Pete	properNoun	0.99
camp	campement	noun	0.94
from nowhere	syntagmatiquement	adverb	0.99
paralinguistic	tensoriel	adjective	0.94
blender	mixer	noun	0.91
Niahim	Niahim	properNoun	0.99
at the front	pré	adverb	0.99
pad	plateforme	noun	0.84
chronometer	chronomètre	noun	0.99
opotherapy	opothérapie	noun	0.99
lean	épauler	verb	0.89
modifiable	cisjordanien	adjective	0.78
Mercury	Mercure	properNoun	0.98
feasible	faisable	adjective	0.99
aquarium	aquarium	noun	1.0
elect	opter	verb	0.99
serge	relation publique	noun	0.98
compact	compacter	verb	0.89
cochlea	escargot	noun	0.96
unreliable	gilbertin	adjective	0.93
wall in	entourer de murailles	verb	1.0
Garnier	Garnier	properNoun	0.99
from Alicante	d'Alicante	adjective	0.95
seamlessly	combativement	adverb	0.99
outdoor	extérieur	adjective	0.99
proportionality	proportionnalité	noun	0.97
Deza	Deza	properNoun	0.98
immunocyte	sympathectomie	noun	0.99
smooth	radoucir	verb	0.95
Bosnia	Bosnie	properNoun	1.0
intense	intense	adjective	0.95
cater	pourvoir	verb	0.99
Falmouth	Garibai	properNoun	0.99
biologically	biologiquement	adverb	0.98
scholar	boursier	noun	0.96
Boisclair	Boisclair	properNoun	0.99
Daponte	Daponte	properNoun	0.99
Ribé	Ribé	properNoun	0.99
terrorist	terroriste	adjective	1.0
culpability	culpabilité	noun	0.93
fibric	canado	adjective	0.98
Hélie	Hélie	properNoun	0.99
equalise	égaler	verb	0.92
Dellicolli	Dellicolli	properNoun	0.99
volatile	volatil	adjective	0.9
Freedman	Freedman	properNoun	0.99
entertainment	divertissement	noun	0.98
compressibility	compressibilité	noun	0.97
superluminal	superluminique	adjective	0.99
ride	balade	noun	0.98
Carthage	Carthage	properNoun	0.98
Acucio	Charlène	properNoun	0.99
Elario	Monts ibériques	properNoun	0.99
alphabet	alphabète	noun	0.98
stoma	stomate	noun	0.96
Renee	Renee	properNoun	0.99
Enfield	Monts de Transcaucasie	properNoun	0.99
decile	cinq sens	noun	0.98
hardship	chagrin	noun	0.83
there	par-là	adverb	0.99
aperture	ouverture	noun	0.97
Yeung	Yeung	properNoun	0.99
then	lors	adverb	0.99
gangster	Apache	noun	0.76
ischium	climatothérapie	noun	0.95
cure	chapelain	noun	0.92
draught	gorgée	noun	0.95
decrypt	mettre en commentaire	verb	0.98
constrained	hésitant	adjective	0.87
Goyer	Goyer	properNoun	0.98
dative	datif	adjective	0.99
on an individual basis	individuellement	adverb	1.0
Rodecinda	Rodecinda	properNoun	0.99
Noel Stefani	Bègles	properNoun	0.99
galaxy	galaxie	noun	1.0
iridoparalysis	atacamite	noun	0.99
Vasari	Vasari	properNoun	0.99
Landelino	Cy Twombly	properNoun	0.99
diet	régime	noun	0.96
enclosed	fermé	adjective	0.95
fibrinolysis	fibrinolyse	noun	0.99
mussel	moule	noun	0.95
multiplicity	multiplicité	noun	0.94
Gifford	Gifford	properNoun	0.98
Keeling	Keeling	properNoun	0.98
know	savoir	verb	0.98
frontal	frontal	adjective	0.94
break	être intermittent	verb	0.98
Ebert	Ebert	properNoun	0.98
edition	édition	noun	0.96
fascism	fascisme	noun	0.99
hemoagglutination	ballastière	noun	0.97
sedation	sédation	noun	0.95
muon	alésoir	noun	0.99
asymptote	asymptote	noun	0.9
Fons	Fons	properNoun	0.99
founder	fondateur	noun	1.0
homogenise	homogénéiser	verb	0.93
ratification	ratification	noun	0.95
adjust	changer	verb	0.85
servoamplifier	stratégie par le bas	noun	0.99
Leonor	Leonor	properNoun	0.93
Trujillo	Trujillo	properNoun	0.97
triangulation	triangulation	noun	0.96
trade name	taux de loyer	noun	0.97
secant	porte-greffe	noun	0.98
someone	quelqu'un	pronoun	0.98
semiaquatic	choréographique	adjective	0.98
Al Gore	Al Gore	properNoun	0.97
Camryn	Camryn	properNoun	0.99
reservation	réservation	noun	0.97
behind	derrière	adverb	0.99
Park	Park	properNoun	0.99
Flamsteed	Flamsteed	properNoun	0.99
bed	lit	noun	0.98
without exception	vitreusement	adverb	0.99
careenage	effet dans la gestion de l'encaissement	noun	0.99
below	sous	adverb	0.99
ČSSD	Pragois	noun	0.98
subcommittee	parallélogramme	noun	0.67
Victoriana	Victoriana	properNoun	0.99
superelevation	borderie	noun	0.94
Guarnizo	Guarnizo	properNoun	0.99
sit down	faire asseoir	verb	0.98
compass	boussole	noun	0.96
Chris	Chris	properNoun	0.98
Cornwallis	Cornwallis	properNoun	0.98
in sum	tout compte fait	adverb	0.89
Calafell	Calafell	properNoun	0.96
greeting	salutation	noun	0.98
blindworm	territoire communal	noun	0.97
Apertium	Apertium	properNoun	0.99
Guangdong	Brant	properNoun	0.99
Gurrera	Gurrera	properNoun	0.99
Calixta	Calixta	properNoun	0.99
ashlar	pierre de taille	noun	0.98
Aniano	Garibai	properNoun	0.99
Nerea	Nerea	properNoun	0.97
inspection	inspection	noun	0.99
Jahiem	Diwan	properNoun	0.99
Espallargas	Espallargas	properNoun	0.99
compilation	compilation	noun	0.99
canonization	canonisation	noun	0.96
even so	cependant	subordinatingConjunction	0.99
epic	épopée	noun	0.98
Domènech	Domènech	properNoun	0.99
Charlemagne	Carloman	properNoun	0.99
Vilagrán	Vilagrán	properNoun	0.99
sedition	sédition	noun	1.0
milking	traite	noun	0.97
Gillet	Gillet	properNoun	0.99
Maximilian	Philippe II	properNoun	0.98
cross-eyed	strabique	adjective	0.89
day	journée	noun	0.98
candidate	candidat	noun	0.97
Vlentina	Vlentina	properNoun	0.99
hydrothermal	hydrothermal	adjective	0.99
discriminate	discriminer	verb	0.94
sumptuary	vitrocéramique	adjective	0.9
hemoblast	ADIL	noun	0.99
Rosarito	Rosarito	properNoun	0.99
ethylcellulose	cerisaie	noun	0.99
Simona	Simona	properNoun	0.99
Tandy	Lac d'Annecy	properNoun	0.99
pyrenoid	espérantologiste	noun	0.94
dusk	crépuscule	noun	0.98
synthesis	synthèse	noun	0.92
Julvé	Julvé	properNoun	0.99
Mendonca	Mendonca	properNoun	0.99
toning	endos	noun	0.92
New Delhi	New Delhi	properNoun	1.0
outline	croquis	noun	0.96
Masana	Masana	properNoun	0.99
up until then	jusque-là	adverb	0.99
Ageo	Koltès	properNoun	0.99
Lévesque	Lévesque	properNoun	0.99
self-criticism	autocritique	noun	0.89
Pinós	Pinós	properNoun	0.99
fragment	fragmenter	verb	0.98
Apple	Apple	properNoun	0.98
rush	hâte	noun	0.96
coffin	cercueil	noun	1.0
desulphurise	mettre la charrue devant les boeufs	verb	0.99
farming	agriculture	noun	0.97
Bernat Mas	Podolie	properNoun	0.99
far too long	asystématiquement	adverb	0.99
tuner	programme de configuration	noun	0.85
canalisation	canalisation	noun	0.93
in dire straits	avant-hier midi	adverb	0.94
in detail	en détail	adverb	0.98
rise	soulevèment	noun	0.95
Aubrie	Aubrie	properNoun	0.99
oxidation-reduction	confiturerie	noun	0.99
Malet	Malet	properNoun	0.99
Louisjeune	Louisjeune	properNoun	0.99
prominently	sociablement	adverb	0.9
Ramón Grau	Urtiaga	properNoun	0.99
tolerable	tolérable	adjective	0.96
Picotin	Picotin	properNoun	0.99
Margarit	Margarit	properNoun	0.99
Dorothy	Dorothy	properNoun	0.99
ironic	ironique	adjective	0.99
Dembski	Dembski	properNoun	0.99
servomotor	servomoteur	noun	0.99
Masoretic	hindoustani	adjective	0.99
erroneously	à faux	adverb	0.98
lactiferous	arbitrable	adjective	0.92
go down	redescendre	verb	0.99
patrol	iréniste	adjective	0.94
Valdez	Valdez	properNoun	0.99
Vilamala	Vilamala	properNoun	0.99
negation	négation	noun	0.93
contiguity	contigüité	noun	0.96
Jovino	Muldworf	properNoun	0.99
Joy	Joy	properNoun	0.98
temporality	temporalité	noun	0.99
Bethesda Softworks	Bethesda Softworks	properNoun	0.99
niobium	niobium	noun	0.99
considerably	considérablement	adverb	1.0
impede	empêcher	verb	0.9
statically	statiquement	adverb	0.97
splendour	splendeur	noun	0.94
morphometric	hétéroparental	adjective	0.94
presage	présager	verb	0.94
ode	ode	noun	0.98
for my part	en juin	adverb	0.73
Bogota	Bogota	properNoun	0.98
Lutfy	Lutfy	properNoun	0.98
Praetorian	prétorien	adjective	0.99
vocalisation	vocalisation	noun	0.91
Millie	Millie	properNoun	0.99
inspect	inspecter	verb	0.97
Malory	Malory	properNoun	0.99
nuisance	raseur	noun	0.9
good-for-nothing	inutile	noun	0.91
digitise	digitaliser	verb	0.99
Nicaraguan	nicaraguayen	noun	0.92
to the detriment of	en dépit de	preposition	0.89
Gaëtan	Sportline	properNoun	0.99
Paul	Paul	properNoun	0.99
Chiasson	Chiasson	properNoun	0.99
courteously	poliment	adverb	0.99
tunnel boring machine	attelage	noun	0.99
along general lines	explicativement	adverb	0.81
stupidity	stupidité	noun	0.99
Savion	Alaksi	properNoun	0.99
Arnan	Arnan	properNoun	0.99
ambient	environnemental	adjective	0.99
melomaniac	hydromorphe	adjective	0.89
Grandbois	Grandbois	properNoun	0.99
criminally	criminellement	adverb	0.95
independently	indépendamment	adverb	0.96
clothes	vêtement	noun	0.97
men's team	extrémum	noun	0.97
corporally	corporellement	adverb	0.97
conscription	crânerie	noun	0.86
Rina	Rina	properNoun	0.96
unnaturally	nez à nez	adverb	0.99
most of the summer	en cas d'urgence	adverb	0.98
immunoselection	défavorisé	noun	0.99
Jinping	Jinping	properNoun	0.99
Olivé	Olivé	properNoun	0.99
defenceless	nucléotidique	adjective	0.68
Pelayo	Pelayo	properNoun	0.96
Senegalese	sénégalais	adjective	0.93
bind	brocher	verb	0.96
Carlos Casares	pyramide Carstensz	properNoun	0.98
individualised	cénomanien	adjective	0.95
young	jeune	adjective	0.97
conoidal	biennois	adjective	0.96
officer	agent	noun	0.94
hemidemisemiquaver	dermaptère	noun	0.93
penal	pénale	adjective	0.98
monochord	nord-occidental	noun	0.99
Willy	Willy	properNoun	0.94
Laredo	Laredo	properNoun	1.0
Trace	Maurane	properNoun	0.99
roving	ambulant	adjective	0.9
biennium	deux ans	noun	0.94
Paraguayan	Paraguayen	noun	0.99
thermodynamics	thermodynamique	noun	0.95
make up	confectionner	verb	0.93
Duchesneau	Duchesneau	properNoun	0.99
apperception	aperception	noun	0.99
Fernão	Orvault	properNoun	0.97
Perfecta	Perfecta	properNoun	0.99
proconsul	proconsul	noun	0.97
Encarnación	Encarnación	properNoun	0.94
smoker	fumeur	noun	1.0
Forrest	Forrest	properNoun	0.98
repayment	remboursement	noun	0.96
humor	humour	noun	0.99
efficiency	efficacité	noun	0.97
from coast to coast	de toutes ses forces	adverb	0.96
respect	respect	noun	0.99
performance	rendement	noun	0.86
Peix	Peix	properNoun	0.99
Marko	Fresnes	properNoun	0.96
electrovalve	commission de contrôle	noun	0.98
Ruz	Ruz	properNoun	0.99
Malko	Malko	properNoun	0.99
a few	quelques uns	pronoun	0.93
Rabbitskin	Rabbitskin	properNoun	0.99
jade	jade	noun	1.0
estrangement	distanciation	noun	0.97
Wido	macintosh	properNoun	0.99
storm	porter atteinte à	verb	0.94
brilliance	luminosité	noun	0.85
Sidonia	Sidonia	properNoun	0.99
self-portrait	auto-portrait	noun	0.98
Closa	Closa	properNoun	0.99
House of Representatives	coésite	noun	0.98
hobby	passe-temps	noun	0.96
departamental	départemental	adjective	0.99
Gort	Gort	properNoun	0.98
in a jiffy	sitôt	adverb	0.84
Dumaresq	Dumaresq	properNoun	0.99
mycosis	illyrien	noun	0.96
notch	entailler	verb	0.76
coagulability	coagulabilité	noun	0.99
hexafluoride	hexafluorure	noun	0.99
mark	faire signe	verb	0.97
Masachs	Masachs	properNoun	0.99
at their request	présentement	adverb	0.77
Brest-Litovsk	Bidasoa	properNoun	0.99
Circassian	technico	adjective	0.95
regenerative	régénératif	adjective	0.99
Arcas	Arcas	properNoun	0.96
Verna	Verna	properNoun	0.99
doughnut	beignet	noun	0.8
Chancellorsville	Flevoland	properNoun	0.99
wrench	clou	noun	0.94
scarlet	écarlate	noun	0.98
archaeologist	archéologue	noun	0.97
volt	volt	noun	0.99
identically	identiquement	adverb	0.97
Emilie	Emilie	properNoun	0.98
Marcone	Marcone	properNoun	0.99
transparently	honnêtement	adverb	0.73
topically	topiquement	adverb	1.0
fictionism	thérapside	noun	0.99
any	certains	pronoun	0.96
swap	permuter	verb	0.93
Aristarco	Evry	properNoun	0.99
delay	attarder	verb	1.0
lifeless	inerte	adjective	0.96
vulcanologist	vulcanologue	noun	0.99
Fajardo	Fajardo	properNoun	0.96
wear	usure	noun	0.98
attest	attester	verb	1.0
Your Royal Highness	aurore australe	noun	0.97
Nelly	Nelly	properNoun	0.95
fiscally	fiscalement	adverb	0.98
ski	ski	noun	1.0
Aquitaine	Aquitaine	properNoun	0.97
wall	pisé	noun	0.98
ichthyology	ichtyologie	noun	0.96
presumable	présumable	adjective	0.98
totalitarianism	totalitarisme	noun	0.99
Christianization	christianisation	noun	0.95
inadmissibility	onyx	noun	0.92
audacity	audace	noun	0.99
ridicule	ridiculiser	verb	0.94
rugometer	télougou	noun	0.98
singular	singulier	adjective	0.83
Bonnie	Bonnie	properNoun	0.98
Peruga	Peruga	properNoun	0.99
denudation	dénudation	noun	0.98
Moine	Moine	properNoun	0.99
Marion	Marion	properNoun	0.97
dissonant	dissonant	adjective	0.94
Efrain	Arvydas	properNoun	0.99
Cappadocia	Cappadoce	properNoun	0.98
Machado	Machado	properNoun	0.97
Nolin	Nolin	properNoun	0.99
move away	éloigner	verb	0.82
Arpa	Arpa	properNoun	0.99
Talía	Talía	properNoun	0.99
Garin	Garin	properNoun	0.98
Cunha	Cunha	properNoun	0.99
mesencephalon	ectoprocte	noun	0.86
sharecropper	fermier	noun	0.84
PlayStation 4	PlayStation 4	properNoun	0.99
Haines	Haines	properNoun	0.99
Lorange	Lorange	properNoun	0.99
brush	pinceau	noun	0.95
overseas	outre-mer	adverb	0.86
constitutive	constitutif	adjective	0.96
biopic	outremer	noun	0.99
Enoc	Trentin-Haut-Adige	properNoun	0.98
Jawad	Jawad	properNoun	0.99
Durrës	Duda	properNoun	0.97
Devonian	dévonien	adjective	0.99
Macie	Macie	properNoun	0.99
recommend	prôner	verb	0.97
proportionally	proportionnellement	adverb	0.99
Laporte	Laporte	properNoun	0.99
Horowitz	Horowitz	properNoun	0.99
holograph	fétichisation	noun	0.99
Caouette	Caouette	properNoun	0.99
sing	chanter	verb	0.98
often	souvent	adverb	0.99
vaporise	vaporiser	verb	0.76
oleoplast	cotangente hyperbolique	noun	0.99
somersault	cumulet	noun	0.94
enough	assez	adverb	1.0
Nicolaus	Houilles	properNoun	0.99
bronze	bronzer	verb	0.96
Dativa	Dativa	properNoun	0.99
drop	abaisser	verb	0.91
recall	se souvenir	verb	0.92
Australasian	hydraté	adjective	0.99
figure	représenter	verb	0.86
Blado	le Drian	properNoun	0.99
thirty-first	trente et unième	adjective	0.99
flawed	défectueux	adjective	0.98
endothermic	endothermique	adjective	0.96
Aslan	Izaite	properNoun	0.99
exhumation	exhumation	noun	0.91
koine	koinè	noun	0.95
cigarette	cigarette	noun	1.0
romanization	romanisation	noun	0.99
Srivijaya	Elkargi	properNoun	0.99
Jesús	Jesús	properNoun	1.0
Trinitario	Pichichi	properNoun	0.99
Wesley	Wesley	properNoun	0.99
Santa	Santa	properNoun	0.95
finally	enfin	adverb	0.99
Zaragoza	Saragosse	properNoun	0.98
lockout	gaïacol	noun	0.98
micromodule	quota de production	noun	0.99
balancemeter	hue	noun	0.99
sandbinder	membre fondateur	noun	0.99
monoblast	gérontologue	noun	0.99
estropadak	bombe à retardement	noun	0.98
Roso	Roso	properNoun	0.99
ravage	dévaster	verb	0.86
Teodocio	Lacédémone	properNoun	0.99
in a minute	égoïstement	adverb	0.97
miniaturisation	origami	noun	0.83
electrogravimetry	assistance vidéo à l'arbitrage	noun	0.99
organic	organique	adjective	0.99
Poulin	Poulin	properNoun	0.99
next December	coopérativement	adverb	0.64
hurt	faire mal	verb	0.99
Mompart	Mompart	properNoun	0.99
McVie	McVie	properNoun	0.99
Akemi	Akemi	properNoun	0.99
receiver	auriculaire	noun	0.8
Mera	Mera	properNoun	0.99
syndicated share	enstatite	noun	0.99
Protagoras	Protagoras	properNoun	0.99
in all fairness	prospectivement	adverb	0.98
Moldovan	moldave	adjective	0.96
per person	triplement	adverb	0.62
the next Tuesday	droitement	adverb	0.64
layer	cape	noun	0.95
Mandelson	Mandelson	properNoun	0.97
hypercapnia	matrice d'application linéaire	noun	0.99
meantime	entre-temps	adverb	1.0
