propietario_noun	proprietário_noun
perezoso_adjective	preguiçoso_adjective
inducción_noun	indução_noun
acontecimiento_noun	acontecimento_noun
calefacción_noun	calefacção_noun
reponer_verb	repor_verb
fuga_noun	vazamento_noun
cantidad_noun	quantidade_noun
ejemplar_noun	instância_noun
charla_noun	palestra_noun
debatir_verb	debater_verb
novio_noun	namorado_noun
tributar_verb	tributar_verb
paramétrico_adjective	paramétrico_adjective
activación_noun	activação_noun
niño_noun	menino_noun
presuntamente_adverb	supostamente_adverb
sobrevenir_verb	sobrevir_verb
innecesario_adjective	desnecessário_adjective
óptimamente_adverb	optimamente_adverb
cooperativismo_noun	cooperativismo_noun
categóricamente_adverb	categoricamente_adverb
banco-central-europeo_propernoun	banco-central-europeu_propernoun
abrazadera_noun	abraçadeira_noun
endogeneidad_noun	endogeneidade_noun
nariz_noun	nariz_noun
en-lo-alto_adverb	no-alto_adverb
callar_verb	calar_verb
resguardar_verb	resguardar_verb
veintitrés_numeral	vinte-e-três_numeral
invasión_noun	invasão_noun
embarcación_noun	embarcação_noun
don_noun	dom_noun
diccionario_noun	dicionário_noun
solicitud_noun	solicitude_noun
unctad_propernoun	unctad_propernoun
irracional_adjective	irracional_adjective
marinamente_adverb	marinhamente_adverb
cuadragésimamente_adverb	quadragesimamente_adverb
ceñir_verb	cingir_verb
topónimo_noun	topônimo_noun
ensamblar_verb	montar_verb
euroliga_propernoun	euroliga_propernoun
santander_propernoun	santander_propernoun
legítimamente_adverb	legitimamente_adverb
bulgaria_propernoun	bulgária_propernoun
cosido_adjective	com-costura_adjective
nacientemente_adverb	nascentemente_adverb
aparear_verb	juntar_verb
fracaso_noun	falhanço_noun
veinticuatro_numeral	vinte-e-quatro_numeral
duton_propernoun	duton_propernoun
ghazzaoui_propernoun	ghazzaoui_propernoun
oportunista_adjective	oportunista_adjective
merced_noun	graça_noun
acudir_verb	ir_verb
intervenir_verb	intervir_verb
estimado_noun	prezado_noun
subentidad_noun	subentidade_noun
inflexiblemente_adverb	inflexivelmente_adverb
éxito_noun	sucesso_noun
configuración_noun	configuração_noun
murray_propernoun	murray_propernoun
web_noun	site_noun
condicionante_adjective	condicionante_adjective
figueiredo_propernoun	figueiredo_propernoun
sobremanera_adverb	sobremaneira_adverb
suicidio_noun	suicídio_noun
vaciar_verb	esvaziar_verb
vivencia_noun	vivência_noun
gipsyking_propernoun	gipsyking_propernoun
cola_noun	fila_noun
servicialmente_adverb	serviçalmente_adverb
reaccionar_verb	reagir_verb
delantero_noun	atacante_noun
ocasión_noun	ocasião_noun
pozuelo_propernoun	pozuelo_propernoun
degeneración_noun	degeneração_noun
penalti_noun	pênalti_noun
inclusión_noun	inclusão_noun
innovar_verb	inovar_verb
interesante_adjective	interessante_adjective
protuberancia_noun	protuberância_noun
rediseñar_verb	redesenhar_verb
indisolublemente_adverb	indissoluvelmente_adverb
amaral_propernoun	amaral_propernoun
cumbre_noun	cimeira_noun
estación_noun	estação_noun
excentricidad_noun	excentricidade_noun
vulnerable_adjective	vulnerável_adjective
aula_noun	sala_noun
koehler_propernoun	koehler_propernoun
presumidamente_adverb	vaidosamente_adverb
podridamente_adverb	podremente_adverb
flotación_noun	flutuação_noun
utilizablemente_adverb	utilizavelmente_adverb
primer_adjective	primeiro_adjective
escasamente_adverb	escassamente_adverb
posición_noun	posição_noun
payasada_noun	palhaçada_noun
superposición_noun	sobreposição_noun
israelí_noun	israelense_noun
lamer_verb	lamber_verb
originalidad_noun	originalidade_noun
acerca-de_preposition	a-respeito-de_preposition
encamp_propernoun	encamp_propernoun
mafia_noun	máfia_noun
guión_noun	roteiro_noun
infracción_noun	infração_noun
empalmar_verb	juntar_verb
adelante_adverb	adiante_adverb
bel_propernoun	bel_propernoun
inimaginablemente_adverb	inimaginavelmente_adverb
redimensionar_verb	redimensionar_verb
forasteramente_adverb	forasteiramente_adverb
generación_noun	geração_noun
uña_noun	unha_noun
mil_numeral	milhar_numeral
huso_noun	fuso_noun
cohesión_noun	coesão_noun
pulmón_noun	pulmão_noun
ruta_noun	rota_noun
despertar_verb	acordar_verb
a-palabras-necias-oídos-sordos_adverb	não-dar-ouvidos-a-bobagens_adverb
arabia-saudí_propernoun	arábia-saudita_propernoun
minúsculamente_adverb	minusculamente_adverb
mixto_adjective	misto_adjective
penúltimamente_adverb	penultimamente_adverb
insosteniblemente_adverb	insustentavelmente_adverb
esporádicamente_adverb	esporadicamente_adverb
objeto_noun	objeto_noun
ryder_propernoun	ryder_propernoun
españolamente_adverb	espanholamente_adverb
cobardía_noun	covardia_noun
reelegir_verb	reeleger_verb
despedazar_verb	despedaçar_verb
gordura_noun	peso_noun
consejero_noun	pelouro_noun
horario_noun	horário_noun
ferguson_propernoun	ferguson_propernoun
tabique_noun	tabique_noun
shimell_propernoun	shimell_propernoun
roncamente_adverb	roucamente_adverb
exaltar_verb	exaltar_verb
viernes_noun	sexta-feira_noun
cgu_propernoun	cgu_propernoun
anexionar_verb	anexar_verb
exilio_noun	exílio_noun
a-medida_adverb	sob-medida_adverb
bronce_noun	bronze_noun
cad_propernoun	cad_propernoun
prevención_noun	prevenção_noun
p_noun	p_noun
identidad_noun	identidade_noun
armonización_noun	harmonização_noun
crónico_adjective	crônico_adjective
converger_verb	convergir_verb
asignación_noun	atribuição_noun
emergencia_noun	emergência_noun
sectorial_adjective	sectorial_adjective
disipar_verb	dissipar_verb
envidiar_verb	invejar_verb
textil_adjective	têxtil_adjective
fan_noun	fã_noun
prescribir_verb	prescrever_verb
comprensible_adjective	compreensível_adjective
llano_adjective	plano_adjective
vergüenza_noun	vergonha_noun
atención_noun	atendimento_noun
en-vez-de_preposition	ao-invés-de_preposition
protector_adjective	protector_adjective
inmunemente_adverb	imunemente_adverb
virgem_propernoun	virgem_propernoun
desigual_adjective	desigual_adjective
duradero_adjective	duradouro_adjective
armónico_adjective	harmônico_adjective
macroeconómico_adjective	macroeconômico_adjective
saturación_noun	saturação_noun
verdura_noun	verdura_noun
peñasco_noun	penhasco_noun
traviesamente_adverb	travessamente_adverb
convertidor_noun	conversor_noun
sin-embargo_subordinatingconjunction	porém_subordinatingconjunction
prosperidad_noun	prosperidade_noun
motriz_adjective	motriz_adjective
detestablemente_adverb	detestavelmente_adverb
masía_noun	herdade_noun
frecuencia_noun	frequência_noun
actual_adjective	actual_adjective
lector_noun	leitor_noun
proporcionalidad_noun	proporcionalidade_noun
gran_adjective	grande_adjective
lealtad_noun	lealdade_noun
per-cápita_adjective	per-capita_adjective
incomprendidamente_adverb	incompreendidamente_adverb
exactitud_noun	exactidão_noun
caminante_noun	caminhante_noun
collar_noun	colar_noun
herrero_noun	ferreiro_noun
salpicadura_noun	respingo_noun
reminiscencia_noun	reminiscência_noun
volcánico_adjective	vulcânico_adjective
evaluar_verb	avaliar_verb
hombro_noun	ombro_noun
acceso_noun	acesso_noun
nonagésimamente_adverb	nonagesimamente_adverb
balancear_verb	balançar_verb
afectuosamente_adverb	afetuosamente_adverb
cercanamente_adverb	proximamente_adverb
mucho-más_adverb	bem-mais_adverb
racionalización_noun	racionalização_noun
valuar_verb	avaliar_verb
italia_propernoun	itália_propernoun
peligro_noun	perigo_noun
tutelar_verb	tutelar_verb
astronómicamente_adverb	astronomicamente_adverb
xml_propernoun	xml_propernoun
provincia_noun	província_noun
peronella_propernoun	peronella_propernoun
odum_propernoun	odum_propernoun
interminablemente_adverb	interminavelmente_adverb
ineficiente_adjective	ineficiente_adjective
cesr_propernoun	cesr_propernoun
importador_noun	importador_noun
hincha_noun	torcedor_noun
esquizofrénico_noun	esquizofrênico_noun
remoción_noun	remoção_noun
auditorio_noun	auditório_noun
alterno_adjective	alterno_adjective
patentar_verb	patentear_verb
tetraedro_noun	tetraedro_noun
familiarizar_verb	familiarizar_verb
gris_noun	cinza_noun
variedad_noun	variedade_noun
batir_verb	bater_verb
inyectar_verb	injectar_verb
de-mala-gana_adverb	de-má-vontade_adverb
manera_noun	maneira_noun
dotación_noun	dotação_noun
apolónia_propernoun	apolónia_propernoun
romanticismo_noun	romantismo_noun
acreditación_noun	acreditação_noun
roscador_noun	autorroscante_noun
estómago_noun	estômago_noun
puerto_noun	porto_noun
noticia_noun	notícia_noun
groseramente_adverb	grosseiramente_adverb
bfdf_propernoun	bfdf_propernoun
pasar-verguenza_verb	pagar-mico_verb
expresamente_adverb	expressamente_adverb
tdr_propernoun	tdr_propernoun
inherentemente_adverb	inerentemente_adverb
estatura_noun	estatura_noun
arrastrar_verb	arrastar_verb
moño_noun	laço_noun
abstracción_noun	abstração_noun
líquidamente_adverb	liqüidamente_adverb
paraguayo_noun	paraguaio_noun
plantación_noun	plantação_noun
bus_noun	ônibus_noun
forzosamente_adverb	forçosamente_adverb
oreja_noun	orelha_noun
ff_noun	ff_noun
librero_noun	livreiro_noun
financiación_noun	financiamento_noun
iraquí_adjective	iraquiano_adjective
tras_preposition	trás_preposition
reunión_noun	reunião_noun
suelo_noun	chão_noun
sintetizar_verb	sintetizar_verb
abstracción_noun	abstracção_noun
factible_adjective	factível_adjective
preguntar_verb	perguntar_verb
por-qué_adverb	por-que_adverb
aumentado_adjective	aumentado_adjective
generalidad_noun	generalidade_noun
dar-las-gracias_verb	agradecer_verb
museo_noun	museu_noun
beta_noun	beta_noun
coger_verb	segurar_verb
simbólicamente_adverb	simbolicamente_adverb
encadenamiento_noun	encadeamento_noun
emídio_propernoun	emídio_propernoun
niebla_noun	nevoeiro_noun
marlene_propernoun	marlene_propernoun
enumerar_verb	listar_verb
sorprendentemente_adverb	surpreendentemente_adverb
seducción_noun	sedução_noun
coordinadamente_adverb	coordenadamente_adverb
engranaje_noun	engrenagem_noun
sobrecarga_noun	sobrecarga_noun
con-vosotros_pronoun	convosco_pronoun
diecisiete_numeral	dezassete_numeral
ojeada_noun	olhadela_noun
cm_noun	cm_noun
espectacularmente_adverb	espectacularmente_adverb
carné-de-conducir_noun	carta-de-condução_noun
veintinueve_numeral	vinte-e-nove_numeral
progreso_noun	progresso_noun
notificación_noun	notificação_noun
myspace_propernoun	myspace_propernoun
cilindro_noun	cilindro_noun
sinde_propernoun	sinde_propernoun
invocación_noun	invocação_noun
inutilizar_verb	inutilizar_verb
hebra_noun	fibra_noun
cañón_noun	canhão_noun
niebla_noun	névoa_noun
sanción_noun	sanção_noun
min_noun	min_noun
incurrir_verb	incorrer_verb
listamente_adverb	prontamente_adverb
prestar_verb	emprestar_verb
enteramente_adverb	inteiramente_adverb
fortificación_noun	fortificação_noun
subcarpeta_noun	subpasta_noun
indispensablemente_adverb	indispensavelmente_adverb
sucedáneamente_adverb	sucedaneamente_adverb
saip_propernoun	saip_propernoun
indemnización_noun	indemnização_noun
ofertar_verb	oferecer_verb
borde_noun	borda_noun
depresión_noun	depressão_noun
eléctrico_adjective	eléctrico_adjective
soberanía_noun	soberania_noun
incumplimiento_noun	não_cumprimento_noun
presión_noun	pressão_noun
valle_noun	vale_noun
diámetro_noun	diâmetro_noun
moutinho_propernoun	moutinho_propernoun
sólidamente_adverb	solidamente_adverb
teleformación_noun	teleformação_noun
judicatura_noun	judiciário_noun
beso_noun	beijo_noun
enjuiciamiento_noun	ajuizamento_noun
clasificar_verb	classificar_verb
ifac_propernoun	ifac_propernoun
incumplir_verb	incumprir_verb
merced-a_preposition	graças-a_preposition
comunicacional_adjective	de-comunicação_adjective
inauguración_noun	inauguração_noun
anciano_noun	idoso_noun
cohete_noun	foguete_noun
micrómetro_noun	micrômetro_noun
inequívocamente_adverb	inequivocamente_adverb
proveedor_noun	fornecedor_noun
forzar_verb	forçar_verb
correctivo_adjective	corretivo_adjective
hero_propernoun	hero_propernoun
jugosamente_adverb	suculentamente_adverb
sometimiento_noun	submissão_noun
tendencia_noun	tendência_noun
dañar_verb	danificar_verb
absorber_verb	absorver_verb
ventana_noun	janela_noun
norteamericano_adjective	norte-americano_adjective
conejo_noun	coelho_noun
almeria_propernoun	almeria_propernoun
antecesor_noun	antecessor_noun
subjetividad_noun	subjetividade_noun
pelirrojo_adjective	ruivo_adjective
junior_propernoun	junior_propernoun
lectura_noun	leitura_noun
ciberespacio_noun	ciberespaço_noun
velatorio_noun	velório_noun
líquidamente_adverb	liquidamente_adverb
volcán_noun	vulcão_noun
protec_propernoun	protec_propernoun
a-disgusto_adverb	a-contragosto_adverb
primus_propernoun	primus_propernoun
con-respecto-a_preposition	com-respeito-a_preposition
inhibición_noun	inibição_noun
diecinueve_numeral	dezanove_numeral
revitalizar_verb	revigorar_verb
español_adjective	espanhol_adjective
optimismo_noun	otimismo_noun
evm_propernoun	evm_propernoun
interfaz_noun	interface_noun
agresor_noun	agressor_noun
por-dentro_adverb	por-dentro_adverb
aprovechar_verb	aproveitar_verb
desarenador_noun	desarenador_noun
premio_noun	prémio_noun
toro_noun	touro_noun
restitución_noun	restituição_noun
shock_noun	choque_noun
arizona_propernoun	arizona_propernoun
desmoralizar_verb	desmoralizar_verb
permiso-de-conducir_noun	carta-de-motorista_noun
bestia_noun	besta_noun
estatua_noun	estátua_noun
bailar_verb	dançar_verb
dibujar_verb	desenhar_verb
indexar_verb	indexar_verb
en-abundancia_adverb	em-abundância_adverb
relámpago_noun	relâmpago_noun
linea_noun	linha_noun
orgullo_noun	orgulho_noun
divergencia_noun	divergência_noun
acanalado_adjective	estriado_adjective
cacería_noun	caçada_noun
octogésimamente_adverb	octogesimamente_adverb
paternidad_noun	paternidade_noun
tubular_adjective	tubular_adjective
utilización_noun	utilização_noun
competición_noun	competição_noun
imcomparablemente_adverb	imcomparavelmente_adverb
flotar_verb	flutuar_verb
chillido_noun	grito_noun
robustecer_verb	fortalecer_verb
como-su-madre-lo-trajo-al-mundo_adverb	do-jeito-que-veio-ao-mundo_adverb
apéndice_noun	adendo_noun
tardíamente_adverb	tardiamente_adverb
investigar_verb	pesquisar_verb
adquisición_noun	aquisição_noun
csi_propernoun	csi_propernoun
comprender_verb	abranger_verb
pasivamente_adverb	passivamente_adverb
cuenta_noun	contagem_noun
rótula_noun	soquete_noun
desconexión_noun	desconexão_noun
jubilación_noun	aposentadoria_noun
injustificablemente_adverb	injustificavelmente_adverb
medina_propernoun	medina_propernoun
peor_adverb	pior_adverb
informe_noun	relatório_noun
descomprimir_verb	descompactar_verb
supersónico_adjective	supersônico_adjective
estribillo_noun	estribilho_noun
media-tarde_adverb	meia-tarde_adverb
identificable_adjective	identificável_adjective
complementario_adjective	complementar_adjective
mando_noun	comando_noun
fibanc_propernoun	fibanc_propernoun
diseño_noun	desenho_noun
homologado_adjective	homologado_adjective
vanidoso_adjective	vaidoso_adjective
libanés_adjective	libanês_adjective
en-remojo_noun	de-molho_noun
salsa_noun	molho_noun
valeroso_adjective	valoroso_adjective
zaga_noun	fundo_noun
anatómico_adjective	anatômico_adjective
noreste_noun	nordeste_noun
diecinueve_numeral	dezenove_numeral
fracturar_verb	fraturar_verb
excepción_noun	exceção_noun
enterrar_verb	soterrar_verb
ratificación_noun	ratificação_noun
repasar_verb	repassar_verb
mg_noun	mg_noun
ladeo_noun	torção_noun
alemán_noun	alemão_noun
asedio_noun	assédio_noun
casillero_noun	ficha_noun
pesquero_adjective	pesqueiro_adjective
popularidad_noun	popularidade_noun
fortalecimiento_noun	fortalecimento_noun
hechizar_verb	enfeitiçar_verb
profesionalismo_noun	profissionalismo_noun
clad_propernoun	clad_propernoun
sgps_propernoun	sgps_propernoun
muelle_noun	berço_noun
limpieza_noun	limpeza_noun
abu-dhabi_propernoun	abu-dhabi_propernoun
sabotaje_noun	sabotagem_noun
continuamente_adverb	sustentadamente_adverb
socrates_propernoun	socrates_propernoun
eclesiásticamente_adverb	eclesiasticamente_adverb
avellanar_verb	escarear_verb
agitación_noun	agitação_noun
quizzes_noun	quizzes_noun
boavista_propernoun	boavista_propernoun
conversor_noun	conversor_noun
sustantivamente_adverb	substantivamente_adverb
estudiar_verb	estudar_verb
millonario_adjective	milionário_adjective
fenómeno_noun	fenômeno_noun
anónimamente_adverb	anonimamente_adverb
scolari_propernoun	scolari_propernoun
iaia_propernoun	iaia_propernoun
pantano_noun	pântano_noun
a-caso-hecho_adverb	de-caso-pensado_adverb
sensible_adjective	sensível_adjective
convenio_noun	convênio_noun
sobretodo_adverb	sobretudo_adverb
copiar-a_verb	copiar-para_verb
trapezoidal_adjective	trapezoidal_adjective
envidioso_adjective	invejoso_adjective
pre_adverb	pré_adverb
fr_propernoun	fr_propernoun
especia_noun	especiaria_noun
medir_verb	mensurar_verb
alimenticio_adjective	alimentar_adjective
máster_noun	mestrado_noun
wta_propernoun	wta_propernoun
contemporáneo_adjective	contemporâneo_adjective
utensilio_noun	utensílio_noun
latir_verb	bater_verb
instrumentar_verb	instrumentar_verb
migratório_adjective	migratório_adjective
saciedad_noun	saciedade_noun
desregulación_noun	desregulamentação_noun
es-igual_adverb	tanto-faz_adverb
rumanía_propernoun	romênia_propernoun
confortablemente_adverb	confortavelmente_adverb
siria_propernoun	síria_propernoun
olímpicamente_adverb	olimpicamente_adverb
acoso_noun	assédio_noun
extensor_noun	extensor_noun
ingresar_verb	internar_verb
sujetar_verb	sujeitar_verb
a-las-puertas_adverb	muito-próximo_adverb
mostrador_noun	balcão_noun
liquidación_noun	liquidação_noun
en-efectivo_adverb	em-numerário_adverb
atornillar_verb	aparafusar_verb
verdadero_adjective	verdadeiro_adjective
hipocondríacamente_adverb	hipocondriacamente_adverb
guarda-jurado_noun	segurança_noun
espionaje_noun	espionagem_noun
prestación_noun	prestação_noun
concepto_noun	conceito_noun
secuencia_noun	seqüência_noun
indebido_adjective	indevido_adjective
friburgo_propernoun	friburgo_propernoun
subasta_noun	leilão_noun
consanguinidad_noun	consangüinidade_noun
recabar_verb	obter_verb
meso_noun	médio_noun
otoño_noun	outono_noun
combatiente_adjective	combatente_adjective
hermético_adjective	hermético_adjective
pero_coordinatingconjunction	mas_coordinatingconjunction
alusión_noun	alusão_noun
dictador_noun	ditador_noun
cuenca_noun	bacia_noun
cómico_adjective	cômico_adjective
en-pauta_adverb	em-questão_adverb
impactante_adjective	impactante_adjective
sales_propernoun	sales_propernoun
solevación_noun	transição_noun
contacto_noun	contato_noun
champions_propernoun	champions_propernoun
olor_noun	cheiro_noun
pésimamente_adverb	pessimamente_adverb
entonces_adverb	então_adverb
previsiblemente_adverb	previsivelmente_adverb
obsoleto_adjective	obsoleto_adjective
inflamablemente_adverb	inflamavelmente_adverb
discontinuidad_noun	descontinuidade_noun
gemelo_noun	panturrilha_noun
procesador_noun	processador_noun
goldman_propernoun	goldman_propernoun
prototipo_noun	protótipo_noun
y-qué_adverb	e-daí_adverb
liberalizar_verb	liberar_verb
cómo_relativepronoun	como_relativepronoun
portafolio_noun	portfolio_noun
a-lo-ancho_adverb	na-largura_adverb
cuarto-creciente_noun	quartocrescente_noun
aniversario_noun	aniversário_noun
efluente_noun	efluente_noun
sostenible_adjective	sustentável_adjective
habilitación_noun	habilitação_noun
asomar_verb	assomar_verb
fotogalería_noun	fotogaleria_noun
puchero_noun	cocido_noun
incierto_adjective	incerto_adjective
directriz_noun	diretriz_noun
eurosai_propernoun	eurosai_propernoun
resaltar_verb	ressaltar_verb
extender_verb	estender_verb
semejanza_noun	semelhança_noun
cabezal_noun	cabeça_noun
oscuramente_adverb	escuramente_adverb
quien_relativepronoun	quem_relativepronoun
quien_interrogativepronoun	quem_interrogativepronoun
resaltar_verb	realçar_verb
mixtamente_adverb	mistamente_adverb
más-vale-prevenir-que-curar_adverb	o-seguro-morreu-de-velho_adverb
caníbal_noun	canibal_noun
homosexualmente_adverb	homossexualmente_adverb
establecimiento_noun	estabelecimento_noun
castellano_adjective	castelhano_adjective
corteza-prefrontal_noun	córtex-pré-frontal_noun
apis_propernoun	apis_propernoun
robar_verb	roubar_verb
suponiendo-que_subordinatingconjunction	supondo-que_subordinatingconjunction
abreu_propernoun	abreu_propernoun
avalancha_noun	avalanche_noun
plantear_verb	propor_verb
impávidamente_adverb	impavidamente_adverb
bedrich_propernoun	bedrich_propernoun
dudar_verb	duvidar_verb
tópico_noun	tópico_noun
a-palo-seco_adverb	no-seco_adverb
óptimo_adjective	ótimo_adjective
favorable_adjective	favorável_adjective
sujeto_adjective	sujeito_adjective
húmedo_adjective	úmido_adjective
pontificio_adjective	pontifício_adjective
hemisférico_adjective	hemisférico_adjective
rsa_propernoun	rsa_propernoun
sueldo_noun	salário_noun
corporación_noun	corporação_noun
año_noun	ano_noun
aviso_noun	aviso_noun
tributario_adjective	tributário_adjective
faz_noun	face_noun
detección-remota_noun	detecção-remota_noun
teletrabajo_noun	teletrabalho_noun
sequía_noun	seca_noun
operacionalidad_noun	operacionalidade_noun
sumar_verb	somar_verb
nacimiento_noun	nascimento_noun
sudáfrica_propernoun	áfrica-do-sul_propernoun
clic_noun	clique_noun
radicalizar_verb	radicalizar_verb
mampara_noun	painel_noun
superación_noun	superação_noun
toc_propernoun	cot_propernoun
asombrosamente_adverb	assombrosamente_adverb
escéptico_adjective	cético_adjective
corto_adjective	curto_adjective
con-todas-las-de-la-ley_adverb	com-tudo-que-eu-tenho-direito_adverb
cabildeo_noun	conciliábulo_noun
féretro_noun	caixão_noun
comedia_noun	comédia_noun
guifré-el-pilós_propernoun	guifré-el-pilós_propernoun
sopa_propernoun	sopa_propernoun
albania_propernoun	albânia_propernoun
falsedad_noun	falsidade_noun
imputar_verb	imputar_verb
únicamente_adverb	unicamente_adverb
representatividad_noun	representatividade_noun
tecla_noun	tecla_noun
sobrecogedor_adjective	surpreendente_adjective
colgar_verb	pendurar_verb
impenetrable_adjective	impenetrável_adjective
substancia_noun	substância_noun
bélicamente_adverb	belicamente_adverb
deshacer_verb	desfazer_verb
duraderamente_adverb	duradouramente_adverb
monitoreo_noun	monitorização_noun
iluminar_verb	alumiar_verb
tierra_noun	terra_noun
interrupción_noun	interrupção_noun
iteración_noun	iteração_noun
desinteresadamente_adverb	desinteressadamente_adverb
nuevamente_adverb	novamente_adverb
máximo_adjective	máximo_adjective
tangible_adjective	tangível_adjective
paliza_noun	surra_noun
hoja_noun	folha_noun
compañero_adjective	parceiro_adjective
prisionero_noun	prisioneiro_noun
paracaidista_noun	pára-quedista_noun
habitación_noun	habitação_noun
ganancia_noun	ganho_noun
hoguera_noun	fogueira_noun
exactitud_noun	exatidão_noun
todo-esto_pronoun	tudo-isto_pronoun
con-nombre-y-apellido_adverb	com-todos-os-pontos-e-vírgulas_adverb
rociar_verb	aspergir_verb
tráfico_noun	tráfego_noun
instancia_noun	instância_noun
esquemáticamente_adverb	esquematicamente_adverb
insatisfacción_noun	insatisfação_noun
atracción_noun	atração_noun
polinomio_noun	polinômio_noun
futbol_noun	futebol_noun
monde_propernoun	monde_propernoun
electricidad_noun	electricidade_noun
universidad_noun	universidade_noun
diferir_verb	diferir_verb
ilac_propernoun	ilac_propernoun
distinto_adjective	diferente_adjective
regatear_verb	pechinchar_verb
carnicería_noun	talho_noun
con-un-pie-en-el-hoyo_adverb	com-o-pé-na-cova_adverb
tener-además-que_verb	ter-ainda-de_verb
quantificablemente_adverb	quantificavelmente_adverb
incógnitamente_adverb	incognitamente_adverb
envolvente_adjective	envolvente_adjective
electrónicamente_adverb	electronicamente_adverb
asíncrono_adjective	assíncrono_adjective
debidamente_adverb	devidamente_adverb
